ABA_Col_rna	ABA_g7g8_rna	Mock_Col_rna	Mock_g7g8_rna	ABA_Col_ribo	ABA_g7g8_ribo	Mock_Col_ribo	Mock_g7g8_ribo
AT1G22180	3.85608541840649	4.59199405742098	3.41279281164953	3.23286108878858	3.82470329198577	5.12339358539796	2.54504181649346	2.99578580292781
AT1G17450	4.14729907159438	4.36413539556701	3.85792736713062	3.78753694369326	3.07758589328352	2.76340941304442	2.7064201484354	1.97973268422391
AT1G79670	7.23262841303683	7.52209086102131	8.74170278057889	8.28260294085389	2.01669703234958	2.07583713477273	2.93822720431885	3.29462163093895
AT1G60080	4.12652644965622	3.13295014146747	5.96219721987218	5.85221565880931	5.99215057515577	5.81695989592018	7.17820631211503	8.88274869615987
AT1G64355	36.3542543003323	29.7510341825842	30.4017300538085	28.8929792316462	11.4806788816824	16.3194280284495	19.1963262577631	17.9974744513383
AT1G04820	262.6888207627	223.768929361738	276.592503903345	255.534366829397	82.787879511773	75.7153420784801	115.919896837002	126.110889635123
AT1G33050	12.1952601011081	15.7536973021967	10.4197994411472	11.033061657525	1.61534958829989	2.38019467839596	1.31877325291907	2.23375816169949
AT1G77810	5.10011128809985	5.07999610544722	5.76107552531036	4.17591552180298	3.36646742758743	3.79911039099892	4.08842691064847	3.67413652602506
AT1G16210	52.0185018984184	47.683853721431	49.1177549866819	42.1027603750263	66.3987051644177	70.4984360559316	63.3829825773361	68.6991640803446
AT1G66500	3.13644722835019	5.21570471344405	5.02176555090375	6.83492986980191	3.1697000196649	3.63183127470968	3.31286297070976	4.5253173819809
AT1G18880	12.1072544203045	10.3953166051553	10.6442551614421	9.14514175287345	12.9937916787223	12.5087532814242	10.578451295886	12.1234276445406
AT1G50740	5.23805194149494	4.04864387063329	4.33032674285586	5.68055112960359	6.19132357919403	4.39666830489729	2.7866311261216	4.19996818818669
AT1G58220	6.61478424718145	6.42200173380962	6.93938715114659	6.41654518817748	2.17034916308799	1.53363239100375	2.31145627306512	1.81505949163255
AT1G07350	16.8737876919444	17.7844440474664	16.8405714682176	17.1291647717646	4.62178418673043	5.59046531024701	5.75262488512487	3.95535686411383
AT1G06950	78.784617294036	60.1960043538801	107.249864218671	89.0816174975982	76.5481309520507	55.7639729483385	130.264790533217	82.1829562041329
AT1G19200	4.39631991981889	3.79926928924759	3.73265565517501	1.36762593319698	2.50344837551315	3.80939688210094	2.79315660799228	1.78294658286329
AT1G52140	15.6096477683413	12.2901060716639	10.6331717104811	11.297507078285	16.1446161241649	10.1836525745778	9.40194109514241	7.78249498150528
AT1G18550	3.992559085923	3.39664845630394	4.02807175600847	3.49997491490949	2.20314307467723	1.95149670587459	3.10841857608676	2.28011480484455
AT1G77510	29.7166095249868	26.7176378943592	31.3241215640217	28.1979485960323	32.2822742468246	36.110618945845	35.0059929086835	25.3840554212845
AT1G15950	41.8799102442785	42.9747760716434	46.7821434714079	44.6394447745958	66.0947827237195	66.0033739641821	63.1540323112875	57.3553601808378
AT1G67850	2.95711548504588	2.24664913379728	1.74014793538761	1.94238677895168	2.57702173574069	2.18460975450395	1.61116576661811	2.24723444239856
AT1G69620	60.9847629577114	56.8311586183776	81.3876144632899	84.1730446964473	669.663007403775	307.319001863215	731.263931950103	393.835271514592
AT1G57860	62.0001514882892	71.4568411394318	122.008587873006	118.799476474577	11.231551556089	10.3170667478149	19.1376998659767	27.8646888284338
AT1G63160	3.75643481500474	4.03980416638056	6.38820096615659	7.36955173637457	4.41244250991438	2.01429100709621	3.76211422995003	4.91299239844796
AT1G71050	3.31850413541934	2.4009722477161	2.23974800540141	2.40396024379122	5.65422726730908	2.92679103435111	2.08562597975617	2.60499390351955
AT1G28510	10.3410371125661	7.89345609949573	12.7060847771727	9.5054695641867	6.18911166844271	6.05366084455058	10.025472485395	6.38217537968409
AT1G48240	3.35625398765835	3.08779413217761	4.8365393659604	3.90740464250516	1.87635143645002	2.15587425695506	4.15420466322898	3.69489750156534
AT1G71140	5.5164497190032	5.20582809293656	2.55819833785903	3.02277606221018	5.53106645131136	3.83524106601197	1.52542767584436	3.59265674559478
AT1G36370	34.8320648776502	38.2372061810222	36.5979862730166	52.844371906645	28.6351308729965	40.7389459940227	40.9527174448416	50.4254802958788
AT1G56110	65.2369156379854	64.2385873886994	154.04073270391	121.771289197991	60.0136404978673	49.690340533666	133.528914961454	139.983840155938
AT1G14510	13.4036596423691	13.1357242526099	17.8388573746339	15.207450580481	24.0529056992593	31.6034248179581	31.0775254402616	38.3304402806418
AT1G19010	3.81822413040618	3.42016665188625	4.05606958054302	3.24463271438265	1.12366389292122	1.15496884475863	1.49229853385276	2.08971465483056
AT1G54250	3.27968320617488	2.55026988963557	3.09912355294742	4.63294595975565	17.8640484959157	13.8904677165913	16.365179514509	10.4855957976185
AT1G55170	7.9982679279908	10.1783403981941	7.95576896697873	9.15188120746583	7.79881019543298	6.35664932643363	6.65450508484557	8.31081585290682
AT1G70230	21.7593608796283	22.7781827701357	21.2892112348806	18.0881507891134	8.53032657694203	13.0209548489314	7.21879561084652	12.1260728539833
AT1G67510	6.62011184185475	6.43732958620565	6.73595038563942	5.75243570328927	8.98169016454459	7.77084340377197	9.71783326100149	9.58724650033642
AT1G08230	19.1348932336512	19.4411650544197	7.57633934764149	7.12123759146295	6.80843163940681	9.63070079767558	3.92875343423978	4.93475340851995
AT1G04280	21.6541304942564	20.5086333197142	14.7137079489696	16.3900669446684	16.8590325852986	18.8338423169093	17.3398801970249	18.3891143372904
AT1G55020	61.7955529062515	56.9302099889685	71.8737916704337	56.8635589893413	78.2432424982989	70.4577762931158	89.6884969377184	84.1789520104064
AT1G48970	9.81679403093038	7.936243455073	9.16695556162544	8.57585629277111	3.86233513691327	3.53407730538478	5.3112593884572	5.76194263292393
AT1G79420	2.32993099113355	2.3142870341315	3.05716140529714	2.15705721630282	4.92228798514854	6.45119312473583	5.7487678020603	5.50694920132917
AT1G70350	5.77998748495963	4.43365566491184	7.64426829670438	6.61458375168123	1.08182533315574	2.65335527628171	2.21401563083559	2.90736653302811
AT1G12450	7.48614604707029	6.49466764123249	4.65426452446885	6.16859964652282	4.04099224269641	4.73969187696131	2.42632769347589	2.84780694653029
AT1G57660	131.054469903655	107.774369179969	205.669502675345	181.492297793787	25.7185730427449	24.5111863828356	57.2281099435897	46.2526013953328
AT1G05870	23.6142079211003	22.5980196101724	14.2942193094124	13.5595837112142	13.3265227395582	11.3810053412387	5.96459657189521	6.10480158450264
AT1G78820	72.3525875841208	56.1554647818595	70.8743202125276	84.6124821743505	77.2231287190902	70.3656324014413	84.5971039909721	66.0057574399742
AT1G03790	33.7196241886883	24.9132452943759	3.52982286985182	3.58116659231571	21.9376419560388	20.2925775110364	1.71923361323359	1.79804077410138
AT1G22140	7.02586653899585	7.68976633070565	9.64170493115541	10.4009344995922	16.028437657362	15.182460452701	16.6766629118633	15.9041145058871
AT1G75210	12.7924498312311	11.905715431553	12.9100994928254	12.1338348026891	13.2283394075361	13.8412650213043	11.8841212281743	14.9591279067221
AT1G30330	21.1724270110329	19.6254648503299	25.6824121161522	23.93074311335	7.52057939194353	7.02121790460211	6.61794446047997	6.55301389239399
AT1G77200	7.69211496928574	9.1074319486142	8.92834630441349	9.78242175186938	4.43737288359296	3.7753183461924	5.71294088011137	4.87197809726472
AT1G30360	162.436402731641	157.959782072336	119.556012603915	118.694507667873	64.0367587743039	74.9803973853258	53.3857350300694	42.3594761414797
AT1G75280	52.6189462381029	45.4807420114164	36.9194349190881	34.9186602526972	56.2261029958531	53.4963824535804	42.0379005502019	42.5419452567768
AT1G55680	42.2685755281894	47.9738053544118	39.7283813575816	37.9018712829542	24.4509116369937	30.1306053238465	18.4787573635659	26.0198860682765
AT1G34000	145.572271844376	116.778989499833	112.328445070571	132.298567261381	107.945244719442	117.482023940396	85.9677984504586	92.4841654015597
AT1G04410	507.379567245886	542.917019810071	523.363402753582	522.930404317781	1207.19865897672	1293.17367803309	1162.60061632257	1222.77364874062
