log2FC_TE_v1	pvalue_v1	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
AT1G08630	1.12468258568889	0.139253777904915	1.13490578409132	0.0389497975665182	1.12468258568889	0.139253777904915	0.42147135627721
AT1G66150	0.126588624570755	0.128560838025666	0.126990190680916	0.128573599582663	0.126990190680916	0.128573599582663	0.403479019360296
AT1G04640	-0.218420495717627	0.268643718095957	-0.216800529635656	0.338508383816568	-0.216800529635656	0.338508383816568	0.661242051413215
AT1G56500	-0.268612388654253	0.00487544069892591	-0.268305942240399	0.00338898218667403	-0.268612388654253	0.00487544069892591	0.0462441632896682
AT1G77120	-0.0759273506505934	0.505711141810686	-0.0755647972098493	0.398645471429927	-0.0759273506505934	0.505711141810686	0.788856702980731
AT1G50590	-0.455032456936981	0.433272171285828	-0.443535564274429	0.49581003266545	-0.443535564274429	0.49581003266545	0.78392872465989
AT1G17147	-0.433569108704326	0.31141746873912	-0.427677363265962	0.373777433438861	-0.427677363265962	0.373777433438861	0.691486997277141
AT1G44740	-0.145989183697761	0.91932875552197	-0.326314758814974	0.800645557839028	-0.145989183697761	0.91932875552197	0.980321705371643
AT1G68500	0.0123209085093503	0.977444033228265	0.0150342976639897	0.950879699689103	0.0123209085093503	0.977444033228265	0.996228231713891
AT1G15500	-0.227500945687439	0.00146983225494434	-0.227135481340816	0.000868549829880892	-0.227500945687439	0.00146983225494434	0.0182386529714279
AT1G77760	-0.400219033165613	7.2701968525173e-16	-0.400188852863074	6.07239829952751e-33	-0.400219033165613	7.2701968525173e-16	1.43709981183709e-13
AT1G53510	-0.0372749822562857	0.842891969248869	-0.0356128235446436	0.885149017802967	-0.0356128235446436	0.885149017802967	0.96881177380461
AT1G50020	0.125850617095351	0.545733258530009	0.128176513822283	0.58195388849703	0.128176513822283	0.58195388849703	0.834115381943651
AT1G22370	-0.256625437159474	0.535405970841271	-0.246642173201018	0.634201710221624	-0.246642173201018	0.634201710221624	0.864470633340795
AT1G17270	-0.562790544889268	0.199042475904736	-0.557054209014352	0.302953061349645	-0.557054209014352	0.302953061349645	0.628579108187093
AT1G74350	0.0135215069588206	0.954595702804396	-0.223064937868369	0.871432112119452	0.0135215069588206	0.954595702804396	0.990576579208068
AT1G75230	-1.37083471591462	1.60429842828087e-08	-1.37015777834733	2.38682384448496e-08	-1.37015777834733	2.38682384448496e-08	1.36754628794012e-06
AT1G29150	-0.0410247642095452	0.660299081682727	-0.0406165575949328	0.663632153130832	-0.0406165575949328	0.663632153130832	0.879235015526946
AT1G17140	0.265062782719642	0.0320154953828473	0.265784362226522	0.0455367936923242	0.265784362226522	0.0455367936923242	0.217323444208512
AT1G08380	0.0867095271719084	0.170884452864115	0.0868028250874273	2.47346487033485e-06	0.0867095271719084	0.170884452864115	0.472760389050379
AT1G43560	-0.251132413563194	0.198613178580343	-0.249272178055273	0.256908071927475	-0.249272178055273	0.256908071927475	0.579450234800364
AT1G07700	0.151465333070321	0.541569182832876	0.155661065069721	0.65742557970691	0.155661065069721	0.65742557970691	0.87634577072402
AT1G33750	-0.371453197797385	0.138795101931827	-0.370398311944	0.217227227660677	-0.370398311944	0.217227227660677	0.534203857821423
AT1G14750	-0.356066748984238	0.569019699009691	-0.351600294991944	0.563853000892745	-0.356066748984238	0.569019699009691	0.826910639428742
AT1G05900	-0.857753640004851	0.0098307979464432	-0.854778601703572	0.023863693913884	-0.854778601703572	0.023863693913884	0.141231628022678
AT1G52990	-0.0871137815277976	0.934374591971195	-0.0345568206638163	0.987778622491399	-0.0345568206638163	0.987778622491399	0.998413374717916
AT1G37130	0.155051902536265	0.00678470619374483	0.155237682350247	0.000127200822929889	0.155051902536265	0.00678470619374483	0.0584843188259555
AT1G48175	0.405938206361887	0.314452617235766	0.415726630773895	0.442649170847784	0.415726630773895	0.442649170847784	0.745873852199142
AT1G72140	-0.213567122040304	0.199349984891791	-0.213384159503801	0.159768914051746	-0.213567122040304	0.199349984891791	0.512927746397264
AT1G01710	-0.18687485790026	0.346299443130355	-0.185558838979385	0.368039982802954	-0.185558838979385	0.368039982802954	0.686117565027052
AT1G44000	0.127895021335835	0.368577389447621	0.129255471399295	0.483291463521018	0.129255471399295	0.483291463521018	0.775329348295793
AT1G73960	-0.401719336419175	0.026714307658816	-0.401131220837013	0.0632991629193242	-0.401131220837013	0.0632991629193242	0.267357810561171
AT1G11360	0.533449412197686	0.00118415555195324	0.534386229697684	0.00265089316923443	0.534386229697684	0.00265089316923443	0.0290305846405855
AT1G15310	-0.246962761011796	0.447436877364249	-0.242987573644374	0.488604903717045	-0.242987573644374	0.488604903717045	0.779176133658084
AT1G13300	0.599014803149719	0.00361099155032368	0.60110128157641	0.00421065136628203	0.60110128157641	0.00421065136628203	0.0413061764552342
AT1G55530	0.436114085579913	0.0229674282462023	0.437259636082116	0.0472795650548514	0.437259636082116	0.0472795650548514	0.222020092609353
AT1G74458	0.67980484322962	0.111374148027735	0.689194173867899	0.183101244088695	0.689194173867899	0.183101244088695	0.489963759564266
AT1G32120	1.27281051723582	0.000630724041947032	1.2867041859305	0.0200514246346524	1.2867041859305	0.0200514246346524	0.125448466826426
AT1G17260	-0.476477766425916	0.794021765099112	-1.1306058565777	0.543970043192134	-0.476477766425916	0.794021765099112	0.935914262452041
AT1G31480	-0.148105623578895	0.556023660973239	-0.145911795254658	0.558605949428641	-0.145911795254658	0.558605949428641	0.819090312091425
AT1G17500	-0.0866731979008075	0.578725702140909	-0.0855071925400983	0.651820234175178	-0.0855071925400983	0.651820234175178	0.873034446829223
AT1G50780	-0.89696261428648	0.488045243721156	-0.603472543303486	0.632521403764362	-0.603472543303486	0.632521403764362	0.863437528086466
AT1G21150	-0.786049733170577	0.239066035982061	-0.777474674460931	0.361993029718778	-0.777474674460931	0.361993029718778	0.680203770890219
AT1G78110	0.948260243926987	0.000816322291130028	0.951726993255162	0.00101467531163478	0.951726993255162	0.00101467531163478	0.0137296180160952
AT1G80080	0.157931788176172	0.306567521265611	0.158864417085234	0.313116864369079	0.158864417085234	0.313116864369079	0.637005639188939
AT1G23260	0.576586010331381	0.00331254621277742	0.577673224835046	0.000375005558538021	0.576586010331381	0.00331254621277742	0.0345171855498003
AT1G60270	0.162633008660141	0.755032169625601	0.184257858507273	0.824280633074065	0.184257858507273	0.824280633074065	0.946930143172606
AT1G25400	0.663854304046142	0.000309543216381899	0.66614598066971	0.00328157709762024	0.66614598066971	0.00328157709762024	0.0342848490954858
AT1G42470	-0.314673927428989	0.11038032463103	-0.313528250262944	0.134250544687111	-0.313528250262944	0.134250544687111	0.412710811326614
AT1G56150	-0.126682211263409	0.785512782483107	-0.122168845962544	0.816873549257364	-0.122168845962544	0.816873549257364	0.944389096046049
AT1G75520	0.271674283483859	0.589143540898989	0.274660074278085	0.658102262277969	0.274660074278085	0.658102262277969	0.876681244879349
AT1G73370	0.0851021748880898	0.700887563831627	0.086208890513591	0.649478138156626	0.0851021748880898	0.700887563831627	0.896379689069603
AT1G01230	-0.408544588077334	0.123004202680748	-0.406005078343451	0.154128163586332	-0.406005078343451	0.154128163586332	0.446472057166787
AT1G70700	0.0761086853416808	0.643934735736339	0.0774102290498559	0.688293316130202	0.0774102290498559	0.688293316130202	0.890470186526979
AT1G02380	0.747063293711274	0.180785017915065	0.770989542760821	0.257253343372073	0.770989542760821	0.257253343372073	0.579832022626654
AT1G48870	0.638355955612127	0.379735280897474	0.654548868927376	0.314413342433976	0.638355955612127	0.379735280897474	0.69726300875111
AT1G12430	0.0679858036710685	0.669339722908879	0.0689712483771454	0.684096812865323	0.0689712483771454	0.684096812865323	0.888535982238564
AT1G56320	0.854126938312152	0.101185720870924	0.873297772891743	0.207217058266333	0.873297772891743	0.207217058266333	0.52226128499909
AT1G36310	0.473444397036494	0.00264656297921716	0.47492110540849	0.0134142102976694	0.47492110540849	0.0134142102976694	0.0943583810462948
AT1G44830	0.551466069953582	0.16847569284129	0.558273353595371	0.208464793775436	0.558273353595371	0.208464793775436	0.523879617768809
AT1G01300	-0.319898598136605	0.000123154235190179	-0.319666292213332	4.27824005937269e-06	-0.319898598136605	0.000123154235190179	0.00252792291485386
AT1G48050	0.4656089832623	0.00757289362684033	0.466752252380367	0.0114505201042713	0.466752252380367	0.0114505201042713	0.0847724460303858
AT1G22180	0.122141219023387	0.724502752620851	0.127033505500392	0.747881310683664	0.127033505500392	0.747881310683664	0.917136501318111
AT1G17450	-0.573180304907959	0.00466725743242997	-0.571568489974747	0.0127724595575789	-0.571568489974747	0.0127724595575789	0.0915265602669849
AT1G79670	0.0666160175207322	0.7882251804013	0.0697761651590207	0.829141293759317	0.0697761651590207	0.829141293759317	0.949071008011267
AT1G60080	0.143595909698151	0.574558922719886	0.14561999771421	0.583669084357065	0.14561999771421	0.583669084357065	0.835074318940801
AT1G64355	-0.0766729973885305	0.606705763902618	-0.0757392757363213	0.657382947345261	-0.0757392757363213	0.657382947345261	0.87634577072402
AT1G04820	0.0933241297213954	0.166903402148181	0.0936626397749356	0.119867272776499	0.0933241297213954	0.166903402148181	0.466315130779236
AT1G71866	-1.74613022256445	0.243693873358653	-2.08051287768811	0.243811198155047	-2.08051287768811	0.243811198155047	0.566257308651253
AT1G33050	0.647975010529679	0.0152778865653724	0.655191087796354	0.0989303556849085	0.655191087796354	0.0989303556849085	0.34877052627494
AT1G77810	0.231875695395495	0.46652496539091	0.234456811729077	0.508090783609502	0.234456811729077	0.508090783609502	0.790615365281348
AT1G16210	0.201521865861894	0.053734455015097	0.2019150807719	0.036004848870733	0.201521865861894	0.053734455015097	0.241182782080705
AT1G34580	0.26797456083183	0.595329009996888	0.277004321470789	0.646444396643956	0.277004321470789	0.646444396643956	0.870551493590701
AT1G66500	-0.109645161072317	0.712043895517378	-0.105136083800587	0.776376750010535	-0.105136083800587	0.776376750010535	0.928421807221232
AT1G04030	0.117936310883987	0.788287667412358	0.124977747228106	0.827989402151327	0.124977747228106	0.827989402151327	0.948510658532721
AT1G29370	-1.09216066589427	0.0212012719461613	-1.09512100263687	0.070309025231012	-1.09512100263687	0.070309025231012	0.285581946949174
AT1G18880	0.241205499920108	0.258968009728969	0.242590723996585	0.258841485300434	0.241205499920108	0.258968009728969	0.582027547016251
AT1G50740	0.588810011421921	0.157594420973472	0.60112097175439	0.228193785735638	0.60112097175439	0.228193785735638	0.547681709887854
AT1G58220	-0.124503027782449	0.75858392981234	-0.11973772404397	0.778131758980575	-0.11973772404397	0.778131758980575	0.928605861862927
AT1G07350	-0.738297620945965	0.00583569282140593	-0.738327265230355	0.028988608412012	-0.738327265230355	0.028988608412012	0.162282458170388
AT1G06950	-0.540958528385001	8.68006318985129e-18	-0.540750418998358	1.84206484734252e-28	-0.540958528385001	8.68006318985129e-18	2.0672145671541e-15
AT1G19200	0.604087150631406	0.267546071659445	0.604744914278336	0.279938175517937	0.604744914278336	0.279938175517937	0.604560025725233
AT1G52140	-0.51885003087426	0.0823082911468084	-0.515870022129435	0.102750745917114	-0.515870022129435	0.102750745917114	0.356990963947071
AT1G18550	-0.387809401338726	0.195893316648364	-0.385450851495204	0.257214327982465	-0.385450851495204	0.257214327982465	0.579810197426091
AT1G77510	-0.452700171913688	0.000288638524230522	-0.452089654770855	0.000503815622624546	-0.452089654770855	0.000503815622624546	0.00801200596333017
AT1G15950	-0.422792434669552	0.00642980574911044	-0.422242354446803	0.000156686574577959	-0.422792434669552	0.00642980574911044	0.0562629350343807
AT1G67850	0.00991231689517669	0.978247430781867	0.0142958438869352	0.968780157067608	0.00991231689517669	0.978247430781867	0.996228231713891
AT1G69620	-1.10529140882285	1.63458715088953e-42	-1.1052773254634	6.38607895547083e-128	-1.10529140882285	1.63458715088953e-42	1.70057285324386e-39
