sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT3G29575	ABA-Col0	Mock-Col0	NA	NA	246.974405842889	2.29777049951804	0.151803145512919	15.1365144098578	9.30145870533846e-52	1.80113446370174e-49
AT5G60360	ABA-Col0	Mock-Col0	NA	NA	2221.26688563853	1.20939036306648	0.0803929045633303	15.043496308978	3.80890228638654e-51	7.30253305679099e-49
AT4G35770	ABA-Col0	Mock-Col0	NA	NA	746.900299001518	2.0125437403268	0.133936438273291	15.0261106407824	4.95242565575395e-51	9.40184023509995e-49
AT3G27250	ABA-Col0	Mock-Col0	NA	NA	124.801792289219	4.94880926593402	0.332283174369241	14.8933489495161	3.64067276016189e-50	6.84446478910435e-48
AT4G36610	ABA-Col0	Mock-Col0	NA	NA	194.21237687132	2.9206628101751	0.196471953617936	14.8655457249368	5.5163541400645e-50	1.02710270738662e-47
AT3G51810	ABA-Col0	Mock-Col0	NA	NA	120.807570409952	5.13994535777493	0.348368902677989	14.7543173867214	2.88596574885408e-49	5.32227054864861e-47
AT5G24080	ABA-Col0	Mock-Col0	NA	NA	139.488014333261	3.40619463593576	0.231907792921257	14.6877109778381	7.72805523383224e-49	1.41175529762196e-46
AT3G61890	ABA-Col0	Mock-Col0	NA	NA	189.082214011109	2.79409532998982	0.191776519345952	14.5695382287623	4.38847317535858e-48	7.94190603435921e-46
AT2G42560	ABA-Col0	Mock-Col0	NA	NA	129.25969655554	5.77477939603369	0.399062037198828	14.4708813611265	1.85085222434e-47	3.31850948815924e-45
AT1G04220	ABA-Col0	Mock-Col0	NA	NA	202.194784883008	2.9821100048602	0.206835354284506	14.4177962958801	3.99908506240647e-47	7.10442964664577e-45
AT5G64100	ABA-Col0	Mock-Col0	NA	NA	977.445382871439	-1.47408930138687	0.102525728519616	-14.3777500796285	7.13774677031344e-47	1.25358125881635e-44
AT2G39110	ABA-Col0	Mock-Col0	NA	NA	247.212336313019	2.14007089577739	0.148850838515632	14.3772847846782	7.18588719937076e-47	1.25358125881635e-44
AT5G44130	ABA-Col0	Mock-Col0	NA	NA	420.338893742018	-1.95104173997084	0.135751127861978	-14.3721954336507	7.73401235831082e-47	1.33715549380652e-44
AT5G02230	ABA-Col0	Mock-Col0	NA	NA	233.630510238968	2.26271794136323	0.158878165905434	14.2418432921111	5.03804197445717e-46	8.63333139764501e-44
AT5G13170	ABA-Col0	Mock-Col0	NA	NA	156.86963099527	2.99496858363827	0.210347123896024	14.2382197967142	5.30615892184021e-46	9.01302292653629e-44
AT3G23920	ABA-Col0	Mock-Col0	NA	NA	916.188433817637	1.50522010074592	0.105850725917969	14.2202151916504	6.86415383350252e-46	1.15580412897342e-43
AT4G34230	ABA-Col0	Mock-Col0	NA	NA	1040.66506564188	1.57115270370924	0.110531120280331	14.2145732326286	7.4403636947891e-46	1.24202760849911e-43
AT2G40370	ABA-Col0	Mock-Col0	NA	NA	202.062551774838	3.24892402662395	0.228838753757712	14.1974380356214	9.50232934407394e-46	1.5726761146893e-43
AT2G42530	ABA-Col0	Mock-Col0	NA	NA	103.772668721462	4.04157442409496	0.285841212973525	14.1392291966984	2.17655325925999e-45	3.57176078917885e-43
AT2G04350	ABA-Col0	Mock-Col0	NA	NA	625.301263507483	1.51347120048043	0.107270169257776	14.1089662760154	3.34444474668544e-45	5.44217042645519e-43
AT5G52300	ABA-Col0	Mock-Col0	NA	NA	1457.08004176196	6.44088627503892	0.45689301766585	14.0971431516808	3.95457432772919e-45	6.38136477351234e-43
AT2G48130	ABA-Col0	Mock-Col0	NA	NA	848.341089279504	1.47551091324624	0.104890209671622	14.0671938578977	6.04196804667067e-45	9.6691462194819e-43
AT5G24770	ABA-Col0	Mock-Col0	NA	NA	134.204142219168	3.34605367819483	0.238401392665894	14.0353780688024	9.46901066682369e-45	1.5029337914129e-42
AT1G72770	ABA-Col0	Mock-Col0	NA	NA	551.675070902324	1.5234621694168	0.108760534248081	14.0074906761841	1.40274321562844e-44	2.20835118922187e-42
AT1G23800	ABA-Col0	Mock-Col0	NA	NA	537.596725617386	1.70589566522529	0.122003729880857	13.9823238755994	1.9985405150762e-44	3.12094665596254e-42
AT3G06345	ABA-Col0	Mock-Col0	NA	NA	476.677300802741	2.01796785184635	0.144860518830873	13.9304198834353	4.13914964891599e-44	6.41203950412874e-42
AT3G22830	ABA-Col0	Mock-Col0	NA	NA	119.573446921615	3.45138350169835	0.248020949554157	13.9156934440521	5.08642119591828e-44	7.81694127283821e-42
AT2G45180	ABA-Col0	Mock-Col0	NA	NA	5398.15816712371	-1.10546275870824	0.07958641717896	-13.8900932834113	7.27405246590734e-44	1.10909253503803e-41
AT5G12420	ABA-Col0	Mock-Col0	NA	NA	222.122638493466	2.19321082200806	0.158008626664447	13.880323298206	8.33670744494456e-44	1.26118752315552e-41
AT1G48920	ABA-Col0	Mock-Col0	NA	NA	2506.13424571985	-1.15412574293905	0.0832103239607483	-13.8699825695123	9.63001959629467e-44	1.44554805785e-41
AT1G69480	ABA-Col0	Mock-Col0	NA	NA	111.757588633413	3.51380776369592	0.253726829070714	13.8487828684314	1.29385875907938e-43	1.92725238544717e-41
AT4G16190	ABA-Col0	Mock-Col0	NA	NA	1374.62906964113	1.34835276551688	0.0975327716786299	13.8246124078141	1.81085198329924e-43	2.67674334386309e-41
AT1G52890	ABA-Col0	Mock-Col0	NA	NA	106.345009225439	3.96843172182323	0.287357004703695	13.8101095740305	2.21494423020722e-43	3.24925606619186e-41
AT5G13900	ABA-Col0	Mock-Col0	NA	NA	152.698939779886	2.85698301794497	0.207523594786228	13.7670274114516	4.0243404154881e-43	5.85919757936177e-41
AT1G07430	ABA-Col0	Mock-Col0	NA	NA	105.688721138272	5.30317589185304	0.385936837331478	13.741046147658	5.76368952915597e-43	8.32896149571464e-41
AT1G56110	ABA-Col0	Mock-Col0	NA	NA	1484.83308123345	-1.19977951760526	0.0873299351600527	-13.7384679767182	5.97262757951311e-43	8.5669600333105e-41
AT1G77450	ABA-Col0	Mock-Col0	NA	NA	256.726088092081	2.33482405386762	0.170016839468146	13.7328988185612	6.45002765153431e-43	9.18370113561106e-41
AT5G59090	ABA-Col0	Mock-Col0	NA	NA	538.765194697421	-1.63202080721209	0.119054751961405	-13.7081534363379	9.07378004591687e-43	1.28251588911777e-40
AT1G15125	ABA-Col0	Mock-Col0	NA	NA	118.402831669599	-3.83946645133991	0.280378055240052	-13.6938907292608	1.10433981258305e-42	1.54959682107667e-40
AT5G66780	ABA-Col0	Mock-Col0	NA	NA	105.08080973954	5.3005598143931	0.388710896866836	13.6362521789786	2.43770384965935e-42	3.39594944926645e-40
AT4G21870	ABA-Col0	Mock-Col0	NA	NA	366.581806097263	-2.06088275135463	0.1516006357547	-13.5941563905396	4.33732865942683e-42	5.99914515436723e-40
AT5G02870	ABA-Col0	Mock-Col0	NA	NA	3359.55212081508	-1.07872342993919	0.0795069795193118	-13.5676570341497	6.22812014509839e-42	8.55328499926845e-40
AT4G23670	ABA-Col0	Mock-Col0	NA	NA	7509.3087572235	1.01896588571495	0.0756582652132334	13.468004888073	2.41298287488417e-41	3.29049298515895e-39
AT1G51140	ABA-Col0	Mock-Col0	NA	NA	221.930867364897	2.19833131223107	0.163248523070138	13.4661635577957	2.47390110611453e-41	3.3499734978183e-39
AT1G09310	ABA-Col0	Mock-Col0	NA	NA	15491.059133685	1.00669812850195	0.0749884139726575	13.4247155683146	4.33244575573478e-41	5.82593608430891e-39
AT4G17280	ABA-Col0	Mock-Col0	NA	NA	191.957332781052	2.27064161923202	0.169400866154674	13.4039551908712	5.73248874567253e-41	7.65544221180709e-39
AT2G25450	ABA-Col0	Mock-Col0	NA	NA	2186.13520435709	1.24720344087772	0.0940590744166455	13.2597885808772	3.9601061918022e-40	5.25229426699026e-38
AT5G67030	ABA-Col0	Mock-Col0	NA	NA	1752.68339295403	1.15830343865828	0.0873816258392674	13.2556865076979	4.1827170019522e-40	5.50980489971445e-38
AT4G22212	ABA-Col0	Mock-Col0	NA	NA	365.363299839223	-2.01911695964347	0.15233919175417	-13.2540873848256	4.27283070818339e-40	5.59047931305832e-38
AT3G53980	ABA-Col0	Mock-Col0	NA	NA	425.162373991138	2.21984913423903	0.167832791841545	13.2265519144485	6.16514439866676e-40	8.01220510978411e-38
AT5G23190	ABA-Col0	Mock-Col0	NA	NA	168.734929519769	2.45029074263138	0.185957685319524	13.1766037979077	1.19657306538365e-39	1.54469605587261e-37
AT2G36640	ABA-Col0	Mock-Col0	NA	NA	101.467241807693	3.93284707873157	0.299201219922546	13.1444887816623	1.83038385747528e-39	2.34725516663254e-37
AT2G18540	ABA-Col0	Mock-Col0	NA	NA	90.5435014011731	4.84567515772006	0.368921193920755	13.1347161333347	2.08270972002312e-39	2.65326256700839e-37
AT1G04560	ABA-Col0	Mock-Col0	NA	NA	95.700666975738	5.33094914394635	0.408444074822736	13.0518459504155	6.20260801966814e-39	7.85015043744143e-37
AT3G18130	ABA-Col0	Mock-Col0	NA	NA	764.477290007895	-1.39815457693095	0.107350600482846	-13.0241896239264	8.91424431976995e-39	1.12087939615601e-36
AT1G53470	ABA-Col0	Mock-Col0	NA	NA	364.148782918346	1.67276433404134	0.128538298393994	13.0137426350083	1.02210847644543e-38	1.27691022825092e-36
AT5G44310	ABA-Col0	Mock-Col0	NA	NA	93.793953540049	4.97115939109122	0.382912677403185	12.9824883960603	1.53801204225041e-38	1.90910674270109e-36
AT4G08870	ABA-Col0	Mock-Col0	NA	NA	517.139749745627	1.42215454684651	0.109871323164603	12.9438192413131	2.54648357839659e-38	3.14077121095997e-36
AT4G21850	ABA-Col0	Mock-Col0	NA	NA	314.621912058379	-1.97190437743854	0.153096469434117	-12.8801427278317	5.82277808560516e-38	7.13621992719356e-36
AT4G30960	ABA-Col0	Mock-Col0	NA	NA	5521.22822202469	1.03021942685056	0.0801446687343689	12.854497287463	8.11517088977485e-38	9.88315528991196e-36
AT5G17220	ABA-Col0	Mock-Col0	NA	NA	355.51133383941	1.8080318246682	0.14076133921022	12.8446619989029	9.21535392111049e-38	1.1152882083024e-35
AT3G01420	ABA-Col0	Mock-Col0	NA	NA	3262.88149825764	1.64118119612838	0.128332990101684	12.7884591080439	1.90207806421455e-37	2.28769190282301e-35
AT5G64120	ABA-Col0	Mock-Col0	NA	NA	779.544145062967	-1.62906424702804	0.127870374355944	-12.7399661980603	3.54548403104337e-37	4.2379477022916e-35
AT4G21440	ABA-Col0	Mock-Col0	NA	NA	91.1893334078027	4.17556241152509	0.328502406975646	12.7109035515671	5.14366549316765e-37	6.11054838096309e-35
AT3G05640	ABA-Col0	Mock-Col0	NA	NA	100.778079359324	3.14053731617026	0.247850617898503	12.6710893150016	8.55185053641049e-37	1.00974410845764e-34
AT1G54540	ABA-Col0	Mock-Col0	NA	NA	139.649538006553	2.46479615933288	0.194594963980624	12.6662895529933	9.09139787788163e-37	1.06694441519576e-34
AT5G54060	ABA-Col0	Mock-Col0	NA	NA	269.426741407937	1.93994321637277	0.15343311615579	12.6435756828599	1.21404674752944e-36	1.41619284452772e-34
AT3G12500	ABA-Col0	Mock-Col0	NA	NA	130.27612032456	2.87029086886937	0.22778430678758	12.6009157933169	2.08707047418145e-36	2.42000195581135e-34
