mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
AT4G10810	-0.456648370702315	0.0975761974833197	0.552971614441434	0.00676608128857033	-0.398905559734155	0.15531898148862	0.555584708166902	0.0220258821151579	0.555584708166902	0.0220258821151579	0.135971463317746
AT3G53610	0.24253495817582	-0.214215153872269	-0.458693104473209	0.0220273629824825	1.65035628965119	1.19360619322148	-0.45594352968059	0.0159459874907596	-0.458693104473209	0.0220273629824825	0.135971463317746
AT1G07720	0.0362877527895204	-0.206858447255265	-0.243986792943428	0.0220536232133468	1.03353485553055	0.790388672161975	-0.242957027361553	0.0113059972335645	-0.243986792943428	0.0220536232133468	0.136090084351669
AT4G14240	-0.254446169563155	0.357868827022453	0.610561022686396	0.00505395642104535	-0.437482891784075	0.174831948308731	0.614532251801552	0.0220647610961644	0.614532251801552	0.0220647610961644	0.136115341359832
AT1G76060	-0.0106732267977689	0.695001215814006	0.702845543225124	0.00568074262423776	-0.415991208237292	0.28968314183554	0.709317437375111	0.0220913036638197	0.709317437375111	0.0220913036638197	0.13623558189871
AT4G02020	0.128607773768808	-0.419056553967172	-0.550340350670043	0.00723578799492003	0.0168510866577536	-0.530813334264213	-0.547120782338551	0.0221030092033351	-0.547120782338551	0.0221030092033351	0.136264275946917
AT1G59730	0.549454490552269	-1.27954806764846	-1.86958518361437	0.0221192976022977	2.29108008827885	0.462077252724424	-1.93062175073944	0.0143690757034794	-1.86958518361437	0.0221192976022977	0.136321195844974
AT4G13640	-0.202996556323241	0.504395617335441	0.704822368554336	0.00543897796673953	-0.533850868484244	0.173541119179764	0.711183872531293	0.0221418060148906	0.711183872531293	0.0221418060148906	0.136416401152328
AT3G04930	0.234858331147536	-0.383711155096387	-0.619946343860691	0.00343442342539874	-0.483685441849734	-1.10225511492608	-0.617565725108992	0.0221523152387098	-0.617565725108992	0.0221523152387098	0.136437641927674
AT1G76560	0.268762413541716	1.37362237922485	1.10179823567123	0.000861683114284939	-1.51307867025311	-0.408219315112706	1.11705902179285	0.0221871804007572	1.11705902179285	0.0221871804007572	0.13660883126929
AT1G68660	0.393222529697857	-0.0165618380284954	-0.41147402891176	0.022232481098445	1.41279143412652	1.00300709454039	-0.409215042254561	0.00763403494556508	-0.41147402891176	0.022232481098445	0.136844143772875
AT1G31070	0.160655720537102	-0.217749982759981	-0.379767749956352	0.0151483752958206	0.791513571927213	0.413107846082233	-0.37787836042054	0.0222444369169936	-0.37787836042054	0.0222444369169936	0.136874129195297
AT2G06050	-0.0386223187656833	-0.484768584459689	-0.448013232353953	0.00926771034028117	0.252824394295716	-0.193321932181064	-0.445993075853206	0.0222717253626676	-0.445993075853206	0.0222717253626676	0.13695480768049
AT1G51680	0.0902615716955805	-0.231577496721978	-0.322343497674728	0.0222706930028658	0.707334194556018	0.385495300492789	-0.321748917096676	5.82778523193815e-08	-0.322343497674728	0.0222706930028658	0.13695480768049
AT2G17730	-0.59713324604776	0.0293323008325807	0.624037432892319	0.00842926839308949	-0.318838702384482	0.307626699122639	0.628097626701325	0.0222841732483021	0.628097626701325	0.0222841732483021	0.136987754161771
AT4G28060	0.710970480351312	0.196626082473942	-0.515987675079396	0.0223308946301577	3.18404604977208	2.66970185923096	-0.513848505507662	0.000532374159128533	-0.515987675079396	0.0223308946301577	0.137216850283332
AT3G58660	-0.0241725333724636	-0.390151608820502	-0.367332578028951	0.0122191712056897	0.261802215943299	-0.104176891240122	-0.365549413427643	0.0223356448497013	-0.365549413427643	0.0223356448497013	0.137216850283332
AT1G49120	-0.182344030928599	4.59720459924267	4.77873615197244	0.0223834998660825	0.77045385924155	5.55000262869646	3.24930236870962	6.48231650112369e-05	4.77873615197244	0.0223834998660825	0.137403198796611
AT5G44080	0.315252538491848	-0.157599089297997	-0.474809206304079	0.0120631580635107	0.791521079952586	0.318669410496559	-0.472005219136973	0.0223822147285221	-0.472005219136973	0.0223822147285221	0.137403198796611
AT3G21070	-0.0147901143250609	0.424588835201383	0.438116949835951	0.0106878870006528	0.227838816151723	0.667217700981674	0.440785072566102	0.0223940557403429	0.440785072566102	0.0223940557403429	0.137403198796611
AT5G20740	-0.550161569236102	-0.122976683537709	0.425716014019722	0.0199402101134128	0.437837396869183	0.865022247887384	0.427708827491107	0.0223944243574622	0.427708827491107	0.0223944243574622	0.137403198796611
AT5G51390	-0.876518809592562	0.990290061933474	1.86262493124992	0.00433187600144577	-0.967728423024072	0.89907988354395	1.89935664939626	0.0224420186128155	1.89935664939626	0.0224420186128155	0.137651505275622
AT1G53060	-0.918946808003459	0.357088804678892	1.27242550766476	0.0025760420681294	-1.56771003494564	-0.29167510480112	1.28558653739658	0.0224678484132464	1.28558653739658	0.0224678484132464	0.137694447177894
AT4G30660	-0.146051787722514	0.325977401536922	0.470773651643555	0.00880897364206861	-0.06634942330731	0.40567968719317	0.473267642773972	0.0224628708455182	0.473267642773972	0.0224628708455182	0.137694447177894
AT5G20730	0.0731897710364594	-0.351635892261163	-0.426674187728321	0.00696628923997594	-0.71759179045059	-1.14241751408486	-0.42425905717677	0.0224703996662647	-0.42425905717677	0.0224703996662647	0.137694447177894
AT5G46560	0.0728365766592449	0.947480180294972	0.872316999775901	0.00316572723035389	-0.632703632435099	0.241939823827599	0.881340751516127	0.0224892674423738	0.881340751516127	0.0224892674423738	0.137750422881255
AT5G05920	-0.0183194594658812	-0.776812419039787	-0.765726584078787	0.0181298179755848	1.16493878993928	0.406445765582171	-0.75799980194297	0.0224937934988023	-0.75799980194297	0.0224937934988023	0.137750422881255
AT4G33200	0.129238603246325	-0.43360231904787	-0.565967575326823	0.0112971842841567	0.578514959065848	0.0156739773872383	-0.561933189032568	0.0225017932481068	-0.561933189032568	0.0225017932481068	0.137755750109845
AT1G33440	-0.175630976556734	-1.46048298046187	-1.29821130703452	0.0129204660933361	1.10479767380114	-0.180054460500691	-1.29174399575279	0.0225185044193907	-1.29174399575279	0.0225185044193907	0.137777565951094
AT1G77760	0.707260880905118	0.518147344967653	-0.189377258584449	0.0225196187191943	0.749970740662167	0.560857254124052	-0.189087953154876	5.45729945000021e-05	-0.189377258584449	0.0225196187191943	0.137777565951094
AT5G40490	0.0235410740537089	-0.435124675067489	-0.460890538798821	0.0225511871055179	1.92346616568741	1.46480059897285	-0.458269169399014	0.00839498638118109	-0.460890538798821	0.0225511871055179	0.137927029460497
AT4G05180	0.298680938350674	0.485735606590047	0.186944612759114	0.0226001746629751	-0.62215665346801	-0.435101937031965	0.187098533163637	6.48030319679231e-05	0.186944612759114	0.0226001746629751	0.138182903374475
AT2G36000	-0.351803592303387	0.353933408969139	0.704624886740486	0.000930742900716008	-3.06366593849403	-2.35792927589696	0.709215500184976	0.0226203769139862	0.709215500184976	0.0226203769139862	0.138262670786184
AT2G04235	-0.0122996074371727	-0.973695263899936	-0.97018053365032	0.0100761711995812	0.569899816941695	-0.391496013713819	-0.962208541456651	0.0226559974875479	-0.962208541456651	0.0226559974875479	0.138436599448739
AT3G48000	0.307314449003858	0.116171697039313	-0.191567089447934	0.0226712079992507	-0.110691606840769	-0.301834344085476	-0.190954911281414	0.0125591407146257	-0.191567089447934	0.0226712079992507	0.138485744468392
AT3G53350	-0.266075065659785	-1.23282624135331	-0.972238331997005	0.0115327333513335	0.86962130157754	-0.0971301565734801	-0.968544078642331	0.0226984092050473	-0.968544078642331	0.0226984092050473	0.138553749405025
AT4G16535	-0.228100841888901	0.488580885290352	0.714214905961132	0.00551960571000309	-0.376188567286213	0.340492997244432	0.720296653153669	0.0226984845325125	0.720296653153669	0.0226984845325125	0.138553749405025
AT3G07270	-0.196589004888886	0.281800351667625	0.476811396921148	0.00636988968293752	-0.806041018588792	-0.327651762403952	0.479955780287496	0.0227038543872631	0.479955780287496	0.0227038543872631	0.138553749405025
AT1G24290	-0.253786482291634	1.39310009531812	1.64273571488844	0.000514188754717053	-2.40905645038626	-0.762170807898286	1.6786437207032	0.0227304843729098	1.6786437207032	0.0227304843729098	0.138672462446792
AT3G62800	-0.468050571688273	0.423309665848275	0.88865602834945	0.00326179809500796	-1.09348498324409	-0.202124929623627	0.896271519484482	0.0227807060750111	0.896271519484482	0.0227807060750111	0.138847325575801
AT5G23940	-0.0123397597976727	-0.633830992360721	-0.625793500827291	0.012876419478905	0.327673453021063	-0.29381786038715	-0.621020312037778	0.0227765486823737	-0.621020312037778	0.0227765486823737	0.138847325575801
AT4G17740	-0.044804241346747	0.498457941562277	0.541658960104766	0.00396552763313808	-0.910948159127353	-0.367686114467749	0.545646020301782	0.0227768368074639	0.545646020301782	0.0227768368074639	0.138847325575801
AT2G39260	-0.0240296152671988	-0.346775667514018	-0.324000140108076	0.0173483298198561	0.659172321196979	0.336426254572566	-0.322611929875289	0.0227977130671886	-0.322611929875289	0.0227977130671886	0.138907163094024
AT5G29000	0.0615788843035576	-0.660589313087042	-0.727466411328804	0.0102223542650095	0.439997780499986	-0.282170537481135	-0.72144808650304	0.0228236136654944	-0.72144808650304	0.0228236136654944	0.139021134814318
AT2G05380	0.119473970129625	-0.237576956010699	-0.35731390733424	0.0228444919412176	3.783266308251	3.42621564663175	-0.356985827692307	5.94774040992926e-45	-0.35731390733424	0.0228444919412176	0.139104452819498
AT2G07798	-0.182344030928599	-3.75998516103238	-3.78880673957045	0.0228704519457944	5.28465984669167	1.70701950295219	-3.62928221468029	4.51009796452248e-05	-3.78880673957045	0.0228704519457944	0.139218652187994
AT5G15970	0.262747772528313	0.0797281879310486	-0.183173660513762	0.0228845678949736	0.655659121333409	0.472639606248433	-0.182958227580072	1.10938597963476e-09	-0.183173660513762	0.0228845678949736	0.139260704346074
AT3G44600	0.106973395645676	-0.348218299198961	-0.457890365860435	0.018433727481912	0.712510404085648	0.257318694510654	-0.454475001876837	0.0228969457798045	-0.454475001876837	0.0228969457798045	0.139292156615744
AT1G31040	0.955502808010943	-0.970850390893194	-1.96465621960749	0.0186839352978878	2.51632899064252	0.589975202786392	-1.92999747610983	0.0229318924489269	-1.92999747610983	0.0229318924489269	0.139381721884827
AT1G31020	-0.187996424243054	1.19611694416522	1.37717064256824	0.010474471055769	-0.24051256412843	1.14360035361807	1.40466537059926	0.0229405245895011	1.40466537059926	0.0229405245895011	0.139381721884827
AT1G69680	1.1654475701623	0.156333554956208	-1.01804743285405	0.00869586002611106	1.24020351597378	0.231089119161974	-1.00428882420664	0.0229358652603236	-1.00428882420664	0.0229358652603236	0.139381721884827
AT3G59820	0.092652957020965	-0.359217627896532	-0.453690981701263	0.0109315483680393	0.243064941215139	-0.208805693739365	-0.451464828867274	0.0229255570030089	-0.451464828867274	0.0229255570030089	0.139381721884827
AT4G15475	-0.329698679168368	0.286071058511851	0.613435864737668	0.00485980219646972	-0.949001970543523	-0.333232403329216	0.618151113982979	0.0229718386949002	0.618151113982979	0.0229718386949002	0.139488592733199
AT5G17790	-0.20894123011804	-0.619465504794736	-0.412251551646013	0.0205485615323537	0.852753811802609	0.442229519404837	-0.41031766687898	0.0229725532879789	-0.41031766687898	0.0229725532879789	0.139488592733199
AT2G40435	0.42288309565584	-0.79326497750168	-1.22581321459397	0.0230011761073621	4.32627937982605	3.11013145608386	-1.21642046546818	3.76248763952413e-05	-1.22581321459397	0.0230011761073621	0.139618511960522
AT5G12310	0.0117814841321362	0.451673977952811	0.438261215261627	0.0230150554077472	0.898737749836969	1.33863023402658	0.440925416221651	0.0183278093020684	0.438261215261627	0.0230150554077472	0.139658883647325
AT1G66820	0.0874745718575897	-0.408604388970146	-0.499026419610471	0.0230290239908049	1.67572291932332	1.17964404688191	-0.495817083588097	0.00784183744978506	-0.499026419610471	0.0230290239908049	0.139699771593828
AT2G43160	0.167685250509406	-0.0842907248774327	-0.252758586312997	0.0230476033245994	0.0137948405750261	-0.238181102496605	-0.251802628477737	0.0066639075159411	-0.252758586312997	0.0230476033245994	0.139768595051659
AT1G19440	0.176942555426481	-0.263606769885198	-0.442322945095553	0.011599868412928	0.49218677105155	0.0516374036359396	-0.439788948295828	0.0230829881218414	-0.439788948295828	0.0230829881218414	0.139895361826254
AT2G05100	0.402947869135218	0.55302992671213	0.149997032037545	0.023078640162502	-0.528772107826019	-0.378690009256214	0.150127984372466	9.20555998643732e-07	0.149997032037545	0.023078640162502	0.139895361826254
AT5G45380	0.817775990406455	-0.676561334644543	-1.51880079423258	0.0179357595505568	1.77206532705496	0.277728175218807	-1.49353104865698	0.0231305060790805	-1.49353104865698	0.0231305060790805	0.140139387881441
AT5G54190	-1.5376429479323	-0.949172254966015	0.586430724269912	0.0142245231179046	-0.275590868216157	0.312879727508535	0.588126625162681	0.0231687154975116	0.588126625162681	0.0231687154975116	0.140326881544646
AT1G74060	0.294610320649083	0.0278576051116964	-0.26778148177937	0.0231789564524312	-0.164242070811631	-0.430994777328501	-0.266435935897412	0.0227169875006274	-0.26778148177937	0.0231789564524312	0.140344913073464
AT1G71040	0.237658536960255	-0.220699784068099	-0.460291831300732	0.0126219420327976	0.733052206673049	0.274693841115582	-0.457496541151859	0.0231961700517718	-0.457496541151859	0.0231961700517718	0.140405138336555
AT3G51160	-0.263651755619407	0.00382426559200158	0.266774279549096	0.0232413346004603	0.435368227365179	0.702844279520659	0.267747926451515	0.00559366960882072	0.266774279549096	0.0232413346004603	0.14063445844519
AT4G17150	0.224056730243944	-0.881606880453924	-1.11131255530155	0.0029757792402798	-1.15966468822335	-2.26532876990732	-1.10612602440276	0.0232622404519767	-1.10612602440276	0.0232622404519767	0.140716890348354
AT4G23650	0.0689837468273398	-0.171336359970764	-0.241127739325585	0.0207750890048014	-0.316679557643042	-0.556999662841107	-0.24015151350284	0.0233321525047845	-0.24015151350284	0.0233321525047845	0.141095623957728
AT2G23360	-0.340653966011979	0.412325002465642	0.750361852362443	0.00396783002925882	-1.00120335197806	-0.248224633662007	0.7566023619339	0.0233407877582149	0.7566023619339	0.0233407877582149	0.141103679686004
AT3G18080	-0.0163315615437815	-0.192491531705418	-0.176686369969447	0.0233867001568627	-0.253778738650357	-0.429938695482559	-0.176035055227594	0.0127279680612951	-0.176686369969447	0.0233867001568627	0.141337013991474
AT3G27550	0.163810433311725	-0.782853144704659	-0.956619401566939	0.0118790833097309	0.812829317803484	-0.133834540200834	-0.946130361099097	0.0233952331197667	-0.946130361099097	0.0233952331197667	0.141344371202943
AT4G27730	0.571315421092155	-0.107776021034978	-0.682142274034068	0.00465329972261578	0.188840219785646	-0.490251247449671	-0.676970297405696	0.0234716285828052	-0.676970297405696	0.0234716285828052	0.14173523612635
AT5G49650	0.0749897975919007	-0.217955125265519	-0.294168479011642	0.023474600466038	0.889738048591822	0.596793143745936	-0.292752386395387	0.0150179002694052	-0.294168479011642	0.023474600466038	0.14173523612635
AT3G20440	0.146642417498661	-0.702332654414355	-0.855949683847069	0.0139244865344322	1.14336480416528	0.294389733389047	-0.848215835573738	0.023516303215548	-0.848215835573738	0.023516303215548	0.141942672423494
AT4G22490	-1.44261105214938	0.34602653872532	1.78455287127984	0.00307573894072204	-1.66882262081104	0.119813690750652	1.80896157513762	0.0235443063751634	1.80896157513762	0.0235443063751634	0.142067315263752
AT1G31220	-0.161922865746815	0.869116740361085	1.02844065618604	0.00391838186281229	-0.613454827410911	0.417584440649729	1.04058198942612	0.0236205651086067	1.04058198942612	0.0236205651086067	0.142416698574041
AT5G22350	0.1649146053044	-0.400910348188815	-0.568834328503131	0.00757513261993256	-0.0485544640326424	-0.614379516336789	-0.565107365862393	0.0236116517149034	-0.565107365862393	0.0236116517149034	0.142416698574041
AT2G36100	0.0516892783159814	-0.297474238681836	-0.350325836541361	0.0236243216670877	1.87195959545311	1.52279614789762	-0.348903731867979	0.00448567495221082	-0.350325836541361	0.0236243216670877	0.142416698574041
AT5G18920	0.883862614839239	-1.41914621494586	-2.35274083058294	0.00802853727642889	1.12309305155381	-1.17991659409605	-2.31921330650684	0.0236831793657337	-2.31921330650684	0.0236831793657337	0.142638001410642
AT5G59440	-0.103484468822816	1.38316416795495	1.48310243874141	0.000589574344653398	-2.27843799386627	-0.791790173291142	1.51279227850039	0.0236823823942615	1.51279227850039	0.0236823823942615	0.142638001410642
AT2G23950	-0.141309230865898	-0.915646880058361	-0.779066539102995	0.00632930799819309	-0.48860439307965	-1.26294242739983	-0.774703738548472	0.0236783592586719	-0.774703738548472	0.0236783592586719	0.142638001410642
AT5G23630	0.135241619289288	-0.164541412815497	-0.300737574186685	0.0184089516040506	0.425499172717771	0.12571613148389	-0.299577545914051	0.0237003678683441	-0.299577545914051	0.0237003678683441	0.142697041939631
AT3G21215	0.0387710385834705	-0.66275418462066	-0.705406418453308	0.00747698558351002	0.0375055487097127	-0.664019932752774	-0.701016547875186	0.0237302318148227	-0.701016547875186	0.0237302318148227	0.142753951036473
AT1G05260	0.22705754026343	0.00295741649713529	-0.224736555128648	0.0237210349732562	0.837878341153283	0.613778229476553	-0.22388786113756	0.0149938204534395	-0.224736555128648	0.0237210349732562	0.142753951036473
AT4G16760	0.177717220632235	0.347796755989306	0.169767604201163	0.0237319854422209	0.405897587156249	0.575977144541034	0.170180899117102	0.0026873533792197	0.169767604201163	0.0237319854422209	0.142753951036473
AT4G20400	0.167996985744525	-0.192977162301701	-0.36218728958526	0.0123995237169321	0.344780626157375	-0.0161935524677685	-0.360406627539618	0.0237398612616377	-0.360406627539618	0.0237398612616377	0.142756881243729
AT1G48200	0.457458098569511	-0.832832045013463	-1.30783479940572	0.0237834253252248	3.09916973710385	1.80887996400553	-1.29073706465652	0.00303595503787461	-1.30783479940572	0.0237834253252248	0.14297434994047
AT1G56210	-0.272456374616839	-1.24493693365719	-0.981041897273471	0.00852317988069784	0.00369801390703223	-0.968782843478517	-0.974500338225686	0.0238123907606356	-0.974500338225686	0.0238123907606356	0.143103950819981
AT1G30590	-0.127828991264158	-1.09056196741944	-0.966586725990808	0.00349183606622371	-1.4523356427519	-2.41506903213457	-0.964556620504713	0.0238412287319047	-0.964556620504713	0.0238412287319047	0.143232705326222
AT3G05675	-0.157738096872511	1.72696314356276	1.88249606248586	0.000420547383614538	-2.18418452649717	-0.299485126624333	1.9302350977043	0.0238693731101405	1.9302350977043	0.0238693731101405	0.143260334276731
AT5G28220	0.183656307171245	-0.370660637798186	-0.55717265758816	0.0238685380943792	2.13286877168068	1.5785518890975	-0.553948022275027	0.00937656228854824	-0.55717265758816	0.0238685380943792	0.143260334276731
AT2G16700	0.455332583108599	-0.00461359087826546	-0.462227103856536	0.018103740140016	0.901363118704119	0.441416930835785	-0.459050604565487	0.0238754865882239	-0.459050604565487	0.0238754865882239	0.143260334276731
AT1G04560	-0.51458843919586	-0.0658026511721751	0.447016966596751	0.0230998922335414	0.475380781144734	0.924166536512315	0.449582540798125	0.0238537180984215	0.449582540798125	0.0238537180984215	0.143260334276731
AT3G53490	0.160847387072301	2.04383791224926	1.87827457816178	0.000247594450944333	-1.36240539687622	0.5205848116315	1.64378383482888	0.0239831893710462	1.64378383482888	0.0239831893710462	0.143327931283013
AT5G26610	-0.366832913924736	0.391712613951488	0.755620006812022	0.00372381635025051	-1.32018264813348	-0.561637199702577	0.762069660979587	0.0239657359878959	0.762069660979587	0.0239657359878959	0.143327931283013
AT3G06290	0.27039412053704	-0.484258571308509	-0.757037958593119	0.00287263901602513	-1.17287207276299	-1.92752507412702	-0.753827654498033	0.0239011684528263	-0.753827654498033	0.0239011684528263	0.143327931283013
AT5G52960	-0.681185452467696	0.0530818807554071	0.731414573845414	0.00647992421716295	-1.12257804247542	-0.388310933157648	0.737167131168738	0.0239768447823916	0.737167131168738	0.0239768447823916	0.143327931283013
AT1G15260	-0.353781261601173	0.161195652323156	0.513533606117607	0.00946458334243312	-0.34850765817435	0.166469147023592	0.516253454311959	0.0239600373377904	0.516253454311959	0.0239600373377904	0.143327931283013
AT5G48150	0.397185865401037	0.878383721516418	0.480152190020475	0.00210628828064056	-1.38376579414348	-0.902568068423472	0.48327791969535	0.0239380358458339	0.48327791969535	0.0239380358458339	0.143327931283013
AT4G34860	0.193061196538076	-0.275888651963845	-0.470912259515713	0.00872960850794622	-0.0716128950613126	-0.540562820010479	-0.468342511723574	0.0239375555263424	-0.468342511723574	0.0239375555263424	0.143327931283013
AT5G54440	0.386877419894283	-0.0540846346471909	-0.442523080991277	0.0065701733779955	-0.193103538993614	-0.634065669492532	-0.440255894735261	0.023905265816095	-0.440255894735261	0.023905265816095	0.143327931283013
AT2G22670	-0.0890762038457765	0.305535628073297	0.392976552981344	0.00889219845473298	-1.35252817389606	-0.957916403001024	0.395591449140316	0.023912408075131	0.395591449140316	0.023912408075131	0.143327931283013
AT2G44920	-0.189636894455843	0.204985506845302	0.393798519643473	0.0239683354681054	2.32050077259641	2.71512323960732	0.395030206419382	0.00128238973719343	0.393798519643473	0.0239683354681054	0.143327931283013
AT5G08540	-0.182621872907008	0.165464177658401	0.347024430594608	0.0102664728120022	-0.679233570171761	-0.331147564652119	0.348811735516132	0.0239499487512153	0.348811735516132	0.0239499487512153	0.143327931283013
AT4G26870	-0.119151943365208	0.181336157883818	0.299784157654407	0.0127404821071309	-0.281716869830173	0.0187712025675207	0.301087500579874	0.0239568757448095	0.301087500579874	0.0239568757448095	0.143327931283013
AT4G24280	-0.520122078597265	-0.355171274886499	0.164686378624077	0.0239765228459103	1.04235673187562	1.20730756979958	0.164973536003634	0.000141318206993435	0.164686378624077	0.0239765228459103	0.143327931283013
AT1G42540	0.479169502688357	-0.25437908974105	-0.736050466199154	0.00251633284681099	-1.21254600685486	-1.94609486175409	-0.731961371856128	0.0240013457246903	-0.731961371856128	0.0240013457246903	0.143392084337273
AT3G19800	-0.13161210507693	0.370137932211972	0.499913345667537	0.00819264929149765	-0.363172454871793	0.138577486315682	0.503460465665221	0.0240403389169396	0.503460465665221	0.0240403389169396	0.143580645506705
AT1G62380	-0.00878365052386458	-0.153370673945713	-0.144640728314503	0.0240551081683082	1.32883170727276	1.18424472537987	-0.144536261855798	1.28781690761207e-07	-0.144640728314503	0.0240551081683082	0.143624457639024
AT1G78420	-0.127779751997286	0.526352884876789	0.652379501320272	0.00340517182690015	-0.960127489106181	-0.305995056899724	0.657555731499685	0.024074681563753	0.657555731499685	0.024074681563753	0.143696917668604
AT2G36770	0.974288057585175	-0.98363430537349	-1.98458975045772	0.00687308950633883	0.992995063650296	-0.964929062000823	-1.96006626447964	0.0241092313366802	-1.96006626447964	0.0241092313366802	0.143858696311303
AT2G43760	0.20609814434617	0.687208769422239	0.479578456292067	0.00843028306751761	-0.35403589712161	0.127074647398688	0.48274177794695	0.0241562584718736	0.48274177794695	0.0241562584718736	0.14409480393179
AT1G68310	0.721582470020546	-0.159856606547619	-0.889265115655101	0.0241798179600405	2.31798760026577	1.43654840343397	-0.879517742413303	0.0135207691805251	-0.889265115655101	0.0241798179600405	0.144190821853686
AT1G75810	-0.319498946130187	0.461268831358958	0.775614346740645	0.0241875357607133	0.330411273354528	1.11117894475597	0.784518305873763	0.0134836380344006	0.775614346740645	0.0241875357607133	0.144192341386221
AT3G23830	0.744471917127396	0.171915947711946	-0.575990722145931	0.024230980156908	2.18182750303819	1.60927163920995	-0.571403809134778	0.00847737543050722	-0.575990722145931	0.024230980156908	0.144406775944361
AT2G06530	-0.203582050012196	0.145341757085139	0.347934922790912	0.0242700147649472	1.35057094401366	1.69949473227536	0.349482417150727	0.00509430876130732	0.347934922790912	0.0242700147649472	0.144594805819779
AT1G20970	0.0374716458638805	-0.195886726463431	-0.234112486666554	0.0242966659966341	0.37866103019158	0.145302670926182	-0.233185931300438	0.016681212322203	-0.234112486666554	0.0242966659966341	0.144708965388708
AT4G14800	0.217672225684575	-0.160326975909903	-0.379172648122894	0.024329066298758	1.92926704909027	1.55126791934233	-0.377648054457486	0.00326539303803923	-0.379172648122894	0.024329066298758	0.14485728504108
AT4G03420	0.340649671472932	-0.449438024210809	-0.794668411800922	0.00836132843004159	0.632210779049321	-0.157877167635827	-0.78878434770055	0.0243584700032413	-0.78878434770055	0.0243584700032413	0.144944686750729
AT4G14090	-0.45453431165273	-0.693922574199468	-0.240208352727026	0.0243587494373799	0.63899048326356	0.399602241754869	-0.239414544471726	0.0113381046283143	-0.240208352727026	0.0243587494373799	0.144944686750729
AT1G31010	0.871142575422663	-0.976083314773119	-1.87430573298347	0.00917386834384946	1.42848975410187	-0.418736698347032	-1.84929214481645	0.0244035033761966	-1.84929214481645	0.0244035033761966	0.145166283476445
AT4G28910	-0.0345001825484363	-0.55789185326198	-0.525293683151661	0.00407305052949635	-1.17825972606972	-1.7016515337049	-0.522809356445419	0.0244257132349563	-0.522809356445419	0.0244257132349563	0.145253679720711
AT2G23910	0.0611309479024234	-0.403127117921225	-0.466459910623038	0.0244525927086907	2.19209231182105	1.72783432079595	-0.463778214597423	0.00548051159231657	-0.466459910623038	0.0244525927086907	0.145368782684496
AT1G42440	0.251913409348279	-0.138191854027972	-0.391557029409708	0.0121176545981187	0.573079037959489	0.182973736306941	-0.389661791189001	0.0245068196981319	-0.389661791189001	0.0245068196981319	0.145646343705815
AT1G66350	0.0266272783545327	-0.916082057574096	-0.948438166726	0.00618217314298369	-0.098096624164785	-1.04080624114206	-0.943355904573899	0.0245343763639348	-0.943355904573899	0.0245343763639348	0.145765278514017
AT3G06650	0.202168721292743	-0.00365147246260063	-0.206485418677368	0.0245759370659614	0.371907082332446	0.1660868955986	-0.205617130853305	0.0199506126966777	-0.206485418677368	0.0245759370659614	0.145967316339207
AT3G57750	-0.0302326033993981	1.24968759800563	1.27557484347778	0.00124007732672778	-1.59811486162556	-0.318195267099272	1.29842911506965	0.0245945817620519	1.29842911506965	0.0245945817620519	0.145988299300954
AT5G22450	0.24734816334954	-0.159932729978745	-0.408942862229681	0.00778327908383158	-0.104661273393332	-0.511942225306567	-0.406779694588652	0.0245879988799704	-0.406779694588652	0.0245879988799704	0.145988299300954
AT2G05310	0.111426150678069	0.641460667997208	0.527348752691217	0.01103261805713	-0.763379705274539	-0.233345269683852	0.531977286601145	0.0246064271077926	0.531977286601145	0.0246064271077926	0.146013752502967
AT4G27670	0.13017663941599	1.6524755626973	1.51919441088088	0.00023029171285293	-1.72995822575846	-0.207659872737862	1.38564842178784	0.0246547229353803	1.38564842178784	0.0246547229353803	0.146209914511466
AT1G68690	0.526770799396373	-0.852038732511973	-1.38446904281863	0.00346658446383045	-1.13330109911155	-2.51211133635021	-1.37827747956098	0.0246573341388226	-1.37827747956098	0.0246573341388226	0.146209914511466
AT3G13990	0.109188513749265	0.448293837908982	0.337801513030889	0.0228343954321775	0.212921846498445	0.552027157067999	0.339918664597232	0.0246621868119076	0.339918664597232	0.0246621868119076	0.146209914511466
AT5G25780	0.0133487665068677	-0.427270822148244	-0.442492094167152	0.00755791787522179	-0.16848584227598	-0.609105505874997	-0.440109419604623	0.0246999628683585	-0.440109419604623	0.0246999628683585	0.14638895171152
AT4G02630	0.63403702657946	-0.166819264097141	-0.804553534149962	0.00523469696296514	0.334915474838618	-0.465940891745744	-0.798161170942609	0.0247222115023665	-0.798161170942609	0.0247222115023665	0.146475881152169
AT1G43890	0.32414217133723	-1.7806091440211e-05	-0.325312497166383	0.0247457885557074	1.58530725982151	1.26114730385878	-0.323736880813156	0.0139571959061737	-0.325312497166383	0.0247457885557074	0.14657062559314
AT1G56120	0.412387190792061	-1.70335853748855	-2.1603148924761	0.00929273790377171	0.742302001902013	-1.37344465232465	-2.14001188590738	0.0247646999313653	-2.14001188590738	0.0247646999313653	0.146592759612104
AT2G33040	-0.230921785448291	-0.0651378481840206	0.165470501971859	0.0247643639885594	1.17127276019618	1.33705672475459	0.165822755572948	0.000692707392804066	0.165470501971859	0.0247643639885594	0.146592759612104
