Geneid	ABA_Col_1	ABA_Col_2	ABA_Col_3	ABA_g7g8_1	ABA_g7g8_2	ABA_g7g8_3	Mock_Col_1	Mock_Col_2	Mock_Col_3	Mock_g7g8_1	Mock_g7g8_2	Mock_g7g8_3
AT3G56340	8	10	4	27	20	17	43	38	37	67	60	52
AT3G60720	0	0	0	0	0	0	0	0	0	0	0	0
AT3G46100	0	0	0	5	1	1	5	4	1	8	12	7
AT3G54230	7	3	12	16	19	30	23	25	16	41	46	35
AT3G57270	0	0	0	0	0	0	0	0	0	0	0	0
AT3G29020	0	0	0	0	0	0	0	0	0	0	0	0
AT3G48930	10	8	4	13	18	6	30	41	37	22	35	32
AT3G07290	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04190	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24535	0	0	1	0	0	0	0	0	0	0	0	0
AT3G07600	1	0	0	0	0	0	0	1	0	0	0	0
AT3G27510	0	0	0	0	0	1	0	0	1	1	0	0
AT3G60700	0	0	0	0	0	1	0	0	0	1	0	0
AT3G48750	0	6	3	4	5	2	6	5	6	5	3	5
AT3G07500	0	0	0	0	0	0	1	0	0	0	0	0
AT3G25165	0	0	0	0	0	0	1	0	0	0	0	0
AT3G09800	0	1	0	4	2	4	0	1	6	6	1	0
AT3G29455	0	0	0	0	0	0	0	0	0	0	0	0
AT3G49980	0	0	0	0	0	0	0	0	0	0	0	0
AT3G21320	0	0	0	0	0	0	0	0	0	0	0	0
AT3G62070	0	0	0	0	0	0	0	0	0	0	0	0
AT3G17590	1	1	5	8	4	7	6	7	14	24	43	37
AT3G60270	0	0	0	0	0	0	0	0	0	0	0	0
AT3G20050	11	6	4	14	13	14	29	12	12	25	24	16
AT3G58580	7	12	7	6	8	4	21	8	11	19	27	21
AT3G17465	1	5	3	1	5	0	1	6	10	5	9	3
AT3G09850	4	1	2	2	4	13	1	1	4	9	11	15
AT3G20720	1	0	2	2	6	3	6	2	5	3	4	5
AT3G04320	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14590	4	0	4	1	7	3	0	0	0	4	7	3
AT3G20880	0	0	0	0	0	0	0	0	0	0	0	0
AT3G25800	3	1	5	7	5	4	2	11	1	7	19	3
AT3G06030	0	0	0	0	1	0	0	0	0	0	2	0
AT3G49840	0	0	0	0	0	0	0	0	0	0	0	0
AT3G16680	0	0	0	0	0	1	0	0	0	0	0	0
AT3G26860	0	0	0	0	0	0	0	0	0	0	0	0
AT3G63290	0	0	1	0	0	2	0	6	1	0	6	0
AT3G20070	2	1	2	4	1	6	3	3	5	16	13	8
AT3G51980	0	0	0	0	3	1	1	0	2	1	3	3
AT3G01310	10	3	5	14	8	7	15	23	8	30	42	20
AT3G14362	0	0	0	0	1	0	0	0	0	0	0	0
AT3G55170	3	2	4	3	6	1	10	5	1	15	12	5
AT3G27430	0	1	0	1	0	0	1	0	0	0	0	0
AT3G23727	0	0	0	0	0	0	0	0	0	0	0	0
AT3G53232	0	0	0	0	3	0	2	0	0	0	1	0
AT3G04910	5	6	4	17	13	14	10	22	7	35	45	23
AT3G61800	3	2	0	7	3	5	6	4	10	8	25	9
AT3G20370	16	24	37	59	36	64	90	122	96	122	173	140
AT3G27400	0	0	0	0	1	0	0	0	1	0	0	0
AT3G19630	0	0	0	2	0	0	2	1	1	1	0	2
AT3G44485	0	0	0	0	0	0	0	0	0	0	0	0
AT3G03970	1	0	0	0	0	2	1	0	1	1	4	5
AT3G62380	0	0	0	0	0	0	0	0	0	0	0	0
AT3G52940	0	0	0	1	1	2	1	0	1	3	1	0
AT3G53500	13	11	17	36	21	36	48	40	19	56	51	59
AT3G06868	0	0	0	0	0	0	0	0	0	0	4	0
AT3G25860	9	1	1	2	4	2	11	5	3	6	3	0
AT3G53760	0	0	0	0	0	2	0	2	0	0	0	0
