gene	Mock.Col0.rna	ABA.Col0.rna	Mock.g7g8.rna	ABA.g7g8.rna	Mock_Col0.ribo	ABA_Col0.ribo	Mock_g7g8.ribo	ABA_g7g8.ribo
AT1G30814	0	0	0	0	0	0	0	0
AT1G78930	3.989370914	1.576134647	3.288890308	1.653437461	1.286255415	0.635567556	1.298943693	0.45294512
AT1G71695	104.0129539	121.9254354	104.6316852	119.6583393	80.30029812	85.95792157	71.50626547	102.7189674
AT1G58983	0	0	0	0	0	0	0	0
AT1G12980	0.171304281	0.28994396	0.138553969	0.209605089	0.327271073	0.155123978	0.1737669	0
AT1G45223	0	0	0	0	0	0	0	0
AT1G56250	0.4608511	0.156432224	1.795446196	0.417205958	0.163775828	0.706840449	0.672867288	0.088281987
AT1G66852	0	0	0	0	0	0	0	0
AT1G69810	6.284559851	7.02705035	5.774917286	5.904186759	2.318208916	2.161894593	2.536873482	1.601924357
AT1G72450	6.33020479	3.222866431	8.005449977	5.69709006	14.06972927	10.02812972	18.13042585	7.914701081
AT1G76280	6.978547218	4.981416573	5.221083549	4.072976992	1.547314665	0.846984416	2.157923816	0.899470912
AT1G65630	0	0	0.158158846	0	0.124076986	0	0	0
AT1G71390	0	0	0	0	0	0	0	0
AT1G56233	0	0	0	0	0	0	0	0
AT1G15210	15.3447654	10.11259354	15.50529233	13.47341859	11.05753489	8.384282927	12.51145842	7.28014642
AT1G15250	30.80380071	12.58104296	28.07887474	16.35302099	52.77571285	18.27046995	52.21607963	28.48420021
AT1G79700	5.169113909	8.338041059	7.799712523	9.032915025	4.637443822	5.137029008	4.198216989	6.507285255
AT1G62895	0	0	0	0	0	0	0	0
AT1G73360	1.748263925	1.449879579	1.272256458	1.178390921	0.764510631	0.745270908	1.147823894	0.359148581
AT1G16360	0.284714292	0.14781251	0.324076473	0.193677517	0.275581297	1.287931508	0.999339655	0.766065775
AT1G10225	0.235099902	2.079383499	0.300568552	1.040841886	0.204205208	0.677688918	0.67005592	1.275392204
AT1G26670	15.25304346	15.47551176	15.08066889	20.88146559	12.84062551	14.02869717	13.97594586	15.90327863
AT1G34855	0	0	0	0	0	0	0	0
AT1G52200	4.859407703	1.676864712	4.450300352	1.938153211	4.877819956	1.900724288	7.643397234	2.683540096
AT1G57800	0.099313069	0.139145705	0.056390603	0.123063736	0.13486349	0	0.124628276	0.106238482
AT1G69460	35.14150706	44.12214907	41.7522828	44.09518302	35.25729184	45.55148443	29.38534244	42.89767259
AT1G04310	7.533245515	11.22841479	6.741425458	14.93036301	3.865573329	8.631499982	3.995295588	6.417267078
AT1G08080	0.044494049	0	0	0	0.215861842	0	0.500132986	0
AT1G75550	4.040471134	2.402557643	2.938008343	2.145446753	11.8200632	5.264554888	9.583718664	5.658194077
AT1G71890	6.307429442	3.42803075	4.552636957	2.690045065	13.02479898	9.023070737	9.462987284	4.854456584
AT1G05430	20.15964999	19.77196159	20.67734064	19.65431817	13.21320443	13.71188419	14.75269649	13.00200749
AT1G80870	7.96464559	7.385586129	7.180948735	6.792693564	7.08835616	5.543673473	7.758889954	4.478399706
AT1G75310	7.188275446	7.482434194	6.763197989	8.307001412	3.414581653	4.45306529	4.84783494	3.594358632
AT1G02010	3.355963934	4.572852962	3.722106842	3.810150603	0.287081413	0.515632623	0.641966672	0.221984557
AT1G47900	13.69241945	12.06785563	11.52357299	11.18371183	9.519129458	8.708128787	10.45638817	8.274806196
AT1G14315	0	0	0	0	0.186931904	0	0	0
AT1G26760	3.412163174	1.975007099	2.450977084	1.926546938	4.110557637	2.656446654	4.904713487	2.966052129
AT1G05250	0.084301908	0	0.12532332	0.028377663	0	0	0	0
AT1G67260	0	0	0.149166641	0.024898374	0	0.091974523	0	0.171368422
AT1G24575	1.37955901	2.742695708	1.772752841	2.32969998	4.602975987	4.254438056	3.073752807	2.979178931
AT1G12790	1.70462069	1.81521977	1.307315643	1.67754617	0.375569779	0.245498697	0.658482123	0.681634638
AT1G04850	20.16154264	19.96585653	16.67425538	20.43417944	47.61030624	64.04050702	45.01359869	53.44165786
AT1G31760	0.61340869	0.613659499	0.287361546	0.463942363	5.876584572	2.665678064	8.281925028	3.594779656
AT1G33250	17.20775836	14.31980458	17.01310165	18.62765754	1.260700979	1.060736993	1.77837069	1.6278529
AT1G74000	3.151786559	7.253891429	2.602219641	6.196094495	13.45504463	40.31835258	8.53521921	26.24848262
AT1G55580	0.889839395	0.941908464	0.800097811	0.768987643	0.305052262	0.336271305	0.674043941	0.351660819
AT1G53903	0	0	0	0	0	0	0	0
AT1G19715	28.22578115	27.24183415	24.12715268	29.03305372	5.541699706	10.68057039	5.8502452	6.766668852
AT1G69430	0.629234498	1.289654824	0.568782317	1.854739262	0.065813124	0.543330369	0.170625091	0.834167842
AT1G53340	1.530230833	1.331928767	1.49529593	1.316064306	0.338628006	0.364197683	0.891720914	0.203919648
AT1G29890	12.37427369	11.72048649	13.06765075	13.04338159	7.513099734	8.069031377	9.201127468	9.192724642
AT1G80290	5.523776786	4.459818682	3.435506952	3.891077437	2.255467628	1.2201031	2.473121964	1.204057439
AT1G56540	0.304648095	0.276120505	0.281234917	0.157825596	0.216564975	0.357824174	0.125440521	0.1851679
AT1G48650	22.65515823	14.65512897	20.79018193	15.40112286	11.83177169	6.614029089	13.40960902	7.664651973
AT1G22670	0.232069015	0	0	0	0	0	0.047668205	0
AT1G07030	18.3143996	17.20909679	13.999212	13.60544156	5.987166529	3.209412686	5.891530894	5.570697497
AT1G69860	0.073943347	0	0.023914751	0	7.136889545	5.244258441	2.882222492	9.030991328
AT1G10120	11.24768398	13.2736052	10.1080872	13.54861424	6.130956446	5.041550837	6.766030279	6.201848028
AT1G43650	2.388151599	2.555874283	1.824061976	2.158349745	5.822202122	5.733319382	2.711700093	4.294446059
AT1G09960	3.838227393	4.668914956	3.428810957	4.262560233	3.405885488	6.375984067	4.59322584	4.758266701
AT1G51990	0	0	0	0	0	0	0.055412138	0
AT1G53625	0.827039643	0.670685333	0.644864115	0.410254019	3.782877056	3.786030912	1.900583071	2.407702817
AT1G63360	7.483361457	7.470514595	7.13161448	5.85573369	2.926626178	2.18322601	3.348170712	2.33277564
AT1G33330	17.70071411	13.33537771	15.89996896	15.6589025	2.072104923	3.012827778	3.756473921	4.538612557
AT1G74929	0	0	0	0	0	0	0	0
AT1G63430	11.01494513	11.0346357	9.641571003	11.94655198	5.264990788	5.232174085	5.22482738	5.599737382
AT1G80720	5.873883323	2.56703277	4.194597041	2.951739884	3.757206922	4.934952032	3.229087446	1.31474294
AT1G69770	12.51615797	8.637500557	10.79995177	7.999792585	10.17169221	5.473979438	8.407540383	5.265921086
AT1G08460	7.150201485	7.17765392	5.830266081	7.898751374	2.724017883	2.463371153	2.685448261	3.578537727
AT1G78710	0	0	0	0	0	0	0	0.083413635
AT1G08610	8.999542561	3.009545403	7.746586987	3.600565987	5.697023873	1.561306286	6.038597419	1.870455864
AT1G17540	0.090262164	0.018511048	0.042324924	0.03032779	0.035377145	0.064307125	0	0.039897669
AT1G27380	0.523300891	0.741755119	1.066573871	0.530213851	1.158785289	1.573815362	0.651684586	0.212920366
AT1G58643	0	0	0	0	0	0	0	0
AT1G48953	0	0	0	0	0	0	0	0
AT1G51440	0.391968544	0.3843319	0.231793938	0.166545232	0.405898878	0.97427571	0.270193987	0.057500782
AT1G18871	0	0	0	0	0	0	0	0
AT1G25210	0	0	0	0	0	0	0	0
AT1G21610	6.219978738	7.058007092	5.426659527	6.784472151	3.962758434	5.34844529	5.60041495	4.292400545
AT1G79710	6.263777295	5.871699424	5.901313702	7.330281117	1.50283495	2.635241666	1.81715157	2.720432391
AT1G80840	9.759382952	10.82511532	15.56009703	6.81862685	2.734586422	2.91284616	6.712304984	6.819352317
AT1G71300	0	0	0	0	0.08377502	0.277763226	0	0.100399122
AT1G49490	2.662701288	1.969943804	2.353640387	1.615275013	3.134546141	3.689533797	2.147760733	2.370265723
AT1G23645	0	0	0	0	0.111928362	0	0	0
AT1G09795	26.27332218	24.13981149	23.16268588	24.51080506	24.57756528	21.23419634	28.42795835	30.44811884
AT1G48690	3.54087649	2.920251928	2.46123986	2.844215104	1.586915798	0.789467818	0.975502561	0.524755629
AT1G49570	9.040078582	2.773591903	10.46609672	3.227558449	17.12108149	5.960735637	21.66010495	6.016275886
AT1G68470	1.096970141	2.491141998	1.419252325	1.737936152	1.143119649	2.000579459	1.246232038	1.832988013
AT1G75580	8.396993943	5.594554899	3.053845806	4.093380404	4.494338561	2.778403832	2.182821721	3.824331407
AT1G26400	0	0	0	0	0	0	0	0
AT1G72980	0.045825472	0	0	0.046680786	0.35085749	0	0	0
AT1G59970	9.72544639	7.265629684	7.714098786	5.873421858	8.784320944	9.943756138	10.88842684	7.77575502
AT1G11520	0	0	0	0	0.33748958	0	0.311108526	0
AT1G30640	2.786878915	4.98683547	2.424906968	5.328120506	2.793600017	5.9997163	3.473592505	4.741159084
AT1G26440	5.168041416	6.188787266	4.988634812	8.308699395	2.033464605	1.289293655	3.694539168	2.206283914
AT1G51320	0	0	0	0	0	0	0	0
AT1G22070	13.84287585	10.72301807	11.4632635	12.08010978	3.435890088	2.886646823	2.622536089	4.0343114
AT1G26700	0.2431856	0.331257661	0.256023263	0.353772797	0	0.161931028	0.071658934	0.100623327
AT1G73603	0	0	0	0	1.019404668	0.575881047	0.126393856	0
AT1G55650	0.073759899	0	0.035394681	0.037568299	0.176979895	0	0	0
AT1G78180	20.14631572	22.50346499	18.25036738	18.26238104	14.04714897	15.22768835	13.01995526	10.22351288
AT1G55928	0	0	0	0	0	0	0	0
AT1G29880	79.32987673	55.68311638	73.43098584	56.45255735	92.83766159	73.46030448	91.04241715	56.79007766
AT1G53645	26.35316431	11.98614577	21.38570991	14.86849975	27.70927835	17.90027289	24.3273658	12.79932034
AT1G06240	11.36381255	11.55271629	9.106209345	9.759009027	5.166041904	2.91983641	2.828029915	3.222512232
AT1G72330	8.311241353	6.608882043	6.117764319	4.936179141	6.022592894	4.656136048	6.037288022	2.859791696
AT1G20840	44.28824276	32.68127524	41.38662214	37.1515091	36.94312127	21.61802771	35.74517184	22.06802433
AT1G45050	4.378635526	4.311536952	3.734725544	4.714769189	5.472341887	5.012481877	4.025915042	5.947910836
AT1G52500	6.489623054	4.337230145	4.839825322	4.610269823	4.364128871	3.908009978	5.777139446	2.178816982
AT1G10430	16.83879945	16.46647869	16.5754265	15.48124895	17.99359376	14.69997506	15.81498903	17.4705734
AT1G05670	2.929422566	1.866586651	2.469047337	2.274446314	0.367429041	0.447414334	0.723045632	0.197479306
AT1G64110	2.339162937	16.64789091	1.716952473	14.36826886	2.161158787	15.28009382	2.528478339	12.46824092
AT1G65220	36.83147128	36.76210255	38.29631333	42.99473158	22.81119846	22.93595001	28.41486746	29.28776592
AT1G13635	1.190351788	1.084787638	0.68527484	1.202063917	0.58679269	0.890946719	0.629327269	0.535815237
AT1G54950	0	0	0	0	8.264555293	12.08349615	5.128088999	25.16110143
AT1G55730	6.475712086	5.5434595	4.928918017	6.498820637	2.571546703	2.477799421	3.199385049	3.661824726
AT1G07310	29.52707679	26.61344004	24.51531074	36.59273007	22.14425039	28.96099368	25.80261107	32.88663744
AT1G77230	1.037932633	0.906483604	1.050952234	0.85447971	0.855868759	0.791315089	0.652085491	0.488948899
AT1G52400	10.4069044	30.90937841	10.40220553	37.71942957	21.21921046	66.55401942	20.3967361	46.10871432
AT1G16430	6.135358069	2.122088828	4.052667013	3.525812569	1.153292695	2.035026305	1.312082539	1.369143059
AT1G27752	10.62056455	10.54662837	9.438041852	11.73562312	9.97214045	8.536611304	9.086521462	7.449815411
AT1G14880	0	0	0	0	0	0	0.150979558	0.119905681
AT1G11190	1.27797848	1.781553816	1.323858781	3.257767256	1.859031272	3.499368887	2.829402642	4.586058932
AT1G43100	0	0	0	0	0	0	0	0
AT1G26650	15.57360148	14.92053481	15.88657687	13.62164473	5.699891495	6.828406075	6.880767603	5.166555969
AT1G54420	0	0	0	0	0	0.499398858	0	0
AT1G34640	10.79256606	9.4872094	8.074713412	8.860673487	43.72894215	66.26194425	37.78527099	51.72812128
AT1G50310	0.163330175	0.19978507	0.05909579	0.12603953	0.054030557	0.089654691	0	0
AT1G49430	11.36411134	14.66848761	12.58755051	14.0299621	27.6759865	35.36466729	28.04058504	30.53447943
AT1G74240	2.57376334	2.170890596	2.496687507	1.902092283	4.30059981	1.646946514	4.746379745	2.025133631
AT1G01760	3.042602129	2.479113686	2.474322058	2.049935675	0.588599392	1.158597846	1.072894275	0.510680593
AT1G61160	0	0	0	0	0	0	0	0
AT1G47480	10.27570414	10.64410486	10.71943138	9.515607862	14.19564973	19.83668495	18.63138814	14.23536144
AT1G65820	13.32785208	13.34861843	14.99487385	13.14416946	74.21627744	86.7078742	55.0899245	104.1489819
AT1G22900	5.303098884	2.468807196	3.737515704	3.163050369	5.521279081	5.598526025	5.221099221	6.538412629
AT1G76820	1.996333844	2.670986656	1.613982033	1.739813788	0.174545819	0	0.116224335	0.149556675
AT1G52080	2.880751705	4.769857554	2.386059861	3.964630874	1.586053351	2.248942608	0.910278377	2.473638476
AT1G35180	4.218526673	5.956450211	4.865972135	3.701228114	6.210039038	6.858190891	7.041907799	9.245055369
AT1G30070	10.08547547	7.591007523	7.42029166	8.601902312	14.4980524	11.5475348	17.26222392	11.3487356
AT1G35210	3.297557171	1.091433108	2.726371807	0.721802571	0.433059307	0.674076857	1.926804139	0.617490236
AT1G10410	14.55114095	20.1782218	13.25354288	17.21283937	7.574262791	9.991346164	8.836675989	10.9179949
AT1G73740	5.269971438	11.7566869	6.052816584	9.414191517	2.566936604	3.591330959	2.665388535	6.364648398
AT1G53350	3.22925633	3.644714672	3.629698294	3.897544952	1.501487079	0.98805283	1.414181948	1.345527304
AT1G34110	8.734508129	7.910508828	7.086627066	7.784884654	2.216201041	2.129039955	2.087847157	1.188822722
AT1G17240	0.330352456	0.261414553	0.303719911	0.258882301	0.042893516	0.076008922	0.068557039	0
AT1G61730	36.82109133	27.3801555	30.49281506	23.84879378	23.83057675	17.0345845	30.47565252	13.96375968
AT1G29260	19.53071525	21.22581964	15.94742814	21.17241895	11.66373111	9.712766511	8.726601874	16.57800825
AT1G33890	0	0	0	0	0	0	0.181646889	0.249567003
AT1G08040	6.177859947	7.75844095	7.007476021	8.952293077	7.268832029	7.884594315	7.709985025	10.38809469
AT1G63522	0	0	0.216204906	0	0	0	0	0
AT1G08810	10.74960866	9.167737321	12.05721037	8.409981772	7.071808811	5.829630214	7.262922975	4.261030326
AT1G09210	59.31410992	48.62164202	56.13250932	49.68123442	156.4683454	110.1637978	162.0215544	106.730977
AT1G70080	0.020265092	0.051069226	0.0193623	0	0.280564912	0.115120053	0.101065785	0.116478133
AT1G10522	18.98016344	12.32620266	15.9826901	6.631386998	21.0177218	12.37002133	18.19021673	7.811737405
AT1G04570	0.434165255	0.307911103	0.27687523	0.471056535	0.344755096	0.262816105	0.152602506	0.263378185
AT1G01830	5.897797874	8.030751792	5.802497101	10.19860709	2.160603981	3.394825207	2.755805939	3.992551855
AT1G12340	0.06154566	0.07811773	0.199140041	0.220395333	0.43071754	0	0.120093079	0
AT1G67590	19.96227392	21.44053184	19.16437963	19.32892869	11.12444131	10.4651056	18.89920711	13.54500338
AT1G69080	2.117319632	2.820954527	0.984617404	1.596365184	2.984110344	1.581798679	1.872697444	0.488888113
AT1G31400	0	0	0	0	0.119138262	0	0	0
AT1G74385	0	0	0	0	0	0	0	0
AT1G73300	0.479862018	0.203070516	0.647250964	0.336784098	0.484016467	0	0	0
AT1G05760	0	0	0	0	0	0	0	0
AT1G30530	52.61557712	46.0140921	41.61366339	37.2960611	49.13582126	33.5309393	46.87374598	31.46412865
AT1G12480	0.40336603	0.799011084	0.332018161	1.334879384	0.159056094	0.887598117	0.258507775	0.298967382
AT1G76850	19.59679416	21.96211543	18.55894593	20.56652761	7.929301907	6.664242004	6.490993365	6.994978327
AT1G73570	5.200073431	5.207762738	3.546607955	5.307280757	0.772892031	0.588732058	0.248618132	0.57385755
AT1G44130	0.193772252	0.117600654	0.208338323	0.032301322	0.594265124	0.321636193	0.180139619	0.084185276
AT1G67340	15.94521721	13.34575405	11.80983808	13.51955127	5.46404276	7.706474677	6.546591273	7.346492927
AT1G80315	0	0	0	0	0	0	0	0
AT1G43666	0	0	0	0	0.283546223	0	0	0
AT1G08630	0.561934868	2.261711167	0.29124958	2.216721117	1.045744223	3.538590593	1.350309221	4.508492923
AT1G66150	41.41760709	33.37432016	43.29126144	45.99274418	29.04713652	25.9134744	37.4193066	25.7275028
AT1G04640	19.50395206	13.84247384	17.50367256	15.02819775	11.73604282	8.321116575	10.20068706	7.068450179
AT1G56500	21.35006737	22.72023079	23.93354207	21.47093432	27.23482481	21.89316903	28.57067857	23.7891526
AT1G12615	0	0	0	0	0.615605993	0	0	0
AT1G77120	22.32091515	104.356908	26.1590474	105.7639733	59.29760316	233.8287335	74.2133747	232.3956668
AT1G50590	1.206692991	2.399504133	1.549609626	2.020365865	1.319596652	4.460689726	1.412924819	1.685163685
AT1G17147	3.451547937	1.650433718	3.988530057	3.29984431	3.674457555	2.16273555	3.64643017	2.439806795
AT1G44740	2.374625667	1.790811843	2.63756427	1.42504433	0.558267027	0	0.59262957	0.106365383
AT1G08005	0	0	0	0	0	0	0	0
AT1G24380	0	0	0	0	0	0	0	0
AT1G60787	0.28009371	0.389175623	0.646998942	0.216317823	0	0	0.036919211	0
AT1G26796	0	0	0	0	0.18816636	0	0	0
AT1G68500	4.419111957	10.42662198	4.527168002	14.45939645	10.51389833	16.16877107	12.2215406	18.72012583
AT1G15500	206.0640628	125.2480441	165.0357296	125.2954522	83.98061661	38.83015426	64.85826443	30.98978973
AT1G77760	197.5213523	121.8783962	276.8597183	199.369937	230.6258878	160.3696215	276.3843693	230.7181413
AT1G24062	0	0	0	0	0	0	0	0
AT1G53510	27.2000321	25.10214883	23.70427751	23.18329583	4.885525682	4.745331707	4.642535725	3.391719815
AT1G51410	0	0	0	0	0.069593978	0	0.167945939	0
AT1G50020	16.78655128	23.49840689	16.02098145	22.61293263	12.67398212	23.23783001	15.00000588	29.2597945
AT1G22370	1.820322875	6.745817159	2.557178696	9.171776324	1.155649298	4.621693226	1.494205004	7.052405988
AT1G53265	0	0	0	0	0	0	0	0
AT1G17270	3.255117255	2.705027547	3.378458558	3.675724429	1.487298358	1.723436384	1.167790249	1.760520404
AT1G74350	0.930360297	0.894787604	0.616727737	0.95041092	0.245361133	0.151573399	0.165606594	0.09403974
AT1G75230	4.022003467	4.454154257	3.855515126	4.183612475	5.857984467	6.262367408	2.440759689	4.350596981
AT1G29150	51.81238053	49.65124307	44.85690933	45.02169952	44.05992387	41.45411223	41.7397158	43.21172832
AT1G17140	34.27188716	34.86109476	29.78056709	28.96894417	28.84396346	21.15691868	33.75776893	27.71456276
AT1G08380	1326.252145	1326.17713	1730.187932	1779.847781	4279.171303	5100.759637	6697.3613	6733.014744
AT1G43560	31.38803219	26.7609984	28.62055057	21.48565636	18.96027543	22.34583369	16.23319893	27.58482027
AT1G07700	19.29255888	18.75921128	19.7460301	21.09104131	3.515438487	3.444872025	4.455783315	6.674977693
AT1G33750	9.540755894	10.34076277	7.6388438	10.17690018	4.794380625	7.610607197	3.398207635	4.648087986
AT1G61270	0	0.059825522	0	0.053702286	0	0	0.29027819	0
AT1G14750	0.873200227	0.577720055	0.549333414	0.641828404	1.328166475	0.891948572	0.740692572	0.76354307
AT1G05900	5.487157246	6.507019672	5.809753044	6.565072407	4.209648687	6.067835299	2.838377577	4.141071067
AT1G44120	0	0	0	0	0	0	0	0.016394675
AT1G52990	0.199700976	0.535785163	0.171197609	0.920667007	0.327287213	0.482024799	0.231749523	0.634323319
AT1G37130	423.1452437	307.7803772	454.2921541	455.9318932	152.318472	130.3216754	205.3440623	229.3483468
AT1G48175	3.78531883	3.609364797	3.973141544	3.332055406	1.508241845	1.821469967	2.405546425	2.45935265
AT1G72140	16.30771673	14.07243724	10.96799768	11.63995863	26.24799578	24.49116517	17.03044367	13.47601077
AT1G66465	0.031922967	0.109726073	0.112974338	0	0.608290803	2.268135357	0.474632854	0.43754763
AT1G43260	0	0	0	0	0.112687199	0	0	0
AT1G14420	0	0	0.019984872	0	0.132659782	0	0.092116803	0
AT1G01710	11.09365158	9.787238596	9.661310414	12.37756213	11.57499402	10.10675635	10.02544958	15.00169326
AT1G44000	84.49024639	83.90011051	79.10406916	71.06126927	20.18429278	10.75872902	23.3174168	22.13614435
AT1G73960	9.98114295	7.597618326	7.824230885	6.623998795	4.171103313	3.493044473	2.801705683	2.753905628
AT1G11360	16.96635739	16.54619682	12.82616864	16.0440169	12.3453152	13.46011272	15.27430801	11.40892943
AT1G04490	0.453195108	0.593442095	0.239243479	0.161743819	0.154139907	0.261297179	0.020720304	0.182813069
AT1G78476	0.331264574	0.648658085	0.43738387	0.603653167	0	0	0	0
AT1G15310	4.059781828	7.094352591	3.948342837	8.327542992	3.970120814	5.405887304	3.66750403	5.386355911
AT1G13300	10.5583746	7.611340042	10.80992929	7.616607186	10.03013048	11.49093868	17.65479044	7.032218945
AT1G55530	12.09111499	13.84364296	10.02166261	14.52143511	7.826351333	9.588481496	9.840135228	11.96749998
AT1G47350	0	0	0	0	0.125681375	0	0.038687239	0
AT1G74458	5.005956651	4.231412798	4.580179172	5.616905964	2.765996783	6.65328985	4.625977194	5.559659544
AT1G32120	3.294539234	3.409869625	2.663397815	2.654330766	0.488665643	0.831354297	1.084314344	0.765305909
AT1G17260	0.676790951	0.886466958	0.392351985	0.981236672	0.140264657	0.151092108	0.039809469	0.121094017
AT1G32660	0	0	0	0	0.288924301	1.172428121	0.175754377	0.262150981
AT1G31480	2.876713344	3.337611158	3.090755183	3.171892984	4.002277975	6.843447832	4.382669441	5.141441163
AT1G17500	11.96137637	9.481359885	11.38849216	10.7241617	5.201707549	4.254855779	5.296440845	4.478935233
AT1G50780	0.196875462	0.140271051	0.227724863	0	0.558424196	0.449307762	0.538311932	0.220833626
AT1G21150	2.390405014	3.416127397	2.530169226	1.527873621	0.786543917	1.613883393	0.548172831	1.165775744
AT1G78110	6.799257328	6.186827132	4.643529176	4.988914122	4.673785361	4.878426466	6.895403829	3.83219346
AT1G80080	19.6110807	19.23458569	16.48787098	15.49443248	17.22776692	17.72961995	18.40809148	17.48248944
AT1G23260	10.49137053	11.92052452	10.32829848	12.87606104	20.38747934	22.70982899	33.83716978	27.45203047
AT1G09790	0	0	0	0	0.051980551	0	0.225138608	0.67069798
AT1G60270	6.781191671	8.597665509	7.49898706	7.855560147	0.497094124	0.549179418	0.705252939	0.557907569
AT1G25400	11.13952978	7.026619635	13.08734243	5.119750513	6.071836213	6.024749621	12.67423763	5.578221535
AT1G77980	0	0	0	0	0	0	0.053876546	0
AT1G43140	0.542268452	0.109928707	0.17248815	0.25473009	0	0	0	0
AT1G42470	3.44854295	3.613292656	3.819692378	3.942470265	4.019498873	6.245353214	4.041724139	4.242776997
AT1G34170	0	0	0	0	0.051539106	0.244042614	0.026781127	0.058215925
AT1G56150	6.43867034	5.663334356	5.16736789	8.660275965	4.329305352	7.560324864	3.603848039	3.507490762
AT1G75520	3.438944868	2.803061305	1.857665571	2.121821572	1.595779143	0.699727839	1.216729692	0.623697383
AT1G53890	0	0	0	0	0	0	0	0
AT1G43722	0	0	0	0	0	0	0	0
AT1G73370	3.380414632	4.240700141	2.981815942	4.182188298	6.432630883	6.380174146	6.807406543	5.624979241
AT1G01230	10.71367996	8.409699399	11.75711204	14.27509137	12.08370745	16.27060273	11.41777951	15.57464132
AT1G70700	15.54531159	13.99746727	17.89890356	17.54970105	9.414412712	7.954499238	12.97677593	9.678541386
AT1G02380	1.704593308	1.394206755	1.860705062	2.148218498	0.878141018	0.284644275	1.85529792	1.986723778
AT1G48870	0.568573449	0.537046373	0.363776515	0.647756555	0.637074757	0.56360972	0.734365149	0.176190938
AT1G69280	0.53670891	0.451988353	0.365627026	0.509541229	0	0	0	0
AT1G36950	0	0	0	0	0	0	0	0
AT1G12430	10.04168697	8.475571773	8.699733398	8.140493616	7.905482973	5.000024041	8.056934411	6.160071426
AT1G56320	6.495396247	25.49182621	4.860615852	27.00753422	1.76588991	23.77839836	2.75955904	17.83897862
AT1G50880	0	0	0	0	0	0	0	0
AT1G36310	31.83976334	18.90122198	24.61846311	20.09903747	11.04958232	7.179401926	13.4334431	6.80508041
AT1G44830	6.847344003	5.598201017	5.132156378	3.928256271	4.007133613	2.683094335	4.87442185	2.222587965
AT1G01300	83.50736444	73.93734478	73.75543412	61.6875898	91.3454812	78.04422842	72.81003965	56.32034587
AT1G48050	10.89025327	10.86248045	7.767012872	10.83431738	8.029717678	6.639443238	9.010684585	9.444934485
AT1G36925	0.156548787	0	0	0	0	0.364585169	0	0
AT1G30670	0	0	0	0	0	0.207497026	0	0
AT1G22180	3.523993205	3.669021312	3.224238634	4.614432013	2.561775383	3.718369952	2.865192382	5.09639241
AT1G17450	3.931796217	4.007734219	3.773802354	4.434118433	2.683894382	2.992514505	1.962511397	2.712521292
AT1G61630	0	0	0	0	0	0	0	0.092595601
AT1G28590	0	0.064006876	0.026688224	0	0	0	0	0
AT1G79670	8.042271425	6.67055314	7.626940929	7.30543634	2.728345859	1.960707029	3.068551642	2.036992124
AT1G68170	0	0.06082265	0	0.125048131	0.127108535	0	0.046667933	0.065428464
AT1G60080	6.105882044	3.982830314	5.944046043	3.199506002	7.139834305	6.076430502	8.755092645	5.708122632
AT1G51240	0	0	0	0	0	0.818409806	0	0
AT1G07130	0	0	0	0	0	0	0	0
AT1G42525	0	0	0	0	0	0	0.184608065	0
AT1G64355	30.8595844	35.02677919	28.795388	30.26570776	19.05497778	11.60805328	19.06009992	16.28028458
AT1G04820	282.6200483	253.64153	255.4003159	227.3670099	114.3770756	81.04625183	124.4601992	74.39330323
AT1G71866	1.250413287	2.23206451	1.697861591	1.548777331	0.401944283	0	0.109389497	0.339656489
AT1G33050	10.96259532	12.22504889	11.36325817	16.72212905	1.299536078	1.890292033	2.34308904	2.375388317
AT1G77810	6.171835959	4.920314962	4.180186635	5.221641936	4.02850113	3.389361735	3.619439634	3.73231656
AT1G16210	50.39805142	50.3797287	42.15424589	48.6106945	62.94894024	65.22752771	68.24778862	69.93042182
AT1G34580	2.081558068	1.971902608	1.586157579	3.422339011	1.065235019	0.709876684	1.074633028	0.612606376
AT1G02050	5.28593742	3.42175776	4.589245526	3.578829816	0.199196459	0	0	0.22374524
AT1G66500	5.117553167	3.023651926	6.785024026	5.26370338	3.264405316	3.081914651	4.454607899	3.561389137
AT1G04030	3.464824123	3.232276446	2.88759301	2.429571936	1.148284497	1.634472934	1.177958631	0.618407287
AT1G32480	0	0	0	0.047527055	0.120319148	0	0	0
AT1G29370	10.319405	8.01976193	8.101427613	8.405866519	1.137616572	1.692690302	0.456142187	1.011329628
AT1G18880	8.072449339	8.584223428	6.334931486	6.962091122	8.259938242	9.74347879	8.622902681	10.08718182
AT1G50740	4.354272011	4.923819767	5.445445947	3.797899195	2.867811664	6.714150985	5.967179098	4.739664845
AT1G02580	0	0.08481176	0.060859512	0.017539135	0.233626113	0	0.142630279	0.046591354
AT1G58220	1.520592595	1.365434175	1.186071088	1.404807002	1.637943073	1.13497869	1.325199549	1.233946698
AT1G07350	17.20636007	16.24718534	17.24956001	18.2607937	5.668030261	4.493602743	3.897277887	5.486747458
AT1G06950	109.3416397	76.02833422	88.95775391	61.01434122	128.5141757	74.47782512	81.09674672	54.88318098
AT1G19200	3.805030022	4.256193104	1.376761421	3.857595497	2.752192433	2.434207255	1.757246023	3.742352032
AT1G52140	10.79763347	15.0200189	11.11961827	12.44990809	9.263946665	15.69696743	7.676109959	9.994022285
