gene	Mock.Col0.rna	ABA.Col0.rna	Mock.g7g8.rna	ABA.g7g8.rna	Mock_Col0.ribo	ABA_Col0.ribo	Mock_g7g8.ribo	ABA_g7g8.ribo
AT3G03650	0.286266265	0.662959487	0.188619944	0.699995994	0.150717295	0.379846591	0.284439324	0.246629914
AT3G18530	0.092098046	0.222221554	0.153284385	0.224992423	0	0	0	0
AT3G62710	0	0	0	0	2.152232274	5.542665896	1.413838344	2.502320279
AT3G59960	0	0	0	0	0	0.279566654	0	0.376662857
AT3G26870	0	0	0	0	0	0	0	0
AT3G58240	0	0	0	0	0	0	0.059899169	0
AT3G24480	166.3921571	106.5581246	140.2543943	130.1289277	87.76637885	85.34388441	82.12150472	72.91303876
AT3G50710	0.025824435	0.095468846	0.16722916	0.115865905	0.055441567	0	0.050390815	0.075030355
AT3G51570	0.062877246	0.078075493	0.043676523	0.021388973	0.025190243	0	0.013089538	0.060342675
AT3G59780	73.11765395	83.58034839	72.59745511	77.97546652	36.56500663	36.51808103	47.32082144	47.82553876
AT3G28410	0	0	0	0	0	0	0	0
AT3G62570	4.161073879	3.206714697	3.827177947	3.792363836	3.120062047	4.201716523	2.191463575	3.662257772
AT3G49040	0	0	0	0	0	0	0	0
AT3G26700	5.339922238	3.802906218	5.280915469	3.98684384	2.619175603	1.259863794	1.99192541	1.488584466
AT3G06035	14.12112509	12.58194173	13.60193334	9.941616276	18.99741273	11.90139603	11.63432132	14.09712036
AT3G01380	9.094126772	6.690008961	7.392660121	7.155277223	4.170417116	3.666696683	3.589384579	2.24234221
AT3G03410	0	0	0	0	0.2228863	0.596240478	0	0
AT3G22183	0	0	0	0	0	0	0	0
AT3G16290	51.41646774	48.52194923	41.8483428	37.22466653	23.82697741	17.57916669	27.97940124	16.23791251
AT3G20390	121.5391848	102.1710145	103.848558	104.1144927	152.9419728	116.8839039	207.271204	159.6084707
AT3G63410	493.0906863	395.9426106	500.9267964	464.0577982	235.2271792	149.1298745	222.3286311	235.8337978
AT3G52730	22.05372571	33.37308148	26.04868609	18.90465059	90.62518358	102.7119877	75.35688776	82.85966012
AT3G22240	19.93933464	10.50588819	24.9520519	10.36974339	94.89921557	64.15937287	121.9975792	71.14331112
AT3G62615	0	0	0	0	0	0	0	0
AT3G25890	12.69235553	8.528119799	10.92210805	8.552614873	2.914161546	0.726039962	3.259210207	1.490093947
AT3G58200	2.147212766	1.286032675	1.639052655	1.595734004	6.364752385	15.7123535	8.012106712	7.086699941
AT3G01520	8.066013714	7.903838069	9.489531487	10.67345291	19.73418198	16.90125929	21.59707895	24.72924304
AT3G24542	0.344125719	0	0.055776682	0.089811792	0	0	0	0
AT3G53240	5.160845255	4.809819335	4.485316679	3.141195778	0.177688858	0.240931382	0.019410891	0.035614232
AT3G62740	1.042181888	4.294820618	0.440842834	4.690831988	0.266290841	1.906054673	0.292951149	1.431697726
AT3G32150	0	0	0	0	0	0	0	0
AT3G42830	0	0	0	0	0.760887715	0	0.148912302	0.343242315
AT3G54363	5.095342044	5.345986493	3.217979627	6.946335086	0.888915242	0	0.13118942	0.722101379
AT3G19800	24.56609356	33.05234636	31.61322097	30.26465693	17.94355086	20.04564358	16.49258405	26.16616669
AT3G02660	23.10779073	23.94537973	20.66022209	19.35659231	29.72890755	22.41117471	29.11084783	23.43408034
AT3G24315	6.387104336	7.900031592	6.898716287	7.513615121	8.66023004	8.634122125	11.34994698	10.56687653
AT3G16110	12.58883923	11.83444234	12.52621415	11.93940077	24.42230178	20.78027372	24.05221209	20.12625382
AT3G28280	0	0	0	0	0	0	0	0
AT3G59670	21.38096492	9.489123609	13.396618	7.613091346	4.83530225	2.680362356	4.358599007	1.769325119
AT3G02120	19.92732682	24.65337451	17.78006351	12.40199076	11.78096179	11.78625678	5.309054897	7.501597907
AT3G54400	145.6396004	138.4973722	143.5236481	141.1576332	161.0726967	163.4956661	148.089782	148.1245926
AT3G10040	14.41949634	39.58922623	83.01190745	152.4094064	12.96063158	19.48226076	119.792554	196.8505097
AT3G22030	0	0	0	0	0	0	0	0
AT3G57340	16.29643699	17.76041461	15.55448857	19.36825043	9.590183044	7.973176157	9.412251222	10.89072477
AT3G26742	0.15392484	1.142543109	0.11223433	0.432835093	0	0	0	0
AT3G50760	3.889466431	2.986630213	3.803910815	2.76999471	3.253681836	3.583609124	4.602859867	1.759905812
AT3G58620	14.95338169	14.06656369	15.05238225	17.39286369	7.536544107	6.248556791	7.523573344	6.337929412
AT3G51710	1.819169915	1.019841551	1.584226451	0.63876538	0.92238349	1.951688776	1.424107808	1.037943907
AT3G25650	0	0	0	0	0	0	0	0
AT3G58210	0	0.039816986	0	0.041032353	0	0	0	0
AT3G06470	23.80454746	27.18922442	25.66193201	23.55882193	22.7646324	18.01557818	26.84480653	23.14380361
AT3G61830	5.824137117	6.835969893	6.1015794	6.932442123	1.858259425	1.86345556	2.321443778	2.486899518
AT3G25400	3.494215635	3.291656856	3.047074766	3.089698997	7.250241309	4.662027124	5.015068184	8.701360257
AT3G16550	0	0	0	0	0	0	0.040931099	0.075098543
AT3G24982	0.022113961	0.090657448	0.013607868	0.032246361	0	0	0	0
AT3G62810	42.22953656	29.41295393	29.14873798	30.60472848	24.88142449	21.10166172	20.83745101	15.84610097
AT3G06560	0	0	0	0	0.167142186	0.233180455	0	0.06293174
AT3G05760	5.676053759	4.934986884	6.174017679	6.945534766	15.65861983	9.392049003	22.86642145	14.24737373
AT3G56570	3.007751852	0.988785677	1.776369661	1.469578508	0.36246201	0.323258531	1.126483083	0.189818826
AT3G04220	0.253292094	0.130157123	0.214557406	0.14652573	0.181303953	0	0.218932759	0
AT3G22790	11.69979462	10.52139974	9.508719921	10.38905941	5.728063192	4.718737034	4.430835648	3.682119004
AT3G10270	11.11616869	8.908272744	10.34042352	6.760631785	19.83836165	13.40763168	14.61675757	11.93855388
AT3G25720	0	0.061463655	0	0	0	0	0	0
AT3G27025	0.06042797	0.173502914	0.214456377	0.426803428	0.053137055	0.088172075	0	0.109493845
AT3G27473	0.457337671	0.408148775	0.375938189	0.374099465	0.091018274	0.102835901	0.034939973	0.097971715
AT3G61640	37.16531353	22.48687339	36.0614899	20.17952622	21.51052753	12.48064521	17.17757399	12.86560552
AT3G08010	59.66561599	65.85113428	57.35574295	52.57165411	52.43707124	34.16876424	36.64179824	37.51611413
AT3G15740	0.437637802	0.460474353	0.830961513	0.460339778	0	0.461864422	0	0.143500401
AT3G62250	491.1859474	313.6172806	412.679862	289.8895484	332.4955846	172.6482691	277.3731088	171.8942511
AT3G47650	176.7422035	172.0609078	165.7055753	111.4032945	225.1099299	174.2377911	272.9642919	199.9541557
AT3G01760	0.202976879	0.072087393	0.355426524	0.058839669	0.190126718	0	0	0
AT3G28970	9.653373958	10.63479819	12.21852587	9.688939371	4.271364723	3.998347061	4.198053477	2.469286813
AT3G54800	0.072617113	0.054084464	0	0.029501049	0	0.125108203	0.017881808	0
AT3G45280	0.044381957	0.111643497	0.049820325	0	0.29394803	0.609994745	0.083002906	0.180240723
AT3G08770	35.62592591	36.29911554	27.1000129	37.64299153	37.53243033	45.28819555	17.15614605	32.5932475
AT3G32280	0	0	0	0	0	0	0	0
AT3G16175	2.832191833	5.517638796	2.05281958	2.523614777	3.743210163	4.163196136	3.456500367	2.391789766
AT3G29380	0	0	0	0	0	0	0.060728634	0
AT3G28880	1.311843619	0.847282027	0.970172468	0.724014892	0	0	0	0
AT3G13225	10.26158055	8.929403356	9.469289972	9.115858182	1.050732326	0.857647015	1.09213297	0.706188386
AT3G52800	63.05656922	74.9713142	56.99797696	62.36845511	33.96228831	55.22111434	36.38112379	50.25797063
AT3G55490	3.870714674	2.595163064	2.154627994	2.338445779	0.217764896	0	0.639824608	0.503707732
AT3G43210	2.93257382	3.670326886	2.917448417	2.768567687	2.788089834	2.403096134	1.632102123	1.923991793
AT3G28430	6.104678903	6.431885681	5.400749425	6.878927524	4.097590186	4.371025338	3.489125446	3.650063896
AT3G61340	0.027463261	0.104574436	0.221619014	0.032782027	0.787870483	1.24460039	0.904273541	0.150498083
AT3G09220	27.46467673	18.75761211	17.8323276	26.42890576	18.0234816	19.40684728	12.82386549	16.21658016
AT3G57920	0	0	0	0	0	0	0	0
AT3G42148	0	0	0	0	0	0	0	0
AT3G28715	28.79274959	33.30871266	29.04789091	30.40110226	48.02150533	55.54255659	64.37600436	67.4635113
AT3G05345	11.70207754	20.49487645	13.43753898	16.49475033	0.750343202	2.461285124	1.560023826	2.07231729
AT3G26539	1.078173904	1.932830743	2.479531936	1.757336278	0.373995657	0	0	0
AT3G03500	2.648421975	2.376003619	2.510320294	3.363537325	1.389477523	1.791649743	0.67919611	1.644209407
AT3G11490	10.06098861	11.09927654	8.673855861	9.021998296	8.895610069	5.134853353	10.77758032	6.210882734
AT3G06500	10.41968597	13.15153752	12.35046672	15.50788767	2.829835391	4.527164993	3.621965727	4.85282024
AT3G02620	4.421726099	1.051200228	2.45078908	0.581827432	1.405842954	1.128999169	1.326283985	0.346785863
AT3G56500	0.380422977	0.31454349	0.16096514	0.274517018	0.864021972	0	1.034937836	0
AT3G51290	3.976793994	3.129646187	2.903301428	1.959171991	1.125352977	1.426834784	1.82732115	1.483681886
AT3G31910	0	0	0	0	0.111725285	0.394494101	0.163992029	0.071296085
AT3G48050	17.28992362	16.82343238	15.2455499	17.69735313	3.258569655	3.294550024	4.478039787	3.250138213
AT3G48835	0.250224126	0.069774529	0.145725893	0.170489466	0.06466152	0.132807169	0	0
AT3G13480	9.360477941	10.28350413	8.475169052	9.315846393	2.454518073	1.60766852	4.849375163	3.064422108
AT3G10815	0.722865948	2.100765507	0.479901848	2.258465526	0.472145698	0.736101616	0.941290554	0.969343552
AT3G16200	14.61921767	13.42876659	12.70621224	14.20477861	18.71859724	17.26302249	16.73414622	16.43341944
AT3G20555	0	0	0.119255489	0	0.598967994	0	0	0
AT3G51250	16.48839627	20.70949741	15.99814379	19.34579114	17.02738461	21.14981582	21.95232412	19.98214253
AT3G06550	19.43169982	19.2228414	21.04053384	18.11973792	16.12731822	12.60533605	15.16374212	13.85698245
AT3G18940	8.789350881	7.749048333	7.607075102	8.156671436	10.48473958	8.646074095	8.349051896	6.509699436
AT3G03140	6.414416079	5.292397005	5.606400205	5.626485687	2.715453654	3.065667296	3.091828388	3.35850538
AT3G59920	60.54688185	63.36243253	59.19228568	62.69638104	159.7671508	197.9146651	157.5483725	143.986446
AT3G42160	0	0	0	0	0	0	0	0
AT3G60390	12.34849037	11.66059077	11.24129234	12.08084448	8.248124725	4.536426558	15.78570115	8.935394895
AT3G57550	27.58779397	21.72843589	29.95515921	23.48942069	21.76599902	15.04271191	26.63308687	21.56455729
AT3G03600	34.63755537	27.18116182	27.87503889	22.01132418	22.22253424	15.48002206	18.42955056	16.73259141
AT3G52105	2.023728288	2.71651459	1.849008335	2.980997463	5.641904277	5.206325682	3.127551412	11.47870157
AT3G19220	11.3862645	8.22653711	11.51120975	9.572256096	12.9521399	9.856540503	15.49432048	9.241580096
AT3G18490	110.3221533	199.662997	91.0429512	174.8655597	168.1512337	323.4846756	145.8009288	284.0424271
AT3G44235	0	0	0	0	0	0	0.086369135	0
AT3G15650	5.971706709	5.066795703	5.399767635	7.7817356	24.87056598	40.18085079	28.95915544	26.99860547
AT3G44050	3.426672406	2.437521014	2.218971763	1.755138949	2.992737367	1.92565661	2.833510122	1.723386749
AT3G57740	0.458663651	0.345718235	0.552504545	0.507685149	0.195461492	0.583839612	0.288143353	0.305988434
AT3G57220	13.12093242	9.46257923	11.94333063	8.949452081	11.97027135	14.29138724	8.975353128	10.69890086
AT3G48187	1.567830335	1.864301318	1.268910575	1.359544635	0.970727666	0.262029588	0.978354381	0.633753176
AT3G21500	0.626210421	0.431410942	0.586723147	0.723576726	0.195287256	0.566426575	0.676933165	0.837735264
AT3G08600	17.54867948	13.92815	14.79314181	15.23536647	8.775079676	5.393043752	9.350124962	5.331236849
AT3G30200	0.054225314	0	0.077714438	0.032012195	0	0	0	0.073366947
AT3G61970	1.080851562	1.431819478	1.111275735	1.010612276	1.668083071	0.616237571	0.556057469	0.531741715
AT3G07760	5.84807982	7.084934781	5.537277942	5.35656912	4.892782156	7.518052859	4.608653085	7.216831232
AT3G17020	33.93049991	30.33215394	35.51056249	34.30065779	90.64390602	88.75891666	109.3013444	102.8157551
AT3G59890	11.27270762	6.593914475	9.242800918	6.898746746	8.97886924	2.465816351	8.190095587	5.421390758
AT3G51520	18.04696352	20.45293174	17.74166887	23.27818372	11.05603824	12.98579569	9.677175443	15.18097773
AT3G07005	0	0	0	0	0	0	0.108474644	0
AT3G46000	19.79810944	26.09136273	21.11081742	29.54353645	12.36355252	16.10999192	15.80213268	20.46176497
AT3G52430	4.408950397	2.957219819	5.294763244	3.274288213	4.187634118	2.704019715	5.176235162	2.582627104
AT3G11670	29.86785549	32.76953693	28.03458506	31.89361522	21.60924788	20.98642496	19.78466278	19.0742192
AT3G58000	0.723687488	0.74993734	0.483502577	0.508145128	0.52695263	0.899284364	1.076476735	0.518773211
AT3G57330	16.64459191	12.09916728	16.68757438	12.45403145	10.81590834	6.565580655	13.46437109	10.32349083
AT3G63540	223.728667	151.3491412	213.6651149	200.1768543	153.4188869	103.605663	178.6813655	151.8274205
AT3G19720	26.18869532	23.48273408	20.5776606	25.76950052	14.1748199	11.10543607	15.16316968	14.77202964
AT3G05410	20.69110366	15.80059442	16.54593111	15.8059715	11.08097139	4.676801807	8.246146303	5.931650525
AT3G17190	0	0	0	0	0	0	0.118044376	0
AT3G26085	20.39091416	19.09713233	16.36038631	17.5820238	1.842029646	1.532121921	2.894977836	3.798429834
AT3G60820	45.12677886	44.6099549	44.68784588	46.514706	106.2951427	97.71716308	102.7306951	119.0339803
AT3G51540	0.995392385	1.214996022	0.722562473	1.296788775	0.314494757	0.702102858	0.076139153	0.733598587
AT3G32200	0	0	0	0	0	0	0	0
AT3G53075	0	0	0	0	0	0.26263763	0	0
AT3G55480	15.1085594	13.33322537	13.59457555	14.9134234	6.021508326	5.931683325	5.965989817	7.372007388
AT3G58585	0	0	0	0	0	0.855475468	0	0
AT3G07340	3.925950956	3.886012645	4.528476046	4.153165497	4.245540335	3.158427107	4.201516107	3.268177408
AT3G18700	0	0	0	0	0.189958421	0	0	0.214567267
AT3G46140	0	0	0	0	0	0	0	0
AT3G30430	0	0	0	0	0	0	0	0
AT3G02250	18.82676803	13.20291335	16.23744909	14.75317955	6.07884133	5.36473022	7.501128706	5.143900051
AT3G12030	0	0	0	0	0	0	0	0
AT3G11990	0	0	0	0	0	0	0	0
AT3G62720	27.03232064	18.21043282	24.89026816	18.90563826	20.21550284	17.90379464	26.23641328	18.50171951
AT3G46900	5.108063971	5.147238145	3.746907593	6.285427434	2.073703872	2.385683948	1.838127077	2.313767587
AT3G50580	0	0	0.120588058	0.055202131	0	0.843366728	0	0
AT3G01810	11.84877083	11.47528794	11.68269837	11.77454711	7.972531557	6.221810411	6.790453395	5.952840056
AT3G53740	75.28405256	35.736472	62.53446245	51.19633386	390.4046514	208.4634185	301.8928937	227.2786755
AT3G04280	0	0	0	0	0	0.347255112	0.046476665	0
AT3G57600	1.827192677	1.856674215	1.151216974	1.069510077	1.705147168	0.507235087	0.902068673	1.510447663
AT3G25940	5.790443473	2.366769131	3.763110657	3.053753392	9.500977355	6.17582796	4.487499891	3.809108916
AT3G20993	0	0	0	0	0	0	0	0
AT3G50220	2.173249756	3.391157762	1.204623964	2.823029459	2.276056668	6.890884826	2.292217043	4.084632695
AT3G27050	8.236842957	6.231671895	8.929372631	7.444780496	37.47893258	28.18607433	42.73680477	34.58065705
AT3G29200	27.3354679	30.93887256	25.50992587	28.09932411	22.14092468	26.92437643	20.39075061	25.75180522
AT3G10740	16.78604069	23.00578923	20.18935381	26.58540304	18.63351325	25.39517579	20.69638376	32.02193101
AT3G20230	39.13564687	35.37502257	33.59422862	28.84154138	41.56766022	40.27944843	39.58004345	24.2258048
AT3G60250	26.23369927	23.33614275	23.08700448	24.91089201	9.288519343	5.22050162	9.853567131	7.607238598
AT3G09000	16.5546894	13.53298649	15.57280649	17.11894542	6.764669321	9.613427239	5.731122725	7.663630623
AT3G06480	13.70022455	10.48782533	11.82841313	11.41890716	6.998354887	5.82151891	6.33647282	4.451378236
AT3G61940	0.224247979	0.036186258	0	0	0.227343855	0	0	0
AT3G55800	492.5155188	442.597994	469.2919449	423.1898861	458.519273	365.9101431	457.9757226	443.5560807
AT3G33494	0	0	0	0	0.147844179	0	0	0
AT3G24710	0	0	0	0	0	0	0	0
AT3G16460	499.4857171	348.1048431	528.5715545	412.6017022	387.0701102	280.7100348	498.1201441	293.2776815
AT3G07550	7.269102817	6.136935515	6.789119511	7.843975373	1.724583481	0.822521274	1.721436675	1.187890183
AT3G24690	0	0	0	0	0	0	0	0
AT3G48660	7.202860084	7.641020355	7.689734535	8.301248149	6.107012089	5.557789676	7.754641864	5.496080363
AT3G26100	23.85851687	27.48963623	23.73104018	36.04541206	5.170356752	8.03417183	6.118180988	8.482350468
AT3G49870	14.96917214	13.98251166	16.07392325	18.26337534	4.250783835	3.63237377	5.157132799	7.659108879
AT3G50880	10.7433664	9.016361748	11.11944437	8.736821607	13.07255404	14.22737181	13.46869914	13.58685785
AT3G57900	0.198611116	0.230053699	0	0	0	0	0	0
AT3G02240	1.254365436	0.611077845	1.1694458	0.422587323	0.643721871	2.088118697	4.39836218	3.25439363
AT3G63350	0.850914115	0.625179163	0.579046107	0.678777627	0.182713007	0.179088552	0.432102488	0.220995977
AT3G63180	13.46624293	10.9122641	13.42656506	13.14153754	6.515280398	7.899468078	6.856898116	5.984409789
AT3G07580	1.742169112	0.292826296	1.419500805	0.731522099	2.188707408	2.645851044	1.2111824	1.338338173
AT3G59120	0.258939603	0.355960413	0.25591022	0.218180316	0.09779034	0.175421858	0.04849928	0.105343633
AT3G47410	0	0	0	0	0	0	0.199309756	0.279651359
AT3G50920	14.69377133	14.15594708	14.11045458	13.70589191	6.008828496	4.22722426	6.690469568	5.833025837
AT3G02750	25.72528907	24.67947513	20.18097691	26.42077678	8.58125383	5.928910096	9.230666428	7.894101532
AT3G61350	4.118605332	3.38388245	3.489506017	4.196543889	1.468323955	2.627864415	2.027812502	2.217886312
AT3G59940	0	0.090191507	0	0.054488088	0	0	0	0
AT3G15490	0.067160286	0	0	0	0	0	0.109189534	0
AT3G13160	18.9716535	12.00153011	15.78594118	11.96545785	26.28160564	17.61753729	23.47524367	15.759309
AT3G51480	4.054958475	3.469663804	2.961625276	3.501337952	0.426631888	1.181705764	0.445119427	0.7370456
AT3G61760	1.455197926	1.233256931	1.247737425	1.058784926	0.650438956	0.747722793	0.739479164	0.525156251
AT3G49115	0	0	0	0	0	0	0	0
AT3G52500	60.83863492	57.50044665	60.92075459	52.25799662	76.3263863	65.03320966	63.62120129	60.78416181
AT3G48870	116.5546755	79.09643705	107.3074881	63.63480731	170.0203582	88.97264381	139.9299903	62.16274299
AT3G60420	0	0	0	0	0	0	0	0
AT3G18090	2.489375403	1.865882656	2.165194037	1.81294809	0.181259074	0	0.205135333	0.024982882
AT3G09330	1.05024547	0.821487824	0.767955607	0.7308001	0.402174507	0	0.358483917	0
AT3G53840	0.306242718	0.293192149	0.091433933	0.127915477	0.183854421	0.189334694	0.025340578	0.054998303
AT3G09950	0.87307922	0.972189186	0.673656314	0.281653405	0.158047814	1.122557349	0	0.178522686
AT3G04940	25.04260646	22.30502211	21.40376251	18.83061476	22.77343287	17.55370983	20.11683663	20.9723498
AT3G43800	42.61806768	40.96326349	38.20467156	38.83312803	38.70234374	38.10676352	43.59885329	34.50866163
AT3G25830	0	0	0	0	0	0	0	0
AT3G27960	13.88732869	15.92675969	12.16635635	14.82879362	13.9617881	12.67704271	17.47956118	18.4588935
AT3G53110	46.31483228	42.80070857	40.92533443	43.35110618	64.71946004	58.04555759	76.97555095	47.61588872
AT3G45500	0	0	0	0	0	0	0	0
AT3G59830	0.336185539	0.134342954	0.251509361	0.166516044	0.1385604	0.20261091	0.165310726	0.610822194
AT3G58180	12.8550312	6.968793159	11.08496874	8.138470556	13.31582216	8.143972902	11.52621942	7.766266305
AT3G11030	5.319594028	7.501671647	6.793882586	5.162049591	3.146199095	3.079004336	3.833102364	3.340646324
AT3G27870	3.451688099	6.249077774	3.142623878	7.265044602	0.383124226	1.355291848	0.737923922	0.882562735
AT3G46670	0	0	0	0	0	0	0	0
AT3G12410	0	0	0.079284744	0.042170789	0.284637187	0.541678642	0.154845063	0.118972436
AT3G24450	1.789704346	0.863587076	0.891428401	0.784698026	3.135681727	4.728386943	3.818098998	3.147443707
AT3G26235	0.920895073	0.962898924	0.469878676	0.684083931	0	0	0	0
AT3G11230	5.954841943	6.410759238	6.498615056	6.105143711	9.044583893	10.53807677	12.8517896	12.33756656
AT3G05937	5.321264547	5.706391435	3.370749094	6.025326998	2.506824628	5.198514586	2.224996129	2.792780019
AT3G61570	4.088146688	3.715241974	3.233244396	4.967441562	2.26803558	2.223252579	3.259494337	1.896797383
AT3G27490	0.072791074	0.045859449	0.122721481	0.212307485	0.043663823	0	0.045377829	0
AT3G10610	82.2586115	35.0550423	62.25495471	40.55401089	54.89221281	34.54703677	32.60399584	34.16613452
AT3G08680	33.48749396	27.37099135	30.26414802	30.4067155	12.69615821	8.995427783	13.51659633	9.336087471
AT3G44210	0	0	0	0	0	0	0	0
AT3G55950	4.388869741	3.404442867	3.967709056	3.523985006	1.384637678	1.194199879	1.750160457	0.800812074
AT3G54980	4.328019571	3.045958411	3.345880473	2.852571167	2.480479919	1.871375948	2.450639483	1.371578361
AT3G18730	1.96205279	1.328203251	1.86623179	1.600071826	1.898421819	1.469655955	1.322714056	1.116789232
AT3G56670	0	0	0	0	0	0	0	0
AT3G03520	8.623189549	11.18433205	8.10993928	10.94144156	6.591818231	8.941265492	5.053904552	6.299932339
AT3G04650	21.07468573	9.461153909	18.74121937	8.880735369	15.53915378	7.516545918	16.57648591	10.20628973
AT3G14730	3.847226307	1.578913222	2.963229766	2.118362142	0.873508049	0.90337278	0.643915752	1.044165267
AT3G58990	37.57528916	19.29707497	26.39203249	19.56665473	19.10770382	11.5477218	14.67116681	5.999051137
AT3G23980	8.698878328	9.215489438	9.135864243	10.57815098	4.321144264	4.194030707	5.117047459	4.78560326
AT3G03230	0.425466432	1.09922772	0.561144765	0.191108324	1.522696975	6.223055347	1.484860983	1.846946941
AT3G58470	16.61121868	7.441568264	13.48455162	8.499616159	10.97894196	5.160131629	9.92254134	5.898294457
AT3G47540	3.453294097	3.997556741	3.547951081	3.484626611	6.425147019	7.824145048	6.638853559	4.478952253
AT3G55450	8.375996233	9.137230384	9.605196178	7.68564163	7.166565537	13.5480541	6.875593547	5.783163793
AT3G09670	7.964647669	7.027447274	6.171027787	6.307401604	7.039762634	5.773732759	6.953659575	3.914606369
AT3G49900	5.021559091	3.217497043	3.539761529	2.726316563	3.946154842	1.730205661	4.007885678	3.502645656
AT3G61962	0	0	0	0	0	0	1.684649483	0
AT3G29785	0	0	0	0	0	0	0	0
AT3G13672	0.432639264	0.784516667	0.762192322	0.944796078	0.500929637	0.779347515	0.110790554	0.261864539
AT3G42990	0	0	0	0	0	0	0	0
AT3G62460	23.68702733	9.039759764	19.03240198	10.41726456	11.18226163	7.545291962	12.35228174	6.804387363
AT3G23240	0.504552802	0.207031115	0.418521395	0.416251532	0.772702206	0.391892156	0.663525491	0.341512741
AT3G26620	0.117394732	0	0	0	0	0	0	0
AT3G18400	2.539878711	4.082934556	1.394747987	3.037097313	2.000142214	3.465800476	1.644844968	2.441767612
AT3G45460	0	0	0	0	0	0.333490437	0.073194182	0
AT3G15351	4.097382113	1.994661114	2.281402968	2.544769991	2.526236962	1.486778852	2.196264125	2.957514911
AT3G58640	11.31360189	10.83866722	11.74177036	12.07712749	5.706420447	5.963051331	5.570627322	5.898858909
AT3G12640	10.95743061	11.08816145	9.730586603	11.47411516	5.586072044	5.839579515	5.751387893	4.707817616
AT3G03710	30.24489167	21.44255169	24.15460285	17.09572593	40.11403182	20.34419699	26.14685541	14.93759877
AT3G16820	0	0	0	0	0	0	0	0
AT3G17830	7.186835435	3.387185676	5.545126119	3.356563795	2.453850762	1.203059812	2.792685031	1.452251985
AT3G28345	6.141409048	5.300521356	4.411404822	4.06957764	6.397563954	5.837975433	5.300425806	4.376594367
AT3G14840	27.45605743	14.78181855	27.86814686	15.17641907	23.94381647	14.03824436	30.36904573	13.54772103
AT3G55740	7.17086248	8.741028425	6.956876728	8.918817327	2.707711515	3.891152721	2.19957631	3.388438146
AT3G46830	23.73345903	16.24522004	21.82627708	22.64989856	32.69265666	26.21073122	34.72251447	32.25089973
AT3G23390	123.4813759	58.86336445	118.6589735	73.3327295	311.6620301	180.5362567	360.3680842	305.2771276
AT3G09380	0	0	0	0	0	0	0	0
AT3G08860	1.675216378	8.52326835	1.50881576	10.56933983	2.755559468	12.7641919	2.222562	9.158785858
AT3G05900	0	0	0	0	0	0	0	0
AT3G54880	5.827210048	4.460016428	8.218357362	5.803110457	2.759246456	1.375553498	3.275132913	0.862837034
AT3G16620	10.85595093	8.07899606	8.08658135	5.931075144	7.361843859	4.791222369	7.730860515	4.300993854
AT3G45930	59.97289231	33.08855886	41.85535768	32.57374483	26.86978911	17.29327693	27.46588316	15.32250419
AT3G27350	7.703155443	11.26522177	7.908969944	8.729528633	7.066322416	8.38175219	10.22181959	7.815548071
AT3G63130	19.34702719	15.16354306	17.29005516	14.15119263	20.1339707	14.98852153	20.60855314	14.04306471
AT3G49730	2.714154982	2.276143966	1.608437207	1.654386037	0.6232425	0.638928659	0.853857588	0.250129265
AT3G23715	0	0	0	0	0	0	0	0
AT3G17820	64.11328602	82.49865887	60.74667912	92.01448708	125.1933584	173.1560451	111.5121277	165.6561377
AT3G61300	0	0	0	0	0	0	0	0
AT3G59740	0.362955987	0.149179959	0.514984981	0.403610727	0.085195922	0.113953296	0.302841359	0
AT3G14790	22.27718629	19.75684397	22.20911129	19.53029764	20.339543	15.40696651	21.12112558	16.91520026
AT3G16230	10.41513389	11.48394468	9.492996947	11.11780368	6.02918759	6.80136786	6.365375192	5.791026382
AT3G22410	0.923231307	1.270254982	0.532748455	0.675432146	0.391810351	0.216714627	0.462305092	0.416086154
AT3G52550	0.233766608	0.058698137	0.120588058	0.26269203	0.235070818	0	0	0.126712953
AT3G30350	1.025043703	0.946105658	1.416572984	1.095644347	0.696587398	0.407567842	0.323140255	0.48843789
AT3G18850	5.912329342	5.946139631	6.969707389	6.578201904	1.518723248	1.173894749	2.145695674	1.023243982
AT3G03820	3.384132875	1.475035111	2.43242678	2.557976469	3.673679221	2.922697157	3.75626714	3.757120877
AT3G12190	0	0	0	0	0.108966636	0	0	0
AT3G51470	5.454372462	4.157808275	5.509386879	4.69344193	5.904486848	3.840702047	5.296275383	4.618895528
AT3G47720	0.174913436	0.366839035	0.513069019	3.134705001	0	0	0.170494646	0.553663956
AT3G23145	0	0	0	0	0	0	0	0
AT3G51280	10.2798392	9.064244332	8.271019418	6.473660712	14.31650787	6.694480683	13.27834248	6.750872665
AT3G29110	0.022527398	0	0	0	0	0	0.043957357	0
AT3G13890	0	0	0	0	0	0	0	0
AT3G47680	12.51942073	12.9857217	10.09502185	13.2115753	0.402040114	0.286890922	0.111704216	0.346103897
AT3G25980	10.73659006	9.012385336	8.907750796	7.246198818	10.3766398	11.4179094	15.05044513	8.775375446
AT3G63220	5.643813406	4.972330773	6.204314426	7.028226748	4.80832154	4.173545045	5.596157554	5.681701736
AT3G49550	11.66900758	12.04865275	9.017830434	11.56311861	2.389575818	3.327406923	5.578348959	4.531264296
AT3G22160	5.57709212	6.998099727	5.810968057	5.126910811	2.01116745	1.729051428	1.93052973	1.61359165
