Geneid	ABA_Col_1	ABA_Col_2	ABA_Col_3	ABA_g7g8_1	ABA_g7g8_2	ABA_g7g8_3	Mock_Col_1	Mock_Col_2	Mock_Col_3	Mock_g7g8_1	Mock_g7g8_2	Mock_g7g8_3
AT1G67260	0	0	0	2	0	1	0	0	0	0	0	0
AT1G24575	0	0	0	0	0	0	0	1	0	0	0	0
AT1G12790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04850	0	0	0	0	0	0	0	0	0	0	1	1
AT1G31760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G74000	0	0	0	0	0	0	2	0	0	0	3	0
AT1G55580	0	0	0	0	1	0	0	0	0	0	0	0
AT1G53903	0	0	0	0	0	0	0	0	0	0	0	0
AT1G19715	0	0	0	0	0	0	0	0	0	0	0	0
AT1G69430	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56540	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48650	0	0	7	2	0	2	4	1	5	9	4	8
AT1G22670	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07030	0	0	0	0	0	0	0	1	0	0	0	0
AT1G10120	1	0	0	0	0	1	0	0	0	0	0	0
AT1G43650	1	0	1	2	5	3	3	2	6	11	3	5
AT1G09960	0	1	0	1	0	1	0	1	1	0	0	0
AT1G53625	0	0	1	0	0	0	2	0	1	0	0	0
AT1G63360	0	0	0	0	0	0	1	0	0	1	0	0
AT1G33330	0	0	0	0	0	0	0	1	0	0	0	0
AT1G63430	0	0	2	0	1	0	1	1	0	1	5	0
AT1G80720	0	0	0	0	0	0	0	0	0	0	0	2
AT1G69770	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08460	2	1	5	7	7	8	12	9	5	16	11	12
AT1G78710	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08610	0	0	0	0	0	0	0	0	0	0	1	0
AT1G17540	0	0	0	0	0	0	0	0	0	0	0	0
AT1G27380	0	0	0	0	0	0	0	0	2	0	0	0
AT1G58643	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48953	0	0	0	0	0	0	0	0	0	0	0	0
AT1G51440	1	0	0	0	0	0	1	0	2	0	0	0
AT1G25210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G21610	10	10	16	7	5	9	11	9	9	23	31	14
AT1G79710	0	3	0	0	0	1	0	0	0	0	0	1
AT1G80840	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49490	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23645	0	0	0	0	0	0	0	1	0	0	0	0
AT1G09795	0	0	0	2	0	0	1	0	3	0	0	2
AT1G48690	0	0	0	0	0	0	0	0	1	0	0	0
AT1G49570	0	0	0	0	1	0	1	0	2	0	1	1
AT1G68470	0	0	0	0	0	0	0	0	0	0	0	1
AT1G75580	0	0	0	0	0	0	0	0	1	0	0	0
AT1G72980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30640	0	1	0	0	2	0	0	0	0	0	0	0
AT1G26440	0	0	0	0	0	0	0	0	1	1	1	0
AT1G22070	1	0	0	1	0	0	0	1	0	0	3	2
AT1G26700	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73603	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55650	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78180	0	0	0	0	0	0	0	0	0	0	0	1
AT1G55928	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29880	0	0	0	2	0	0	2	0	0	0	1	2
AT1G53645	0	0	0	0	0	0	1	0	1	0	0	1
AT1G06240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72330	2	3	2	2	2	2	8	10	4	6	7	6
AT1G20840	0	0	0	0	0	0	0	0	0	1	0	0
AT1G45050	0	0	0	2	1	0	0	1	2	0	0	0
AT1G52500	8	15	13	13	12	15	23	42	21	71	72	52
AT1G10430	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05670	0	0	0	0	0	0	0	0	0	0	2	1
AT1G64110	0	0	0	0	0	0	0	0	0	0	0	0
AT1G65220	2	0	4	9	4	0	5	2	3	16	12	6
AT1G13635	0	0	0	0	1	0	0	2	0	0	0	0
AT1G54950	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55730	0	0	1	2	1	1	0	0	0	0	0	4
AT1G07310	0	0	3	4	9	3	3	3	3	0	10	8
AT1G77230	1	2	3	3	0	1	3	4	2	1	2	4
AT1G52400	34	39	46	39	38	49	29	18	13	50	52	29
AT1G16430	0	5	0	0	1	0	0	0	0	0	0	0
AT1G27752	0	0	0	0	0	0	1	1	0	2	0	0
AT1G14880	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11190	3	2	0	1	1	3	1	3	0	4	0	3
AT1G26650	0	0	5	6	0	10	4	8	6	18	12	5
AT1G34640	0	0	0	0	0	0	0	0	0	0	0	0
AT1G50310	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49430	0	0	0	4	1	1	2	1	0	1	2	2
AT1G74240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G61160	0	0	0	0	0	0	0	0	0	0	0	0
AT1G47480	2	9	9	4	2	2	3	0	5	0	0	3
AT1G65820	2	1	4	4	5	4	4	4	4	8	14	3
AT1G22900	0	0	0	0	0	0	0	0	0	0	0	0
AT1G52080	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35180	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30070	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35210	0	0	0	0	0	0	0	0	0	3	5	0
AT1G10410	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73740	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53350	0	0	0	0	0	0	0	0	1	0	0	0
AT1G34110	0	0	0	0	0	0	0	0	1	0	0	0
AT1G17240	0	0	0	0	0	0	0	0	0	2	0	0
AT1G61730	1	0	0	0	0	0	0	0	0	0	0	0
AT1G29260	2	1	0	8	0	7	3	5	1	3	0	1
AT1G33890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08040	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63522	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08810	0	0	0	0	0	0	1	0	0	0	1	0
AT1G09210	1	1	0	0	4	2	11	6	2	10	9	9
AT1G70080	0	0	0	0	0	0	0	1	0	0	0	0
AT1G10522	1	1	10	0	0	3	3	2	0	12	9	13
AT1G04570	0	1	1	2	1	1	0	0	1	0	0	0
AT1G01830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67590	12	3	8	25	12	11	15	12	7	40	48	46
AT1G69080	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73300	0	0	0	0	0	0	0	0	2	0	0	0
AT1G05760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G30530	0	0	0	0	0	0	0	0	2	0	3	0
AT1G12480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76850	0	0	1	0	0	0	0	0	1	0	6	3
AT1G73570	0	0	0	2	1	0	0	0	0	1	1	0
AT1G67340	0	0	0	0	0	0	0	0	0	0	0	0
AT1G80315	8	10	9	14	12	7	11	15	13	4	9	6
AT1G43666	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08630	0	0	0	0	1	0	0	0	0	0	0	0
AT1G66150	1	0	5	1	1	1	3	0	2	6	8	4
AT1G04640	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56500	15	9	19	17	17	16	27	27	56	56	53	27
AT1G77120	1	2	0	4	5	1	0	2	3	0	1	2
AT1G17147	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08005	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24380	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60787	0	0	0	0	0	0	0	0	0	0	0	0
AT1G26796	0	0	0	0	0	0	0	1	0	0	0	0
AT1G68500	0	0	0	3	0	8	3	1	5	7	6	8
AT1G15500	0	0	0	0	0	0	0	2	5	0	2	0
AT1G77760	0	0	2	0	0	3	0	0	0	6	2	2
AT1G24062	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53510	0	0	0	0	0	0	0	2	0	1	0	0
AT1G51410	0	0	0	0	0	0	0	1	0	0	0	0
AT1G50020	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22370	0	1	3	2	1	1	0	1	0	0	2	0
AT1G17270	0	0	0	0	0	0	0	0	1	0	0	0
AT1G75230	5	9	8	2	10	8	12	11	12	7	8	9
AT1G29150	1	0	1	6	7	5	7	9	6	21	10	10
AT1G17140	1	1	0	3	0	0	0	1	5	9	3	5
AT1G08380	46	54	60	144	142	174	106	93	106	532	618	367
AT1G43560	6	0	0	1	1	0	0	0	1	4	1	0
AT1G07700	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33750	0	0	0	0	0	0	0	1	0	1	0	0
AT1G61270	0	0	0	0	0	0	0	0	0	0	0	0
AT1G14750	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05900	4	7	7	5	5	7	11	8	5	5	3	14
AT1G44120	0	0	0	1	0	0	0	0	0	0	0	0
AT1G52990	0	0	0	0	0	0	0	0	0	0	0	0
AT1G37130	1	2	3	8	2	5	4	4	0	2	14	1
AT1G48175	0	0	0	1	0	1	1	0	0	7	1	2
AT1G72140	1	0	1	2	0	2	9	5	8	3	4	1
AT1G66465	0	0	0	0	0	0	0	0	0	0	0	0
AT1G14420	0	0	0	0	0	0	2	0	0	0	2	1
AT1G01710	0	0	0	1	0	2	0	3	5	1	1	0
AT1G44000	0	0	0	0	0	1	0	0	0	3	0	0
AT1G73960	7	6	8	9	7	13	39	23	14	24	20	22
AT1G11360	0	0	1	0	3	3	1	2	4	3	0	4
AT1G04490	0	0	0	0	0	0	1	0	0	0	1	0
AT1G78476	0	1	1	3	0	1	1	3	1	6	2	1
AT1G15310	2	1	2	0	0	0	0	1	1	1	5	0
AT1G13300	2	0	0	0	0	0	0	0	0	0	0	0
AT1G55530	0	0	0	1	2	0	0	0	0	0	3	1
AT1G74458	0	0	1	0	0	1	0	0	3	0	0	0
AT1G32120	1	0	0	0	1	0	0	0	0	0	2	1
AT1G31480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17500	0	0	0	0	0	3	0	0	0	0	0	0
AT1G50780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G21150	0	0	0	0	0	0	1	0	0	0	0	0
AT1G78110	0	0	0	0	0	0	0	1	0	0	0	0
AT1G80080	2	1	0	1	0	2	1	3	1	5	6	8
AT1G23260	2	0	1	7	3	1	1	2	5	9	9	2
AT1G09790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60270	0	0	0	0	0	0	0	1	0	0	0	0
AT1G25400	0	0	0	0	0	0	3	0	1	2	0	0
AT1G77980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G42470	0	0	0	0	1	2	0	0	1	0	2	0
AT1G34170	0	0	0	0	0	0	0	1	0	0	0	0
AT1G56150	0	0	0	1	0	0	0	0	0	0	0	0
AT1G75520	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01230	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70700	1	1	0	3	3	2	6	0	1	8	5	4
AT1G02380	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48870	0	0	0	0	0	0	0	0	0	0	0	0
AT1G69280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12430	0	0	0	0	0	0	2	0	0	2	1	0
AT1G56320	0	0	0	0	0	0	0	0	0	0	0	0
AT1G36310	0	0	0	0	0	0	0	0	0	0	0	0
AT1G44830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01300	8	11	7	8	3	3	14	25	12	29	52	24
AT1G48050	0	0	3	2	1	4	6	2	9	2	8	2
AT1G30670	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22180	0	0	0	0	0	0	0	0	0	0	0	0
AT1G17450	3	2	0	0	1	3	1	4	0	4	1	1
AT1G61630	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28590	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79670	0	0	0	0	0	0	0	0	0	0	0	0
AT1G68170	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60080	0	0	0	1	0	0	1	0	0	3	4	5
AT1G51240	1	0	0	0	0	0	0	0	0	0	0	0
AT1G07130	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64355	8	14	5	23	14	21	30	29	17	46	59	33
AT1G04820	2	0	0	0	0	0	1	2	2	4	1	0
AT1G71866	0	0	0	1	0	0	0	0	0	0	0	0
AT1G33050	0	0	0	3	1	2	0	0	2	4	1	1
AT1G77810	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16210	0	0	0	0	0	2	0	1	1	4	2	2
AT1G34580	0	0	0	0	0	0	0	2	0	0	1	0
AT1G02050	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66500	0	1	0	0	0	0	0	0	0	0	0	0
AT1G04030	55	77	68	157	121	117	330	285	257	640	795	478
AT1G32480	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29370	0	0	0	0	0	0	0	1	0	0	0	0
AT1G18880	0	0	0	0	0	0	0	0	0	0	0	0
AT1G50740	0	0	0	0	0	0	0	0	0	1	1	0
AT1G02580	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58220	0	0	0	0	0	0	1	0	0	0	0	0
AT1G07350	7	2	1	12	13	10	29	26	2	21	26	22
AT1G06950	1	4	2	1	0	3	9	2	2	7	11	2
AT1G19200	1	1	1	0	1	0	0	0	0	2	0	1
AT1G52140	1	0	0	0	0	0	0	0	0	0	0	0
AT1G18550	0	0	0	0	0	0	0	0	0	0	0	0
AT1G77510	0	4	0	2	1	0	7	2	4	5	15	5
AT1G15950	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67850	0	0	0	0	0	2	0	0	0	1	0	0
AT1G69620	1	2	2	4	2	0	3	12	7	4	10	9
AT1G49110	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57860	0	1	3	0	0	3	7	8	7	10	7	1
AT1G63160	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71050	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28510	0	0	0	0	0	1	0	0	0	1	0	0
AT1G48240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71140	0	0	0	0	0	0	0	1	0	0	0	0
AT1G66960	0	0	0	0	0	0	0	0	0	0	0	0
AT1G36370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58242	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56110	0	0	1	0	0	2	4	3	1	4	7	1
AT1G14510	0	0	0	0	0	0	0	0	0	2	1	0
AT1G19010	1	0	0	0	0	0	0	0	0	0	0	0
AT1G54250	0	1	1	1	1	0	3	1	1	3	0	1
AT1G55170	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70230	4	5	5	6	9	6	12	4	1	25	28	17
AT1G52830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G45015	0	0	0	0	0	0	0	0	0	0	0	0
AT1G23160	0	0	0	0	0	0	0	2	0	0	0	0
AT1G67510	0	0	0	0	0	0	0	0	0	4	5	0
AT1G08230	0	0	0	0	0	0	0	0	0	0	3	0
AT1G67780	0	0	0	0	0	0	0	0	0	0	0	0
AT1G76830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04280	0	0	0	1	1	0	0	1	3	0	0	0
AT1G55020	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79420	0	0	0	0	0	0	0	0	0	0	0	0
AT1G70350	0	0	0	1	0	0	2	0	0	0	0	0
AT1G28306	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12450	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57660	0	0	0	0	8	0	0	0	0	1	1	0
AT1G19086	0	0	0	0	0	0	0	0	0	0	0	0
AT1G05870	0	0	0	1	0	0	0	0	0	0	0	0
AT1G07540	0	0	0	0	0	0	0	0	0	1	0	0
AT1G78820	0	0	0	0	0	0	0	0	0	1	0	0
AT1G03790	2	0	1	1	0	0	1	0	0	0	0	0
AT1G02220	0	0	0	0	0	0	0	0	0	0	0	0
AT1G74420	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56680	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58848	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22140	0	0	0	0	0	0	1	0	0	0	5	0
AT1G75210	0	0	0	3	0	1	0	0	0	2	1	3
AT1G30330	0	0	0	0	0	1	0	0	0	4	4	4
AT1G77200	0	0	0	0	0	0	0	0	0	2	0	0
AT1G30360	0	1	2	0	1	0	0	0	0	1	0	1
AT1G75280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55680	2	0	3	0	1	0	0	0	0	0	0	0
AT1G34000	0	0	0	0	0	2	0	0	0	1	0	3
AT1G04410	5	8	19	38	24	29	48	29	34	68	54	38
AT1G21650	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28520	0	4	0	0	0	0	0	2	0	0	2	0
AT1G05220	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63245	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66180	9	3	6	11	17	22	19	18	10	25	28	22
AT1G07790	0	0	0	0	0	1	0	0	0	0	0	0
AT1G07720	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16420	0	1	0	0	0	0	0	0	0	0	0	0
AT1G72740	0	0	0	1	2	0	2	0	1	2	3	2
AT1G05060	9	10	13	2	1	4	2	6	5	11	20	12
AT1G55960	0	1	0	1	0	0	0	1	0	2	0	0
AT1G32060	0	0	2	2	0	1	0	1	2	4	1	0
AT1G77700	4	1	8	5	2	5	4	3	1	8	7	8
AT1G75510	0	0	0	0	0	0	1	0	0	0	0	1
AT1G54090	0	2	0	0	0	0	0	0	0	0	1	1
AT1G26520	0	0	0	0	0	1	0	0	0	0	0	0
AT1G15240	13	5	13	16	7	19	24	10	10	12	41	15
AT1G07980	5	4	5	10	3	2	8	4	5	16	27	8
AT1G53090	0	0	0	0	0	0	0	0	1	0	0	0
AT1G08540	0	0	0	0	0	0	0	0	0	1	0	0
AT1G12460	0	0	0	0	0	0	0	0	0	0	0	0
AT1G06250	0	0	0	0	0	0	0	0	0	0	0	0
AT1G52827	0	0	0	0	0	0	0	0	0	0	0	0
AT1G47690	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49590	17	10	9	24	11	9	23	39	26	39	47	19
AT1G06280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78420	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08465	0	0	0	0	0	0	0	0	0	0	0	0
AT1G32970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28815	0	0	0	0	0	0	0	0	0	0	0	0
AT1G01260	0	0	0	0	1	0	0	1	0	0	0	0
AT1G26815	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16730	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08700	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66590	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09550	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16370	0	0	0	0	0	0	1	0	1	1	0	0
AT1G80730	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11420	0	0	0	0	0	0	0	0	0	0	0	0
AT1G61210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G15140	13	12	15	36	25	27	38	48	45	46	91	66
AT1G04810	0	0	0	0	0	0	0	0	0	0	0	0
AT1G67070	0	0	0	0	0	0	0	0	0	0	0	0
AT1G04550	4	2	4	4	6	1	7	10	6	9	15	8
AT1G27450	3	0	0	3	2	4	3	1	0	3	1	5
AT1G33055	0	1	0	0	0	0	0	0	0	1	0	3
AT1G69400	0	0	0	4	0	1	4	4	2	1	2	1
AT1G51920	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56000	1	0	4	0	0	0	0	1	0	0	0	0
AT1G42540	5	8	10	14	5	13	16	27	21	17	25	25
AT1G08100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29465	0	0	1	0	0	0	0	2	1	0	0	1
AT1G75960	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63420	1	2	0	4	2	1	0	0	5	2	1	0
AT1G29470	1	4	13	5	10	2	8	12	12	5	14	14
AT1G48310	0	0	0	0	0	0	0	0	1	0	0	0
AT1G32930	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63880	6	5	7	2	1	4	9	7	8	6	11	6
AT1G04630	6	13	7	11	6	16	18	18	8	14	12	11
AT1G27150	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79110	0	0	0	0	0	0	0	0	2	0	0	0
AT1G68490	2	0	0	1	0	0	1	1	0	2	0	0
AT1G06040	58	78	79	106	106	102	128	101	89	287	285	214
AT1G18970	0	0	0	0	0	0	0	0	0	0	0	0
AT1G72430	0	0	0	0	0	0	0	0	0	1	1	2
AT1G03040	0	0	0	0	0	0	0	1	5	4	2	1
AT1G28250	0	0	0	0	0	0	0	1	2	0	0	0
AT1G66630	0	0	1	0	0	0	0	0	0	0	0	0
AT1G10530	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24090	1	0	1	1	0	0	0	0	0	1	5	3
AT1G09640	5	7	8	10	5	22	25	31	21	45	40	27
AT1G14080	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78760	0	0	0	0	0	0	0	0	0	0	0	0
AT1G44542	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49350	0	0	0	0	0	0	0	0	0	0	0	0
AT1G47240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G28430	0	0	0	0	0	0	0	0	0	0	0	0
AT1G66610	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16022	0	0	0	0	0	0	1	0	0	0	0	0
AT1G13370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G21370	0	0	0	0	0	0	0	0	0	0	0	0
AT1G21590	0	0	0	0	0	0	0	0	1	0	0	0
AT1G60870	0	0	0	3	0	0	0	0	0	1	0	0
AT1G69870	0	1	0	1	0	0	1	1	0	0	0	0
AT1G18610	4	2	1	0	0	0	1	6	2	2	0	3
AT1G13890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24260	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64140	0	1	0	0	0	0	9	0	2	4	2	6
AT1G02290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G26740	0	0	0	0	0	2	0	3	2	2	8	4
AT1G20460	3	0	0	1	2	5	5	3	0	3	5	10
AT1G11500	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75040	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07985	5	6	10	17	14	20	0	7	3	5	4	0
AT1G07040	0	2	0	0	1	2	0	0	0	6	2	1
AT1G71170	0	0	1	0	0	0	0	0	0	1	0	1
AT1G63470	0	0	1	0	0	0	4	0	2	0	1	0
AT1G13640	0	0	0	0	0	0	0	0	0	0	0	0
AT1G35516	1	3	2	1	5	0	4	1	2	0	2	2
AT1G22210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33230	0	0	0	0	0	0	0	0	0	0	0	0
AT1G18050	0	0	0	0	0	0	0	0	0	0	0	0
AT1G79340	0	0	0	0	0	0	0	0	1	0	0	0
AT1G57680	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29140	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55110	0	0	0	0	0	0	0	2	0	0	0	0
AT1G67775	0	0	0	0	0	0	0	0	0	0	0	0
AT1G57730	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64550	0	1	5	3	1	1	1	4	1	5	13	2
AT1G68710	0	1	0	0	0	0	0	0	0	0	0	0
AT1G79270	9	20	17	14	10	6	26	24	25	45	36	31
AT1G65610	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53880	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64380	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07220	0	1	0	0	0	0	0	0	0	0	0	0
AT1G14130	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55040	0	0	0	0	0	0	1	0	0	0	0	0
AT1G35630	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53860	0	0	0	0	0	0	0	0	0	0	0	0
AT1G71010	8	1	9	6	8	11	8	15	9	4	7	4
AT1G56240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G20630	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54217	0	0	0	0	0	0	1	1	2	1	0	1
AT1G44920	1	4	3	3	3	1	6	5	5	10	8	7
AT1G63970	1	0	0	0	0	0	0	0	0	3	1	0
AT1G26945	0	0	0	0	0	0	0	0	0	2	0	0
AT1G67870	0	2	5	1	4	5	8	3	3	7	3	3
AT1G62850	7	5	14	3	8	8	3	7	0	3	5	10
