Geneid	ABA_Col_1	ABA_Col_2	ABA_Col_3	ABA_g7g8_1	ABA_g7g8_2	ABA_g7g8_3	Mock_Col_1	Mock_Col_2	Mock_Col_3	Mock_g7g8_1	Mock_g7g8_2	Mock_g7g8_3
AT1G17500	28	2	9	25	9	8	13	7	22	18	14	17
AT1G21150	9	9	6	6	2	3	7	4	10	8	4	1
AT1G78110	6	7	8	10	8	9	14	10	7	6	18	3
AT1G80080	27	35	20	25	33	14	34	30	25	33	26	32
AT1G23260	21	24	20	23	30	42	25	28	21	22	29	36
AT1G09790	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60270	10	16	10	17	19	23	16	14	17	7	24	18
AT1G25400	10	8	11	3	13	4	20	21	9	22	23	9
AT1G77980	0	0	0	0	0	0	0	0	0	0	0	0
AT1G42470	0	3	0	0	1	0	0	0	0	0	0	2
AT1G56150	16	18	12	35	21	29	12	21	28	12	21	13
AT1G75520	14	13	5	5	10	7	24	19	14	7	11	8
AT1G53890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G73370	7	7	2	8	7	0	7	4	5	4	8	3
AT1G01230	22	33	23	52	64	48	43	59	45	26	30	58
AT1G70700	38	24	31	44	39	34	46	38	35	35	37	56
AT1G02380	6	2	5	5	3	7	1	3	0	4	1	2
AT1G48870	2	4	3	4	2	3	5	2	2	0	3	1
AT1G69280	27	41	38	23	35	40	38	51	40	24	39	22
AT1G12430	17	14	18	14	21	8	11	7	16	10	11	8
AT1G56320	36	38	34	30	35	33	7	11	4	8	3	4
AT1G36310	12	41	20	34	29	23	49	60	48	20	44	33
AT1G44830	9	5	11	4	2	3	3	13	4	17	3	5
AT1G01300	289	93	107	64	76	70	90	118	92	155	74	89
AT1G48050	3	6	6	11	5	8	12	11	11	1	3	12
AT1G22180	13	19	29	17	17	26	28	13	21	11	20	13
AT1G17450	8	3	14	8	8	7	10	9	5	7	11	9
AT1G28590	0	0	0	0	0	0	0	0	0	0	0	1
AT1G79670	0	0	0	0	3	1	1	1	0	4	0	1
AT1G68170	0	0	0	0	0	0	0	0	0	0	0	0
AT1G60080	9	13	5	8	8	9	28	13	17	5	18	22
AT1G51240	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07130	13	8	20	19	26	21	26	20	34	21	18	16
AT1G64355	168	104	128	159	114	98	118	144	127	108	114	120
AT1G04820	44	22	21	26	46	31	42	47	31	37	44	71
AT1G71866	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33050	22	35	30	49	53	28	24	26	27	42	24	31
AT1G77810	1	6	6	2	6	4	4	2	2	2	9	1
AT1G16210	210	171	158	170	203	133	188	188	163	126	145	131
AT1G34580	9	11	6	18	19	14	14	8	5	4	10	5
AT1G02050	5	11	9	8	10	3	4	14	14	5	3	10
AT1G66500	11	17	19	24	18	32	32	40	34	26	38	42
AT1G04030	7	2	3	0	1	2	7	4	7	1	2	1
AT1G29370	11	6	5	12	8	10	16	8	8	7	8	8
AT1G18880	0	2	0	0	0	0	0	0	0	0	0	0
AT1G50740	14	25	12	17	21	13	6	27	13	13	20	23
AT1G02580	0	0	0	0	0	0	0	0	0	0	0	0
AT1G58220	12	7	10	19	13	6	9	11	10	4	11	21
AT1G07350	0	0	0	1	0	2	2	2	0	0	0	5
AT1G06950	278	128	145	117	131	88	220	213	227	204	223	229
AT1G19200	6	10	4	6	11	5	6	11	7	2	1	6
AT1G52140	48	21	42	40	32	36	15	29	40	50	17	26
AT1G18550	6	5	3	3	9	7	8	14	2	5	3	9
AT1G77510	25	26	22	27	19	38	39	36	22	22	21	41
AT1G52430	0	2	2	1	0	0	0	0	0	2	0	0
AT1G15950	224	135	169	117	150	131	194	113	150	160	139	191
AT1G67850	9	16	19	15	12	11	11	18	10	9	20	15
AT1G69620	117	137	189	157	108	148	228	217	181	203	231	282
AT1G49110	0	0	0	0	0	0	1	0	0	3	0	2
AT1G57860	52	59	63	75	80	90	130	172	132	98	167	209
AT1G63160	6	8	4	5	3	6	10	6	11	15	15	15
AT1G71050	17	8	2	2	3	5	7	3	6	9	6	3
AT1G28510	36	44	58	45	36	47	65	81	81	52	61	61
AT1G48240	16	10	22	13	25	27	25	31	29	22	22	9
AT1G71140	12	23	10	8	15	10	6	5	10	9	17	3
AT1G66960	0	0	0	0	0	0	0	0	0	0	0	0
AT1G36370	83	68	49	49	72	51	68	66	47	118	109	79
AT1G58242	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63370	0	3	5	0	0	0	0	0	0	0	0	0
AT1G56110	41	48	33	47	48	30	102	115	102	57	122	106
AT1G14510	50	43	30	39	40	38	64	42	31	28	68	45
AT1G19010	0	3	3	2	6	5	7	8	10	5	3	8
AT1G54250	3	1	1	1	2	1	1	2	0	2	1	1
AT1G55170	10	12	5	13	8	15	14	14	13	9	9	21
AT1G70230	27	24	37	23	30	24	33	18	19	23	31	15
AT1G52830	0	0	0	1	0	0	0	1	3	5	0	2
AT1G45015	0	0	0	0	0	1	6	3	5	3	5	4
AT1G23160	0	1	0	0	0	0	0	0	0	0	0	0
AT1G67510	27	32	4	15	33	15	27	15	15	10	20	19
AT1G08230	284	361	310	361	378	327	168	156	133	99	164	143
AT1G67780	0	0	3	1	1	4	0	1	1	1	3	2
AT1G04280	32	28	38	32	34	32	34	21	22	21	28	39
AT1G55020	14	23	8	21	29	26	34	24	29	17	36	43
AT1G48970	32	14	13	19	28	20	30	40	21	19	25	29
AT1G79420	6	0	6	2	7	7	2	9	6	1	7	2
AT1G70350	12	10	21	11	15	13	28	11	19	13	16	18
AT1G28306	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12450	18	27	25	14	24	21	13	10	11	19	24	30
AT1G57660	339	218	277	215	182	198	398	423	385	351	370	442
AT1G05870	94	129	117	132	120	97	75	60	81	57	60	92
AT1G07540	0	0	2	0	0	0	1	0	0	0	0	0
AT1G78820	238	109	130	64	121	102	169	152	151	186	151	198
AT1G03790	98	65	60	49	54	16	5	5	8	6	15	6
AT1G02220	6	4	2	5	8	7	6	9	11	1	13	5
AT1G74420	0	3	3	0	2	2	0	0	2	1	0	1
AT1G68700	0	0	0	0	0	0	0	0	0	0	0	0
AT1G56680	2	1	6	0	0	4	15	16	15	11	13	17
AT1G58848	18	14	23	10	17	9	30	20	17	12	18	9
AT1G23985	25	22	23	24	11	33	19	30	24	9	14	12
AT1G22140	11	30	26	30	16	22	39	29	24	20	28	77
AT1G75210	105	51	64	81	54	49	87	95	77	93	78	69
AT1G30330	80	130	76	102	138	72	139	128	95	111	126	73
AT1G77200	19	15	7	17	6	15	6	9	7	14	11	16
AT1G30360	186	104	146	175	157	118	98	119	113	131	138	181
AT1G75280	109	80	66	78	74	76	66	55	41	56	61	65
AT1G18200	1	0	0	0	0	0	0	1	1	2	0	1
AT1G55680	29	19	20	18	20	14	7	17	14	13	10	10
AT1G34000	512	282	347	320	313	320	321	299	278	459	309	337
AT1G04410	395	499	379	475	580	468	613	599	392	422	567	758
AT1G21650	12	14	18	5	3	3	12	16	7	9	17	10
AT1G28520	19	44	34	58	48	49	27	31	28	16	48	21
AT1G05220	0	3	1	1	3	0	6	1	1	2	1	5
AT1G63245	7	4	5	6	3	3	1	5	2	3	4	4
AT1G66180	275	139	122	106	123	108	145	133	126	238	138	152
AT1G07790	152	129	122	106	74	82	155	218	141	136	127	43
AT1G07720	112	59	58	54	53	35	45	32	14	35	38	31
AT1G16420	1	0	0	0	0	0	0	5	0	0	0	0
AT1G72740	14	10	19	17	9	11	19	8	10	14	22	29
AT1G05060	7	1	13	10	5	5	11	12	4	10	9	7
AT1G55960	144	106	128	106	134	117	145	135	113	145	191	149
AT1G32060	2884	1786	1976	1612	1774	1488	1773	1840	1557	2213	1871	1782
AT1G77700	0	0	0	0	0	0	0	0	0	0	0	0
AT1G75510	36	39	34	28	41	45	50	51	34	32	42	51
AT1G54090	14	25	8	17	28	11	14	12	12	20	20	32
AT1G26520	0	0	1	0	0	0	0	0	0	0	0	0
AT1G15240	50	58	36	44	58	41	52	41	44	33	44	35
AT1G07980	6	3	11	5	0	2	3	2	4	3	2	1
AT1G01740	16	23	15	24	12	17	15	26	24	14	17	19
AT1G62914	9	5	8	4	8	6	12	6	5	4	10	1
AT1G53090	69	45	39	41	48	30	40	58	49	41	73	50
AT1G08540	3	5	2	3	3	14	9	6	4	5	19	13
AT1G12460	11	16	5	22	8	7	23	11	19	10	21	21
AT1G06250	0	6	1	0	0	0	5	0	2	0	4	2
AT1G52827	36	62	33	62	75	63	34	24	17	18	28	39
AT1G47690	0	0	0	0	0	0	0	0	0	0	0	0
AT1G49590	28	27	33	20	22	21	36	42	48	17	31	14
AT1G06280	0	0	0	0	0	0	0	0	0	0	0	0
AT1G78420	50	63	39	58	48	52	46	53	48	28	58	57
AT1G08465	4	15	2	2	5	10	7	2	5	3	8	10
AT1G28815	4	0	0	3	0	0	0	1	0	0	0	0
AT1G01260	17	19	30	41	27	33	53	43	31	21	59	22
AT1G26815	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16730	3	6	7	11	1	5	1	0	1	3	2	2
AT1G08700	109	50	59	65	61	60	67	51	71	75	47	59
AT1G66590	0	0	2	0	0	0	0	0	0	1	0	0
AT1G09550	0	0	0	0	0	0	0	0	0	0	0	0
AT1G16370	24	14	3	18	10	4	11	10	11	13	10	11
AT1G80730	0	0	0	0	0	0	0	0	0	0	0	0
AT1G11420	5	7	0	0	1	2	3	5	4	4	2	1
AT1G61210	12	9	7	3	6	9	9	4	13	9	5	10
AT1G57980	1	6	1	6	2	5	5	2	3	3	9	5
AT1G15140	410	320	248	286	313	221	544	515	401	369	454	546
AT1G04810	9	10	6	9	18	8	16	8	12	8	12	15
AT1G67070	10	0	5	5	5	8	8	4	9	3	11	9
AT1G53270	8	7	4	7	12	2	0	1	0	0	0	4
AT1G04550	23	18	15	22	13	20	30	38	24	29	24	32
AT1G27450	137	173	158	260	223	179	338	325	334	157	284	363
AT1G33055	84	88	97	220	184	162	31	41	31	132	129	125
AT1G69400	4	1	1	5	6	5	2	9	4	3	5	3
AT1G51920	0	0	0	0	0	0	3	0	0	0	0	0
AT1G56000	0	0	0	0	0	0	0	0	0	0	0	0
AT1G42540	5	14	11	16	9	6	18	9	25	11	9	24
AT1G08100	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29465	8	17	16	26	27	27	71	53	59	32	61	39
AT1G75960	0	0	0	0	0	0	6	7	2	9	9	9
AT1G63420	8	10	8	6	2	15	6	11	9	2	9	3
AT1G29470	66	71	53	91	111	66	131	114	77	71	142	141
AT1G48310	4	5	6	9	8	5	5	13	8	1	9	11
AT1G32930	1	6	5	6	14	1	3	3	6	0	6	2
AT1G63880	12	6	9	2	14	5	11	9	12	10	10	13
AT1G04630	63	79	68	84	74	92	85	87	70	53	79	125
AT1G27150	7	4	13	14	13	14	10	13	9	8	14	8
AT1G79110	185	87	107	73	60	51	97	92	96	75	68	64
AT1G68490	69	79	94	91	60	51	86	83	89	30	61	64
AT1G06040	620	252	353	318	291	220	295	296	284	323	278	279
AT1G18970	0	1	0	0	0	0	0	0	0	0	0	0
AT1G72430	223	161	152	391	359	318	216	221	213	329	305	305
AT1G03040	42	49	60	47	73	35	53	38	33	48	49	49
AT1G28250	12	8	18	13	7	8	18	7	4	8	8	6
AT1G10530	14	10	14	35	21	10	18	6	12	8	13	8
AT1G24090	0	0	2	4	5	2	10	5	12	4	8	7
AT1G09640	128	76	70	90	87	100	147	127	112	101	102	169
AT1G14080	0	2	1	1	1	3	4	1	5	3	6	1
AT1G44542	0	0	0	0	0	0	0	0	1	0	0	0
AT1G49350	4	2	2	7	2	4	1	6	0	7	3	10
AT1G47240	31	15	27	18	17	14	13	29	26	16	26	18
AT1G28430	0	0	0	0	0	0	0	0	0	0	0	0
AT1G13370	0	3	0	2	6	2	2	0	0	2	1	0
AT1G21370	60	52	64	61	60	42	57	55	58	38	60	29
AT1G21590	63	67	52	82	80	53	48	59	58	34	65	55
AT1G60870	138	105	146	120	107	94	109	124	90	113	133	119
AT1G69870	55	78	44	75	59	47	60	31	50	35	44	40
AT1G18610	7	5	2	0	2	7	2	4	4	6	0	4
AT1G13890	0	0	0	0	0	0	0	0	0	0	0	0
AT1G24260	0	0	0	0	2	0	0	0	0	0	0	0
AT1G64140	44	84	40	86	81	64	114	129	107	53	122	74
AT1G02290	3	2	9	5	3	6	7	12	14	3	3	3
AT1G26740	9	18	14	15	12	18	27	31	31	25	33	44
AT1G20460	26	15	18	12	12	18	17	10	14	7	19	3
AT1G11500	0	7	1	1	1	1	1	2	0	0	4	1
AT1G75040	0	0	1	0	0	1	0	0	2	0	0	0
AT1G07985	211	185	228	166	139	182	52	42	22	41	45	54
AT1G15510	1	1	6	0	3	1	13	13	5	4	12	9
AT1G07040	57	63	49	90	84	64	35	27	31	23	30	36
AT1G71170	2	1	0	4	1	1	1	1	0	0	2	3
AT1G63470	45	36	29	52	45	27	67	56	54	42	36	35
AT1G13640	43	50	34	69	51	54	81	65	82	44	99	83
AT1G35516	135	136	135	159	123	129	132	153	115	161	141	100
AT1G22210	0	0	0	0	0	0	0	0	0	0	0	0
AT1G33230	80	73	81	76	62	64	82	73	82	68	70	64
AT1G79340	107	110	91	126	174	117	160	140	124	80	142	154
AT1G57680	97	104	75	174	173	144	163	162	174	97	191	160
AT1G29140	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55110	16	6	10	11	11	18	13	9	8	13	11	11
AT1G57730	3	1	0	0	0	0	0	0	0	0	0	0
AT1G64550	72	88	48	96	111	52	114	134	122	95	115	140
AT1G68710	22	26	7	14	23	10	10	10	13	5	11	12
AT1G79270	34	25	41	39	31	21	16	23	15	21	8	6
AT1G65610	8	4	1	3	7	4	2	9	1	8	3	3
AT1G53880	0	0	0	0	0	0	0	0	0	0	0	0
AT1G64380	23	6	17	13	12	14	6	7	10	4	6	6
AT1G27920	10	22	15	20	14	13	10	20	14	16	27	16
AT1G07220	8	3	0	4	1	2	2	4	6	9	2	2
AT1G14130	2	1	1	1	2	8	5	1	3	1	2	0
AT1G55040	0	0	2	0	0	0	2	0	1	0	2	0
AT1G35630	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53860	3	1	6	7	10	7	2	4	11	7	3	6
AT1G71010	44	33	29	42	48	30	51	42	42	45	56	23
AT1G56240	0	2	0	0	6	1	6	2	3	1	2	2
AT1G20630	0	0	0	1	0	0	4	0	0	1	0	0
AT1G54217	0	0	1	4	2	2	3	3	1	4	6	4
AT1G44920	68	55	50	75	71	55	93	84	69	44	81	89
AT1G63970	88	175	93	162	160	130	116	151	125	110	137	146
AT1G26945	30	17	16	12	15	20	48	39	54	55	50	35
AT1G67870	192	152	139	132	108	109	109	100	109	100	93	141
AT1G62850	47	73	50	65	55	40	81	66	60	32	60	61
AT1G50520	5	4	4	2	4	0	5	1	6	2	6	2
AT1G31500	0	0	1	0	0	3	1	5	8	0	6	0
AT1G15820	3453	5352	3826	6152	6093	5398	5826	5420	5004	4507	6768	7725
AT1G72690	13	13	11	19	13	20	8	10	7	11	13	7
AT1G29030	0	0	1	0	0	0	1	3	4	0	4	2
AT1G75160	1	0	1	0	2	0	0	0	0	1	1	0
AT1G26090	11	21	16	10	16	7	23	8	10	13	16	7
AT1G59660	0	1	0	2	0	0	1	0	1	0	2	0
AT1G52460	0	0	0	0	0	0	0	0	0	0	0	0
AT1G10720	6	8	11	4	2	2	8	8	4	3	5	12
