mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
AT5G24910	1.03126242832805	-0.505140303532047	-1.58614191800248	0.0582027596130823	1.020389442744	-0.516013443793614	-1.57361975079754	0.0744140186992498	-1.57361975079754	0.0744140186992498	0.322975913240845
AT3G15980	-0.225837355130119	0.0047332164467607	0.229437135981968	0.0744098751460008	1.22879437836545	1.45936499265801	0.23021790918591	0.0183493811841015	0.229437135981968	0.0744098751460008	0.322975913240845
AT1G53450	0.622641409140646	-0.202160254080383	-0.83175391402041	0.0367536715765813	-0.764050103912519	-1.58885187658922	-0.832336300345172	0.0745124170155108	-0.832336300345172	0.0745124170155108	0.323331548454317
AT2G25890	4.66079535524599	3.79060676527576	-0.874549179063004	0.000493868349432398	0.356357142781043	-0.513831346251626	-0.861837418696343	0.0745310385456119	-0.861837418696343	0.0745310385456119	0.323340927824647
AT3G51810	5.09800519198587	4.33850439191015	-0.762892391648858	0.000453051279458657	1.26565148954675	0.506150659608061	-0.753983644509042	0.0746305002289724	-0.753983644509042	0.0746305002289724	0.323469310948139
AT3G15460	-1.79409379116901	-1.0449742269313	0.741677273093221	0.0746594306576493	0.408142223821352	1.15726168110493	0.741677265573593	0.0558182290780179	0.741677273093221	0.0746594306576493	0.323469310948139
AT5G48310	0.137609710555639	-0.561154497745602	-0.707373376777336	0.0574877782540774	0.13142973491515	-0.567334506300627	-0.706243389414928	0.0746270209124498	-0.706243389414928	0.0746270209124498	0.323469310948139
AT1G10120	0.329951305741795	-0.183005039896679	-0.515740909149704	0.0425253613102723	-0.364881016664683	-0.877837448947416	-0.515740915432041	0.0746153957016648	-0.515740915432041	0.0746153957016648	0.323469310948139
AT4G39990	-0.207302877709395	-0.527854043480194	-0.322777449828061	0.0746592032011257	1.66060339297189	1.34005238656532	-0.321458452730193	0.0360747216693497	-0.322777449828061	0.0746592032011257	0.323469310948139
AT1G29880	-0.418307175722788	-0.255530521920623	0.162008172187001	0.0746339415397898	0.618272568253736	0.781049248592648	0.162544264353683	0.0220595918192832	0.162008172187001	0.0746339415397898	0.323469310948139
AT3G47370	-1.16687330656958	-0.735396142030666	0.429391715808312	0.0746868492128445	2.24240132352897	2.67387881066932	0.431164566972213	5.38347235695549e-06	0.429391715808312	0.0746868492128445	0.323516751033543
AT2G32850	0.321598261380148	0.0131309932569754	-0.310631188588971	0.0674895225624962	-0.076254630074331	-0.384721888681439	-0.309581565038187	0.0747846894233472	-0.309581565038187	0.0747846894233472	0.323869144407458
AT3G07660	-0.384080581795593	-0.124203128056277	0.258208115147669	0.0748500975291059	-0.0388569202018289	0.22102053802099	0.259186176546369	0.0651623911990047	0.258208115147669	0.0748500975291059	0.324080960075327
AT5G10330	0.201467076366701	-1.88022914076361	-1.68407844624997	0.0389277196807525	-2.76343771079405	-4.84513350886028	-1.73905183156166	0.0749638034585316	-1.73905183156166	0.0749638034585316	0.324142408412953
AT5G06590	-0.0215416656713177	-1.19322313612332	-1.21942867059719	0.0749777222192485	1.22276325552587	0.0510804553517694	-1.19258835044323	0.0540723211831254	-1.21942867059719	0.0749777222192485	0.324142408412953
AT3G61350	-0.162094349571215	0.810610674718404	0.962841217183541	0.0447725716280831	-1.08237360054747	-0.109668712814169	0.970639209443982	0.0749505545470062	0.970639209443982	0.0749505545470062	0.324142408412953
AT1G80050	-0.32861015968324	0.48468631192705	0.80700076061891	0.0741152928640315	0.494004141282912	1.30730052488939	0.809527710708443	0.0750063421709994	0.809527710708443	0.0750063421709994	0.324142408412953
AT4G24810	0.137600853033906	-0.492075014598801	-0.635622169480707	0.0488903709293083	-0.51331689853929	-1.14299281862242	-0.635622172942782	0.0750485502569688	-0.635622172942782	0.0750485502569688	0.324142408412953
AT1G25370	0.312274670540201	0.91658550868326	0.599068653671141	0.0750967933308214	0.662409937097243	1.2667207571773	0.603333559748163	0.0680149675477791	0.599068653671141	0.0750967933308214	0.324142408412953
AT5G60570	-0.191620096946474	0.347480143816413	0.537140072642312	0.0300016365603433	-2.2439355594976	-1.7048354480468	0.537140062632555	0.0749146049068843	0.537140062632555	0.0749146049068843	0.324142408412953
AT3G26030	0.0223705878047734	-0.50514555446231	-0.530403870304698	0.0394759580698696	-1.75357950991291	-2.28109572325698	-0.53119670596465	0.0750939616616002	-0.53119670596465	0.0750939616616002	0.324142408412953
AT3G56480	-0.298470672691085	-0.815866351381596	-0.522000742214021	0.0567958581444246	-0.359593118534592	-0.876988870074291	-0.521188926141464	0.0750730951448872	-0.521188926141464	0.0750730951448872	0.324142408412953
AT4G34270	0.0520069004423112	-0.435285980107377	-0.493461947022927	0.0750613094422964	0.850781466420613	0.363488582252565	-0.490424295782343	0.066435066280165	-0.493461947022927	0.0750613094422964	0.324142408412953
AT2G43530	0.420609325048475	0.90468904533122	0.480081898120121	0.0619740493090438	-0.164512080071239	0.319567618252611	0.483922529023839	0.0751118022345634	0.483922529023839	0.0751118022345634	0.324142408412953
AT2G16660	-0.793630511966479	-0.368523504364369	0.422230869301181	0.0750410689884985	0.55741459901025	0.982521519763232	0.42327598817981	0.0619190935022936	0.422230869301181	0.0750410689884985	0.324142408412953
AT5G53860	-0.297735825156505	-0.620229897714438	-0.325199843801296	0.0749877264898304	0.195642609398545	-0.126851456550133	-0.323787184257982	0.0676582296177141	-0.325199843801296	0.0749877264898304	0.324142408412953
AT5G10980	-0.122888873785639	0.0931607942553305	0.215060788791847	0.0749358192902963	0.783142471603045	0.999192180440225	0.215940517868249	0.0117968223676928	0.215060788791847	0.0749358192902963	0.324142408412953
AT1G55210	0.591470759171396	0.388361240149473	-0.20410419671099	0.0750185534653246	0.172139080048285	-0.0309704341158324	-0.203323185374755	0.0749548122457538	-0.20410419671099	0.0750185534653246	0.324142408412953
AT2G32620	-1.04165181927231	0.450147462347707	1.46934803723245	0.0751765753813416	0.355354182577655	1.84715312990207	1.48224764307752	0.0505213462338845	1.46934803723245	0.0751765753813416	0.324350680164962
AT2G28400	1.09650746542219	1.61204653863166	0.51097820884353	0.0752242738286328	0.570071016400979	1.08561001301488	0.516642427289788	0.0734003339936301	0.51097820884353	0.0752242738286328	0.32448520752957
AT2G26440	-1.55941962438026	-1.05478122316984	0.500007825998586	0.0752750431492997	0.734155960344093	1.2387942701754	0.501899399402512	0.0434448876348205	0.500007825998586	0.0752750431492997	0.324632919346837
AT4G34370	0.295847390628338	-0.186439599773395	-0.486601776418241	0.0521704123665776	-0.19922112708796	-0.681508164866352	-0.485249761139491	0.0753689897378886	-0.485249761139491	0.0753689897378886	0.324966732750457
AT5G24990	0.382049705149356	-1.10724063065728	-1.50828419660202	0.0422135995446463	-0.80690930496624	-2.29620074330553	-1.53058468394726	0.0754391470042673	-1.53058468394726	0.0754391470042673	0.325126503675258
AT1G03190	-0.075839735159978	-0.762500715032068	-0.69386370955523	0.0554209453502509	-0.0447491209021833	-0.731410231509129	-0.694199078210149	0.0754348299311707	-0.694199078210149	0.0754348299311707	0.325126503675258
AT3G26380	0.569768892060456	0.135423057317876	-0.437619699575651	0.0536554317728652	0.159167186520767	-0.275178691237552	-0.435869223990946	0.075469584116888	-0.435869223990946	0.075469584116888	0.325186337002007
AT1G71870	-0.232809134098157	0.380308480416041	0.606653668785603	0.07575771954581	0.37714723054083	0.990264773638636	0.610660622846338	0.064597107888741	0.606653668785603	0.07575771954581	0.326213205339301
AT5G54180	-0.664361278988229	-1.23757295390967	-0.579237230055753	0.0603103587387944	-0.727559674288879	-1.30077192591944	-0.579322449395709	0.0757338990840785	-0.579322449395709	0.0757338990840785	0.326213205339301
AT5G48000	-0.896103150570878	-0.53292653193348	0.360859026077547	0.0711745671674563	-0.465584278763901	-0.102407685863292	0.361355391502315	0.075742644385183	0.361355391502315	0.075742644385183	0.326213205339301
AT1G05450	4.07068159134853	5.05481093697979	0.977875895977975	0.00195773013369381	-0.257872651191228	0.726257584105	0.994942770641835	0.0758155064804926	0.994942770641835	0.0758155064804926	0.326390490752311
AT4G17030	0.932242685402994	1.29429843518183	0.360438448077336	0.0758503767040457	1.35674890443807	1.71880440202343	0.362168089288231	0.0409601154877685	0.360438448077336	0.0758503767040457	0.326469062220481
AT5G61070	-3.16079689840175	-1.25770080728664	2.33878121997526	0.0758710747281038	0.0155748596284482	1.91866803151487	2.2782616548909	0.0603482874309197	2.33878121997526	0.0758710747281038	0.326486613791647
AT1G58007	-0.646549167159706	2.3484342640293	3.19637572832322	0.0759269103354885	0.615962764947278	3.61094350706485	2.46999433696254	0.0636571929149889	3.19637572832322	0.0759269103354885	0.326655327777121
AT1G09590	-1.09296487224312	-0.753061273356818	0.337802608017943	0.0759470347142655	1.102785090634	1.44268890094954	0.339636698366913	0.000136965450009635	0.337802608017943	0.0759470347142655	0.326670363461141
AT1G33590	-0.356058361308723	-0.574082312262093	-0.219734117041109	0.0759721845818286	-0.44017030752256	-0.658194210529803	-0.218365030013805	0.036567316312979	-0.219734117041109	0.0759721845818286	0.326707003924133
AT1G62981	-0.307553345449241	1.18582145887009	1.4729174814162	0.0557525496718501	-0.557180666875046	0.936193998501686	1.49481821509034	0.0759969027623208	1.49481821509034	0.0759969027623208	0.326741772349098
AT2G31970	-0.360202966142584	0.0992996876856469	0.455737366935389	0.0694858430635615	-0.33278637609605	0.126716250648048	0.457672922440958	0.0760689316207651	0.457672922440958	0.0760689316207651	0.326979889006195
AT4G27400	-0.665466913234989	0.0787964492569363	0.737938135310432	0.0760901961233964	0.555103533882197	1.299366981744	0.739927193240243	0.0669528924161693	0.737938135310432	0.0760901961233964	0.326999740242398
AT1G66130	0.207786030026078	0.539553803334386	0.329748043114314	0.0761640933580575	0.590690220723534	0.922457993339628	0.331400915455356	0.0684678540782551	0.329748043114314	0.0761640933580575	0.327245723955748
AT2G19560	-0.496508758299973	0.200679667971252	0.688060749619033	0.0761818557701644	1.03174429827402	1.72893287875454	0.694355845543897	0.0289844366838322	0.688060749619033	0.0761818557701644	0.327250464629152
AT3G53000	0.189148663044448	0.822433828848398	0.625812340536707	0.0762296049663952	0.231241404190824	0.86452655435502	0.632379537486359	0.0728128358735142	0.625812340536707	0.0762296049663952	0.327383987748113
AT2G39450	1.01582325565694	0.495623910083611	-0.523555884608624	0.0391190208085346	-0.282571182329078	-0.80277057268733	-0.521835217554768	0.0762852097181497	-0.521835217554768	0.0762852097181497	0.327551182448816
AT2G30933	-0.869278300702853	0.658078912728381	1.82885584595974	0.0652201484659916	0.400870493617695	1.9282268133174	1.8219641733317	0.0763099157809536	1.8219641733317	0.0763099157809536	0.327585661189041
AT4G05460	-0.4473543493899	0.41227899918848	0.851392866962586	0.0474986549755377	-0.994322079788076	-0.134689278984498	0.855876765010823	0.0763678668449934	0.855876765010823	0.0763678668449934	0.327684925652388
AT3G23800	-2.46925210490254	-1.84269165087721	0.621937999129949	0.0763695228182113	-0.210885087373108	0.415675238578682	0.620975238547746	0.0657749492595775	0.621937999129949	0.0763695228182113	0.327684925652388
AT3G15190	-0.19999423901079	-0.352337140731307	-0.152831629185075	0.076383082598365	1.24587898180558	1.09353613017568	-0.152470206291264	0.00236495237770722	-0.152831629185075	0.076383082598365	0.327684925652388
AT3G05180	0.502624051451289	-0.101738947730932	-0.609656340678704	0.0472349399095618	-0.101017258781039	-0.705380344699345	-0.608755820190097	0.0764539179136037	-0.608755820190097	0.0764539179136037	0.327774064490361
AT5G53540	-0.0601762533053246	-0.428387147931706	-0.370597780922804	0.0552853745104748	-0.587721006581739	-0.95593193334014	-0.370080910446946	0.0764454245923098	-0.370080910446946	0.0764454245923098	0.327774064490361
AT1G22780	-0.899718687122327	-0.655991923700848	0.242330622289813	0.076452589400798	1.460296167841	1.70402304382068	0.243432214150595	0.00496811453474253	0.242330622289813	0.076452589400798	0.327774064490361
AT4G03540	3.65557119801557	4.41757498136841	0.756871055982501	0.0161722669157746	0.746706088260393	1.50871010513025	0.770400206720771	0.0765786013005003	0.770400206720771	0.0765786013005003	0.328236972277336
AT5G17060	-0.130554680306831	-0.855226425440969	-0.735271758615236	0.0766002637685181	0.958495978567374	0.233824126456163	-0.733616008653594	0.075247889823382	-0.735271758615236	0.0766002637685181	0.328258198400691
AT5G45560	0.00257691265773147	0.95562566288247	0.945518208335847	0.0359243689629167	-1.2015014152443	-0.248452939702867	0.95117997555394	0.0766541717185721	0.95117997555394	0.0766541717185721	0.328417567991195
AT1G45000	-0.0380486600255416	0.176335927231649	0.213093653226784	0.0767714437661874	0.693939925321325	0.908324538814225	0.214177332950115	0.0354594975128218	0.213093653226784	0.0767714437661874	0.328848286380939
AT3G11940	-0.746208571063459	-0.928715751972734	-0.183376347479306	0.076793380837613	0.9170297321311	0.734522624733137	-0.18263958415214	0.00301747394554309	-0.183376347479306	0.076793380837613	0.328870541350353
AT1G13950	0.381920022573476	-0.402589348788045	-0.799858706918393	0.0768177333561075	1.20442045010694	0.419911046136406	-0.79213428707091	0.0705429532863145	-0.799858706918393	0.0768177333561075	0.328903128606664
AT2G45290	-0.0423570961549827	0.205078600909169	0.245855467814538	0.0769065399018378	-0.477555332718718	-0.230119633004306	0.246866978374705	0.076517815559485	0.245855467814538	0.0769065399018378	0.329211608156832
AT5G16160	-1.575168397693	0.531777735324843	2.08230232707313	0.0770114487226111	0.00032051292230372	2.10726561019084	2.08756781360981	0.0550850341817863	2.08230232707313	0.0770114487226111	0.329561287330895
AT3G26690	0.665214194181286	-0.474739028448191	-1.14801468245336	0.0329025391032118	-1.64836417974581	-2.78831750112596	-1.15732956706875	0.0770217812123875	-1.15732956706875	0.0770217812123875	0.329561287330895
AT2G47270	0.961406517841058	0.335647022051865	-0.634400990871595	0.0614966710248784	0.633851509822163	0.00809200315411117	-0.628337056109705	0.0771007018019778	-0.628337056109705	0.0771007018019778	0.329818774324341
AT1G12640	0.700522594070113	0.286277206653258	-0.416138395755441	0.0434612831859142	-0.0615052919029823	-0.475750765435396	-0.41531415923586	0.0771155381017968	-0.41531415923586	0.0771155381017968	0.329818774324341
AT2G41705	-0.319888916914704	0.66522225603634	0.980129594676449	0.0311202723034705	-1.85613731744777	-0.871026397316845	0.981056271067565	0.0771334721797679	0.981056271067565	0.0771334721797679	0.329823667283274
AT5G58370	-0.366331056171954	-0.912109405646342	-0.552009725135084	0.0731211184974609	0.327168821606584	-0.218609591057067	-0.550164478604405	0.0771609071761776	-0.550164478604405	0.0771609071761776	0.329869175314218
AT1G61860	-0.729656152257893	2.2420624873899	3.18038983028524	0.00194120737567696	-2.6687521783738	0.302967573139762	2.44083972749936	0.0772642348685699	2.44083972749936	0.0772642348685699	0.33013603861649
AT1G18580	-0.0874672048462082	-0.782113570179476	-0.698078953272923	0.0418155629857731	-1.14533719158675	-1.83998374659971	-0.702361363068627	0.0772699367694228	-0.702361363068627	0.0772699367694228	0.33013603861649
AT1G70610	0.315922701791711	-0.10626254987402	-0.426226583080239	0.0626499501027675	0.0494556578016755	-0.372729615053661	-0.42389747761163	0.0772737479921922	-0.42389747761163	0.0772737479921922	0.33013603861649
AT4G08390	-0.0319891543801781	0.168201605506363	0.199194531660475	0.0774190588076629	1.05550408479171	1.2556948715726	0.200039082586348	0.0297601960269435	0.199194531660475	0.0774190588076629	0.330684929597245
AT1G07030	-0.0150680931968474	-0.792513374872491	-0.782815217295566	0.0414836075244308	-1.300689436835	-2.0781349029252	-0.787570594092641	0.0774561323336891	-0.787570594092641	0.0774561323336891	0.330771361644128
AT1G05870	0.73931928006083	1.20476133918263	0.462912907521003	0.0406860450137302	-0.89900008095791	-0.433558068468807	0.465872533812544	0.0774797295436541	0.465872533812544	0.0774797295436541	0.33080021889927
AT5G51300	-0.254410899275646	0.0273223619590166	0.279611141991343	0.0775224261835278	-0.850167795038902	-0.568434466667563	0.281003979997567	0.0730493748043837	0.279611141991343	0.0775224261835278	0.330910591036336
AT4G38062	0.0381935073375137	-0.529225664754131	-0.576153894473084	0.0776531878876438	0.637698700269993	0.0702795432739394	-0.571551883611192	0.0695153505280466	-0.576153894473084	0.0776531878876438	0.331396746223088
AT1G29500	-0.559686140271294	-1.95930905562732	-1.44087326499722	0.0726513385891984	0.367306988403178	-1.03231665345882	-1.4443335189659	0.0777224821910862	-1.4443335189659	0.0777224821910862	0.331548412630119
AT1G21130	0.596136907340356	0.320537980280205	-0.277380532432643	0.0604225366460345	-0.26989721611662	-0.545496149911319	-0.27633774901158	0.0777216296114772	-0.27633774901158	0.0777216296114772	0.331548412630119
AT5G03680	0.420442569746238	-0.626306497447108	-1.07240054509323	0.0728930488076487	1.02266331602334	-0.0240859099793451	-1.06386514812455	0.0777653978759104	-1.06386514812455	0.0777653978759104	0.331659460676158
AT4G28590	-0.317080114273579	-0.84057975722771	-0.529342710420378	0.0774350833339383	0.65493134224733	0.131431706926096	-0.52834020907688	0.0778678501874135	-0.52834020907688	0.0778678501874135	0.332024321485034
AT5G24380	1.0134497339428	1.38017191872505	0.365041367523678	0.0280009036045087	-1.60119531449184	-1.23447317931114	0.367074311840098	0.0779404862714752	0.367074311840098	0.0779404862714752	0.332261916735429
AT2G31530	-0.420663568588674	-0.934331004276205	-0.519326648548857	0.0769115578703197	0.367635160945646	-0.14603232536586	-0.517703756002274	0.0779814877030364	-0.517703756002274	0.0779814877030364	0.332364578962562
AT3G07000	-1.97838411350259	-0.344555034937497	1.61348306194734	0.0647320558885311	-0.938872753729739	0.694955633966664	1.60689252114952	0.078010920619927	1.60689252114952	0.078010920619927	0.332413186593107
AT4G02740	0.856855984111208	0.103722445624942	-0.762583071847279	0.0500587999106484	0.125489607665824	-0.627643997902571	-0.758152932852447	0.0780267360711064	-0.758152932852447	0.0780267360711064	0.332413186593107
AT5G36150	-1.09942157500286	0.719322439293493	1.9990234021378	0.0782272517030533	0.19751017158661	2.01625367304972	2.02320511863545	0.0488408763800745	1.9990234021378	0.0782272517030533	0.333014378521232
AT1G05420	0.847537984281947	-1.56803874689145	-1.71265620146069	0.0531396544535436	0.547455039001486	-1.86812211409364	-1.71934311523206	0.0782242452137191	-1.71934311523206	0.0782242452137191	0.333014378521232
AT1G13430	0.129250003165431	1.20600389001014	1.06502967322722	0.0445799459918014	-0.899638960272626	0.17711483129804	1.07807606123784	0.0782356626387439	1.07807606123784	0.0782356626387439	0.333014378521232
AT5G19210	0.0271085871778249	-0.769694874177825	-0.803619437856515	0.0475353077262873	-0.56009990690164	-1.35690348246375	-0.807878911340618	0.0782086526607127	-0.807878911340618	0.0782086526607127	0.333014378521232
AT5G39850	-1.03422605211209	-0.603636566328117	0.426858787918764	0.0782670410953317	1.22378282810321	1.6543723316835	0.428999247842714	0.0278979107362663	0.426858787918764	0.0782670410953317	0.333075770207257
AT3G05200	-0.374033922321147	0.00824343532830258	0.379687503403229	0.0756957518063211	0.0839732783390342	0.466250613126805	0.380684056783464	0.0782846434853696	0.380684056783464	0.0782846434853696	0.333078522119688
AT5G27940	1.06577366876078	-0.725184917826043	-1.87715263851511	0.0783204411476707	3.66315709599656	1.87219816512413	-1.82336937937464	0.0204450071535497	-1.87715263851511	0.0783204411476707	0.333158671698753
AT4G30480	0.105226971935595	-0.228632092643415	-0.336611040595627	0.0783399679162928	1.27526000418796	0.941400960272118	-0.3348760701642	0.0536671908121206	-0.336611040595627	0.0783399679162928	0.333169588600921
AT3G53880	-0.0335458955381192	0.510458670195329	0.538214175261869	0.0783595669222368	0.226188016696555	0.770192572601016	0.54238099391553	0.0718644841022708	0.538214175261869	0.0783595669222368	0.333180807926498
AT2G30420	1.84282147861419	-0.0264257706895711	-1.96692787402	0.0784792847452378	3.34394320104508	1.4746952275484	-1.89902679114742	0.0432471367188516	-1.96692787402	0.0784792847452378	0.333196783624466
AT1G74360	0.0715615319680642	1.33599595246822	1.25767250215407	0.0276359726171545	-1.12696787891672	0.137466283146955	1.26681633421175	0.0784347065715132	1.26681633421175	0.0784347065715132	0.333196783624466
AT5G15730	0.143721702723573	-1.00655384717671	-1.03435190958108	0.0396151361869365	-1.45272084639027	-2.60299675280019	-1.04591849753281	0.0784279031270297	-1.04591849753281	0.0784279031270297	0.333196783624466
AT3G15800	-0.255758864480912	0.775781256023729	1.01557073652084	0.0784820564971699	0.47816463340359	1.50970473562828	1.02916950055557	0.0498198199046382	1.01557073652084	0.0784820564971699	0.333196783624466
AT2G31260	0.379036856207636	-0.235572532409542	-0.619242768903836	0.0413567038728015	-0.990408684009692	-1.60501816459681	-0.619543258148448	0.0784379813571985	-0.619543258148448	0.0784379813571985	0.333196783624466
AT5G18070	0.197714173014754	-0.295010324691731	-0.497015137798417	0.0672075246840935	0.51294145951928	0.0202169153540366	-0.495831028740025	0.0784708286615535	-0.495831028740025	0.0784708286615535	0.333196783624466
AT3G02420	-0.206041474350829	0.117094846612055	0.321627155135975	0.0784022148420924	2.1449799181568	2.46811630604854	0.322746531876436	0.012485971206702	0.321627155135975	0.0784022148420924	0.333196783624466
AT3G49070	-0.200617751591639	0.90186627943649	1.08263680873636	0.0785622556684443	-0.265654732662855	0.836829243535135	1.09943419834173	0.0778894462248311	1.08263680873636	0.0785622556684443	0.333249179518661
AT5G18760	0.722495221410756	0.102854039892559	-0.625123646243836	0.0464319445544971	0.00273624998880272	-0.616905015054659	-0.62331008052499	0.0785520785121413	-0.62331008052499	0.0785520785121413	0.333249179518661
AT1G49480	0.238163604385101	-0.172511565562724	-0.41376144824511	0.0562952603989089	-0.315186796878729	-0.725861999964753	-0.412599199339041	0.0785319952451581	-0.412599199339041	0.0785319952451581	0.333249179518661
AT3G58730	0.236766881051347	0.389248271531055	0.151980384206288	0.0785226330778952	1.16843675620231	1.3209181738873	0.152468922108877	0.0141899309144566	0.151980384206288	0.0785226330778952	0.333249179518661
AT1G29630	-0.252990007248216	-1.3533970762368	-1.11007708693374	0.0479678463041705	-1.28528132161994	-2.38568866730686	-1.12487914835343	0.0785935268283025	-1.12487914835343	0.0785935268283025	0.333309853414329
AT3G17520	5.75268925943428	5.33904673899568	-0.414490992359841	8.5749480656201e-05	1.00346701507083	0.589824458493452	-0.412266601333064	0.0786299358576118	-0.412266601333064	0.0786299358576118	0.333392285773133
AT4G29820	0.106067050147502	1.16854489442171	1.05041112757745	0.0448201959392335	-0.96433921081619	0.0981385322927314	1.0635712516805	0.078651175018924	1.0635712516805	0.078651175018924	0.333410375932616
AT1G12570	0.360877713364608	7.28206371924956	6.88737150928229	0.00085304073232639	-3.56785347376965	3.35338057595294	2.22570801354884	0.0787035245267712	2.22570801354884	0.0787035245267712	0.333416440759951
AT2G45350	0.249170926052642	-1.321613657505	-1.59866093284988	0.0520065123808188	-0.202301412730627	-1.77308741647315	-1.62335715162856	0.0786889979655975	-1.62335715162856	0.0786889979655975	0.333416440759951
AT1G18210	-0.2563593668454	-0.010586421342176	0.244295419771336	0.0786886301591008	0.582005217765012	0.827778189558037	0.245330163184877	0.0426421051652915	0.244295419771336	0.0786886301591008	0.333416440759951
AT3G11520	-0.247439873241477	-1.08248194803971	-0.848429938318784	0.0665801632470143	0.081174392981224	-0.753867842904788	-0.846808330639663	0.0787227696404538	-0.846808330639663	0.0787227696404538	0.333426064428002
AT3G16490	-0.40184917170723	0.648372928793395	1.04029242190238	0.0514088221845578	-0.733578975012432	0.316642868439807	1.04650342682107	0.0787429320107797	1.04650342682107	0.0787429320107797	0.333439568100831
AT3G45600	0.263053636749472	0.634093121919756	0.368078332484586	0.0788024303389468	0.466909633040711	0.837949173617809	0.370535042640107	0.0392443888894679	0.368078332484586	0.0788024303389468	0.333619599478076
AT3G45020	-0.382914346611203	0.666633731964154	1.03737058235348	0.0789252536584022	0.991962613861186	2.04151081075563	1.04539092494144	0.0461790224326321	1.03737058235348	0.0789252536584022	0.334043077791005
AT3G49060	0.190977994875568	-0.346171623254039	-0.542161535071759	0.0574204619502295	-0.00338904161254698	-0.540539029066059	-0.541367765920922	0.0789409682801937	-0.541367765920922	0.0789409682801937	0.334043077791005
AT4G36970	0.0491153114993656	-0.296632337776705	-0.348215456054641	0.0612957887349542	-0.482695751101668	-0.828443418739707	-0.347423471618266	0.0789534723164139	-0.347423471618266	0.0789534723164139	0.334043077791005
AT5G66110	-0.374208533116929	1.81204835504263	2.46428693906634	0.0526008428314975	-0.701167272109435	1.48509030716085	2.53165250019581	0.0789980915885012	2.53165250019581	0.0789980915885012	0.334159886125004
AT4G36910	0.26430652126681	-0.0932282116862842	-0.361063537660483	0.0790418682703371	1.08228793708006	0.724753228842023	-0.358713852923626	0.0578467382746265	-0.361063537660483	0.0790418682703371	0.334273080797094
AT5G25540	0.262896832228125	0.604115372531313	0.338371391881959	0.0790776117050367	0.687546746010419	1.02876531552112	0.340949501212797	0.0487034050787881	0.338371391881959	0.0790776117050367	0.334352260941399
AT3G41762	3.1144591190584	-5.08610269095694	-3.44409749992337	0.0686610397055913	-0.399399698611937	-8.59994381268019	-3.70878469896726	0.079298575850384	-3.70878469896726	0.079298575850384	0.334419631151098
AT5G62950	0.384890086645989	-1.07073210519373	-1.28037186039391	0.0429560292784558	-0.895308857942532	-2.35093115509187	-1.29825483750459	0.0791588145596558	-1.29825483750459	0.0791588145596558	0.334419631151098
AT1G49620	-0.659623244247029	-1.6340896456952	-1.00238611995745	0.0792593064064504	1.5850871998218	0.610620694315376	-0.990566208208255	0.047273834611223	-1.00238611995745	0.0792593064064504	0.334419631151098
AT1G69210	-1.61321051934116	-0.739770445033566	0.861880113064223	0.0793109259291972	0.821801972275259	1.69524199605623	0.865752224927589	0.0416853557271916	0.861880113064223	0.0793109259291972	0.334419631151098
AT4G20380	0.356947812679858	-0.364382971424519	-0.72846615752453	0.0478544335789787	-0.31901073612436	-1.04034164746606	-0.728466165299508	0.0791274778290756	-0.728466165299508	0.0791274778290756	0.334419631151098
AT2G25605	0.613280597200578	0.0659648038102112	-0.554635284829432	0.079301500733276	1.44007832327186	0.89276254714974	-0.550254345513854	0.0615592227589258	-0.554635284829432	0.079301500733276	0.334419631151098
AT5G18600	0.105790430708339	0.631933363668103	0.522366556203028	0.0792816922054025	1.83235132085836	2.35849427746736	0.525672020672247	0.014852286478504	0.522366556203028	0.0792816922054025	0.334419631151098
AT5G16040	-1.07755760690183	-0.593330638539045	0.47988078373722	0.0792589519636081	0.243167652689475	0.727394614223643	0.481177758321667	0.0617779719848754	0.47988078373722	0.0792589519636081	0.334419631151098
AT1G68780	0.47094006570297	0.0502542132396284	-0.424370435688147	0.0613256582143701	0.177222755293288	-0.24346313719809	-0.422717850900442	0.079256882257416	-0.422717850900442	0.079256882257416	0.334419631151098
AT3G45230	-0.18482302446099	-0.535595991634161	-0.354015668719754	0.0791849360253788	1.3495543882727	0.998781467132692	-0.352020745787251	0.0410021850245684	-0.354015668719754	0.0791849360253788	0.334419631151098
AT3G62310	-0.576776628817212	-0.243912520458031	0.331063924271068	0.0600037505427137	-0.595326585827038	-0.262462515919931	0.331497251073001	0.0793148575408758	0.331497251073001	0.0793148575408758	0.334419631151098
AT3G23620	-1.16072721028998	-0.833905664017877	0.323995177085157	0.0792126851004274	0.924105763420579	1.25092739513082	0.325910909861012	0.0275368409402623	0.323995177085157	0.0792126851004274	0.334419631151098
AT3G54110	0.0261903841254803	-0.210224215519097	-0.237900263100187	0.0792397949565117	0.865933556442673	0.629518975959573	-0.23686402368005	0.0535163933187915	-0.237900263100187	0.0792397949565117	0.334419631151098
AT1G76310	-0.00454857800757322	-0.7568028363612	-0.761154608186976	0.0576480548663504	0.0121657540097219	-0.740088668575659	-0.761154617549122	0.0793966483831041	-0.761154617549122	0.0793966483831041	0.33457064573192
