mRNA_log2FC	RPF_log2FC	log2FC_TE_v1	pvalue_v1	control_log2TE	treat_log2TE	log2FC_TE_v2	pvalue_v2	log2FC_TE_final	pvalue_final	pvalue.adjust
AT5G46110	0.572651007790011	-0.047519191927371	-0.620599630784087	5.06986935442158e-18	0.473307711249388	-0.146862447585795	-0.62026316311842	1.674278134363e-46	-0.620599630784087	5.06986935442158e-18	1.74723708067119e-15
AT3G26650	-0.0205848168541363	-0.654286260506841	-0.633968136800228	7.27103553135528e-18	-0.259590899493037	-0.893292279749952	-0.633759386012158	1.793641818922e-71	-0.633968136800228	7.27103553135528e-18	2.46262451686109e-15
AT4G18480	0.0988120910248525	-0.428824405191201	-0.528018515095136	1.12423567949906e-17	0.783084761926558	0.255448299149851	-0.527655495857049	2.39651574486238e-52	-0.528018515095136	1.12423567949906e-17	3.74313316747111e-15
AT1G16780	-0.27534221259758	1.16376202070609	1.43841361295168	1.52158379393671e-17	2.53201139500906	3.97111570769513	1.43915980803766	2.03173990223108e-70	1.43841361295168	1.52158379393671e-17	4.98166534134879e-15
AT1G06840	-0.564263759998817	1.16595039972778	1.72891783811435	2.5776555403433e-17	0.7469481406946	2.47716233098509	1.73008123308926	1.6222219733478e-25	1.72891783811435	2.5776555403433e-17	7.97966585930246e-15
AT3G16000	0.0250819425858939	-0.894804041391993	-0.921028474802946	2.59976896250946e-17	-0.187911706638706	-1.10779768725544	-0.920364430269987	2.00203105114739e-17	-0.921028474802946	2.59976896250946e-17	7.97966585930246e-15
AT2G24270	0.686634807877163	0.0167797728856263	-0.670355227355736	2.48704413029485e-17	-0.0576718180194493	-0.727526836606754	-0.670079077424453	5.80614535168463e-21	-0.670355227355736	2.48704413029485e-17	7.97966585930246e-15
AT4G28080	0.194606470957699	-0.41619465205873	-0.61134764527857	2.53466914286481e-17	-0.118399659493943	-0.729200741380263	-0.610876857937086	2.02089554516304e-38	-0.61134764527857	2.53466914286481e-17	7.97966585930246e-15
AT5G55220	0.0548615522915837	-0.672419763552655	-0.727984181616989	2.73410487678139e-17	0.853475767667403	0.126194476139713	-0.72760296199867	7.82081855798223e-25	-0.727984181616989	2.73410487678139e-17	8.26288556915287e-15
AT1G05190	0.107506584409815	-0.603456247922231	-0.71167803448635	4.25029558300509e-17	0.220942640806767	-0.490020154441908	-0.711043373777132	1.65483721928772e-28	-0.71167803448635	4.25029558300509e-17	1.26504252170533e-14
AT2G33450	0.49133833021786	-0.422150713062312	-0.914652663232152	7.19931308587166e-17	0.345369615872195	-0.568119379809255	-0.91372311715766	8.15756824543183e-25	-0.914652663232152	7.19931308587166e-17	2.11079561580393e-14
AT2G07698	2.72391241692098	0.0799418335347372	-2.64583047916651	2.35736649466431e-16	7.20198294033129	4.55801289243659	-2.64410326246718	2.69672709439016e-140	-2.64583047916651	2.35736649466431e-16	6.81001579723318e-14
AT2G42750	-0.00886854112616596	0.891073421883715	0.899071915724636	4.67401850687771e-16	-0.0246978074265971	0.875244164853465	0.899941988197323	1.95383948052409e-18	0.899071915724636	4.67401850687771e-16	1.33067274708849e-13
AT5G64940	0.282938389710855	-0.535379839732735	-0.819555354829417	7.25952323672853e-16	-0.416102271243887	-1.23442048221219	-0.818803320618353	1.45116780180827e-17	-0.819555354829417	7.25952323672853e-16	2.03722963517565e-13
AT5G03940	0.117891584024135	-0.676123554752454	-0.794990518397024	8.84724044560147e-16	0.0147319861555251	-0.779283136275937	-0.794417941101375	5.52165506159481e-18	-0.794990518397024	8.84724044560147e-16	2.44781959596331e-13
AT5G25500	-0.854460924083795	2.8065426153188	3.65642431824512	3.64270542446568e-15	-1.28077449143753	2.38022904564333	3.67098649439324	2.2633383830002e-15	3.65642431824512	3.64270542446568e-15	9.93851463308385e-13
AT1G77080	0.0164989844610211	2.2749062336435	2.25564791694448	4.33783123019225e-15	0.147860394689722	2.40626765971077	2.26060929876828	1.04230108122082e-19	2.25564791694448	4.33783123019225e-15	1.16729255734105e-12
AT5G44440	2.11408205724888	1.21394630713352	-0.901357209077412	2.86485566432094e-16	0.453492412019904	-0.446643332083736	-0.900037021119174	5.22532462748157e-15	-0.900037021119174	5.22532462748157e-15	1.38711185111146e-12
AT5G15230	0.0205567749169812	-1.13545058673049	-1.15825289662045	5.94034902604815e-15	-0.00354100924263287	-1.15954835313226	-1.15707125766285	1.07309509936363e-15	-1.15825289662045	5.94034902604815e-15	1.55589621690253e-12
AT2G05520	0.138867759963516	0.851938541709848	0.71295971090531	6.03062349724924e-15	1.97793536560576	2.69100620507096	0.713030282584262	1.98714794377359e-117	0.71295971090531	6.03062349724924e-15	1.55875747342058e-12
AT5G16030	0.698957000922425	-0.21230783915413	-0.91266899883578	7.94231253303231e-15	0.934973702296406	0.0237088888601436	-0.911691759512776	2.6828349639951e-18	-0.91266899883578	7.94231253303231e-15	2.02621801816736e-12
AT1G58290	0.447186152143375	-0.367209529092105	-0.815475579332131	1.80604919742951e-14	-0.636852606344724	-1.45124827771642	-0.814872637235494	1.99397174323122e-14	-0.814872637235494	1.99397174323122e-14	5.02174114410694e-12
AT5G64100	-1.49803076016397	-0.675673496697572	0.821388102478971	2.1449531130266e-14	0.60723397092855	1.42959126905394	0.821988030056951	9.40915619572938e-24	0.821388102478971	2.1449531130266e-14	5.33360239902463e-12
AT2G38140	0.191387802762134	-0.414099523279493	-0.606002857715657	2.44368502926282e-14	1.4359742448489	0.830486966489889	-0.605489801649347	6.38825151932018e-41	-0.606002857715657	2.44368502926282e-14	6.00046858935486e-12
AT3G16240	-0.00815096119063824	0.494418528645609	0.502308230324725	2.92704561347362e-14	0.74061597011688	1.24318548808661	0.502581578190541	5.22437140783526e-44	0.502308230324725	2.92704561347362e-14	7.0986276581575e-12
AT5G58250	0.234855169489668	-0.458037687635115	-0.693785085647087	3.20847019128205e-14	0.214262261871156	-0.478630558783805	-0.693026115530411	1.01642330804343e-21	-0.693785085647087	3.20847019128205e-14	7.68624249238348e-12
AT4G02510	-0.230706974087993	-0.779554354233828	-0.549300320397315	3.25456490946119e-14	0.660124071077704	0.111276735108581	-0.548966392506708	2.63763810554391e-38	-0.549300320397315	3.25456490946119e-14	7.70273169656092e-12
AT2G35370	0.220071377396772	-0.388636467165868	-0.609464031077456	3.93987642800617e-14	0.344633681606783	-0.264074126744317	-0.608900226733892	1.75069278519226e-25	-0.609464031077456	3.93987642800617e-14	9.21368244663728e-12
AT2G28800	0.0785221173359499	-0.839164492343506	-0.918911633611635	7.04410845264535e-15	-1.18396497248741	-2.10165157621125	-0.918559828215116	4.15403444799183e-14	-0.918559828215116	4.15403444799183e-14	9.60021796427666e-12
AT3G11170	-0.0332507774804663	-1.18103015142765	-1.14979360509436	8.0797124004689e-15	-1.23781731403874	-2.3855966771221	-1.14888395551041	4.76503207112049e-14	-1.14888395551041	4.76503207112049e-14	1.08842197680338e-11
AT1G29930	0.195108438866825	-0.246405732253371	-0.441579948608977	5.9125171029241e-14	-1.14299527065004	-1.58450938408475	-0.441502454153267	1.11835977466236e-150	-0.441579948608977	5.9125171029241e-14	1.33500558586024e-11
AT2G07727	3.5443312608126	0.304855393056291	-3.24606285825075	7.05542185476707e-14	6.77081382356127	3.53133875231974	-3.24108253561031	2.33084759924085e-44	-3.24606285825075	7.05542185476707e-14	1.57496257858005e-11
AT4G37870	0.195869341848592	-0.343248752520828	-0.53975347055646	1.43245341527131e-13	0.254743737502416	-0.284374325585025	-0.53920697819735	6.07649233647069e-25	-0.53975347055646	1.43245341527131e-13	3.16169830220107e-11
AT5G25610	2.01171817813692	2.54008057436007	0.528240372323028	1.57538642293529e-13	1.99876519564195	2.52712761289467	0.528342567598165	1.72977342892753e-53	0.528240372323028	1.57538642293529e-13	3.43854343246008e-11
AT2G20890	0.385819810607223	-0.253821259758351	-0.640440967767465	1.65537971161595e-13	-0.39239799689971	-1.03203904592165	-0.63998184534299	1.77708099165448e-16	-0.640440967767465	1.65537971161595e-13	3.57343725878943e-11
AT1G70830	0.548788720178412	-0.00950025149895333	-0.558970383325868	2.15267099089977e-13	-0.105014794456627	-0.663303740316334	-0.558364014866089	6.076727382998e-20	-0.558970383325868	2.15267099089977e-13	4.59642053752556e-11
AT1G27690	-0.119106757763558	1.57638404357544	1.69288708424026	2.13004538933321e-13	-0.248596456365474	1.44689432912755	1.69613742970835	2.63588191292836e-13	1.69613742970835	2.63588191292836e-13	5.56766282769514e-11
AT4G29020	-0.221839107148619	-0.723969999561515	-0.502212776874692	2.75138011470139e-13	2.86993700385785	2.36780616301196	-0.502181029192304	4.84393885319373e-96	-0.502212776874692	2.75138011470139e-13	5.7497990397015e-11
AT1G11160	-0.752469736401755	2.64785401252016	3.3967829788955	3.67609413967387e-13	0.156990993286031	3.55731493876306	3.40423080386848	7.13277292489866e-25	3.3967829788955	3.67609413967387e-13	7.60138876628984e-11
AT1G29070	0.012516801463119	-0.781061768706094	-0.794855586692299	3.77582205416855e-13	0.561231892368485	-0.232346621577233	-0.793973780496834	1.76110601978015e-21	-0.794855586692299	3.77582205416855e-13	7.7262758783424e-11
AT5G13930	-0.0530171122656991	-0.534009966189203	-0.481394210740099	4.40140560371791e-13	0.213220713080859	-0.267772105000173	-0.481074574770196	2.07458551388745e-31	-0.481394210740099	4.40140560371791e-13	8.9135269772613e-11
AT5G61990	0.150900351800841	1.91105912533919	1.75643691002679	5.9271005473535e-13	-0.79685027554815	0.963308491828465	1.76157521429608	6.455905273221e-13	1.76157521429608	6.455905273221e-13	1.29407962435871e-10
AT5G25475	0.0499842997917871	2.45916665816674	2.40844203091814	6.67610490956261e-13	4.05812613748868	6.46730859269827	2.40957699506148	7.68280383669143e-180	2.40844203091814	6.67610490956261e-13	1.32470105902473e-10
AT3G55360	0.395240557410047	1.09999236562321	0.704387809639672	7.60566271237492e-13	0.629204870426493	1.33395669036477	0.704657152663903	5.77974355625075e-16	0.704387809639672	7.60566271237492e-13	1.49405638321893e-10
AT3G15210	0.121926766939676	0.894945953296174	0.772085750056655	7.89921198205412e-13	0.162830402509527	0.935849608627054	0.772917744519407	3.71326197919059e-17	0.772085750056655	7.89921198205412e-13	1.53635762549971e-10
AT1G75350	0.0297931202905107	-0.543478713287499	-0.573914520811244	9.27418526899412e-13	0.373876719828557	-0.199395075082488	-0.573490132614411	3.43760163443232e-24	-0.573914520811244	9.27418526899412e-13	1.78609897474628e-10
AT1G10960	0.417547014900968	-0.016268690411339	-0.434148247726253	1.38448191074032e-12	0.289538379677931	-0.144277296029327	-0.43385297687636	3.38912240447176e-31	-0.434148247726253	1.38448191074032e-12	2.64046239364881e-10
AT3G45780	0.506970133003717	-0.120333231839829	-0.62798830302791	1.40863702200942e-12	0.660213567750754	0.0329102403436816	-0.627513131145603	2.71534048181901e-21	-0.62798830302791	1.40863702200942e-12	2.6606986211878e-10
AT3G18680	-0.258144925667661	-1.07360004793724	-0.817058571103993	1.46380685707131e-12	0.701425701450837	-0.114029394490939	-0.816063755337378	4.9108705556999e-16	-0.817058571103993	1.46380685707131e-12	2.73857351431512e-10
AT3G55440	-0.59493846921822	0.126026274440938	0.720815901802333	1.50026515780018e-12	2.60409729562041	3.32506212104906	0.721009428196003	6.19563195268339e-160	0.720815901802333	1.50026515780018e-12	2.7803027131912e-10
AT1G74880	0.54430614543134	-0.664577462038956	-1.21170749784738	6.91160016059186e-13	0.0477263572362665	-1.16115721879605	-1.21003611134087	1.61497580696204e-12	-1.21003611134087	1.61497580696204e-12	2.96491446280021e-10
AT1G55970	-0.0690347379381809	4.08116987924047	4.14713571573256	2.88196429036783e-28	-4.36732902633857	-0.21712461701247	4.17044157327645	2.10034882073529e-12	4.17044157327645	2.10034882073529e-12	3.82030113282629e-10
AT2G04030	-0.539360966638256	-1.04594265172034	-0.507104922091466	2.39748914658397e-12	0.78270332047461	0.276121669637688	-0.506714080584515	1.06664709260682e-25	-0.507104922091466	2.39748914658397e-12	4.32075933903628e-10
AT5G43060	-0.70161720568105	-0.101488110883045	0.599595137846241	2.4224277712136e-12	0.768991587925617	1.36912072032269	0.600043044132358	6.69643338576105e-29	0.599595137846241	2.4224277712136e-12	4.32601555797455e-10
AT2G28000	-0.468064170497164	-0.893349010217632	-0.425542125251344	2.77495660228281e-12	0.922748122773296	0.497463321628922	-0.425338888366049	5.83829012524714e-46	-0.425542125251344	2.77495660228281e-12	4.91092319776968e-10
AT4G01310	0.0635056904598093	-0.486893285036941	-0.550987316253893	3.30984944771725e-12	0.536964103708417	-0.0134348326910523	-0.550555521049738	8.6734290983297e-24	-0.550987316253893	3.30984944771725e-12	5.80523951347837e-10
AT3G61440	0.18786932073898	-0.263975218848989	-0.452265663133695	4.52361155004448e-12	0.360564571333213	-0.0912799358364593	-0.451859196550857	2.79987228665944e-28	-0.452265663133695	4.52361155004448e-12	7.86387834416582e-10
AT3G14415	0.00498873188970528	-0.516490291251597	-0.522148202415316	4.8327661983721e-12	-0.221063269733484	-0.742542264634378	-0.52154155337144	1.10223426574289e-18	-0.522148202415316	4.8327661983721e-12	8.32761922814224e-10
AT5G23040	-0.0445563949265278	-1.09272601743942	-1.05076274111166	6.61472654971274e-12	-0.0731787971025679	-1.12134842268895	-1.04940283780362	5.95915926774349e-13	-1.05076274111166	6.61472654971274e-12	1.12991033341354e-09
AT1G73320	-0.786765172801088	2.08995098403193	2.87195509409734	3.48071077383828e-14	-1.48357103091878	1.39314502338647	2.88132943270207	8.45048825136129e-12	2.88132943270207	8.45048825136129e-12	1.43104647594604e-09
AT5G59720	2.39827204423186	-0.215613741766448	-2.62151617351717	1.69821452317506e-14	1.48105357854895	-1.13283242557219	-2.61959190606017	8.9754836229113e-12	-2.61959190606017	8.9754836229113e-12	1.50696068622624e-09
AT4G37310	0.611690176295679	-0.442443567982098	-1.05473217967131	1.04287077332416e-11	5.24035188746801	4.18621826454786	-1.05440124453095	1.78572862512911e-56	-1.05473217967131	1.04287077332416e-11	1.73611470094744e-09
AT5G24690	-0.0301324940227001	-0.675575572327794	-0.646610949432708	1.06880865024327e-11	-0.0288494158724424	-0.674292469612568	-0.645661532340627	9.05871562554976e-15	-0.646610949432708	1.06880865024327e-11	1.76434261557805e-09
AT5G42800	1.88398122733489	0.636797418662429	-1.24882317170746	3.89466891895854e-16	-0.736915410715826	-1.98409924023415	-1.24778862151908	1.10325982950587e-11	-1.24778862151908	1.10325982950587e-11	1.80603634090111e-09
AT4G17560	0.0668786935146918	-0.807192775084974	-0.875627714674992	8.58361413750124e-12	-0.194213696825501	-1.06828516240338	-0.874883904344527	1.20428996952035e-11	-0.874883904344527	1.20428996952035e-11	1.95512993068246e-09
AT5G47110	0.116952842737667	-0.680071175912592	-0.798380482431054	1.01416062238104e-11	-1.16870327077681	-1.96572737117026	-0.797737286776843	1.39074422600491e-11	-0.797737286776843	1.39074422600491e-11	2.23932619472462e-09
AT1G78630	0.00131002844230362	-0.47457434737164	-0.476334676486809	1.85636275410752e-11	0.396918589242715	-0.0789657614235674	-0.475998755464771	1.91672363441313e-18	-0.476334676486809	1.85636275410752e-11	2.96474714973074e-09
